% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2 +3.075894947e+05 +3.075894947e+05 +3.075711447e+05 +3.075711447e+05 -2.4548e-01 +3.0434e+00 +3.3042e+00 -4.3311e+00 -3.4693e+00 -4.5594e+00 +3.3692e+00 -2.9253e+00 +2.6329e-02 +1.0842e+00 -3.7305e+00 -2.6189e+00 +4.7794e+00 +3.2816e+00 -2.8027e+00 -1.4867e-01 -1.8061e+00 -3.5335e-01 -1.9481e+00 -4.2799e+00
17 +1.577212730e+05 +1.577212730e+05 +1.577029230e+05 +1.577029230e+05 +4.5541e+00 -2.8547e-01 +4.5114e+00 +4.3105e+00 -1.1825e+00 -1.0763e+00 -3.7815e+00 -1.5106e+00 +1.9341e-01 -1.7296e+00 -2.2411e+00 +7.4435e-01 +2.1622e+00 -1.7632e+00 +2.4363e+00 +1.8072e+00 -4.7758e+00 -1.4863e+00 -2.9222e+00 -1.6850e+00
57 +9.410346464e+04 +9.410346464e+04 +9.408511464e+04 +9.408511464e+04 +2.8937e+00 -1.2733e+00 +7.6035e-01 +2.3695e+00 +2.2040e+00 -2.1939e+00 -6.5239e-01 -4.8880e+00 -2.8842e+00 -2.1410e+00 -1.5506e+00 +7.9118e-01 -8.1345e-02 -3.3598e-01 +1.4457e+00 +1.1976e+00 -1.8380e-01 -2.2053e+00 -3.5670e+00 +3.2336e+00
1017 +4.671738934e+04 +4.671738934e+04 +4.669903934e+04 +4.669903934e+04 +1.2504e+00 +3.6970e+00 +4.0000e+00 +1.7500e+00 -2.0552e+00 -1.3313e+00 +2.5000e+00 -2.0463e+00 -2.4548e+00 +8.7327e-01 -4.7139e+00 -3.7500e-01 -2.8700e-01 +1.9845e+00 +4.2982e+00 +9.1038e-01 -4.0534e+00 -4.1511e+00 -1.2982e+00 +4.8094e+00
1156 +3.759876100e+04 +3.759876100e+04 +3.758041100e+04 +3.758041100e+04 +1.7852e+00 +3.2333e+00 +3.3438e+00 +1.7560e+00 +0.0000e+00 -1.0042e-308 +3.1130e+00 -5.0000e+00 +0.0000e+00 +3.2031e-309 -4.7523e+00 -4.3468e-01 -5.6111e-309 +2.7377e-02 +0.0000e+00 +1.4979e-308 +0.0000e+00 +0.0000e+00 -4.7995e-01 +3.6307e+00
% function evaluation | noise-free fitness - Fopt (-9.987000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.201746249e+05 +6.201746249e+05 +6.200747549e+05 +6.200747549e+05 -4.5492e+00 +8.8519e-01 -2.9111e+00 +1.9801e+00 -1.2785e+00 +1.5532e+00 -3.8113e-01 +6.4816e-01 +1.5116e+00 -4.7292e+00 -4.7502e+00 -1.4219e+00 -2.2202e+00 +4.8731e+00 -4.7236e+00 +3.5456e+00 -3.8052e+00 -2.1002e+00 +3.3831e+00 -2.5092e+00
2 +3.248610071e+05 +3.248610071e+05 +3.247611371e+05 +3.247611371e+05 -7.7139e-01 -1.4701e+00 +3.9231e+00 -2.9384e+00 +3.0847e-01 -4.8687e+00 +3.9362e+00 +1.9645e-01 +4.2612e+00 -3.9151e+00 +2.9294e+00 -2.5254e+00 +9.3571e-01 +4.8051e+00 +6.0501e-01 +3.2723e+00 -7.5174e-01 +1.0108e+00 +5.7335e-01 -4.2757e+00
8 +2.095538214e+05 +2.095538214e+05 +2.094539514e+05 +2.094539514e+05 -2.9256e+00 +1.7256e+00 -6.7872e-02 +2.0807e+00 -3.0454e-01 -3.9959e+00 +1.8784e-01 -3.5051e+00 +3.9112e+00 -3.3314e+00 -1.7206e+00 +4.3009e+00 -2.0063e+00 -2.9140e+00 -4.4350e+00 +4.3552e+00 -9.0125e-01 +3.0552e+00 +6.8985e-01 +1.2742e+00
85 +1.004705149e+05 +1.004705149e+05 +1.003706449e+05 +1.003706449e+05 +1.5414e-01 -2.8440e+00 -1.5610e+00 +2.6333e+00 +3.7572e+00 -1.6175e+00 -1.5497e+00 -2.3945e+00 -3.6743e+00 -1.4215e+00 +7.6861e-01 +4.5670e+00 -5.7850e-01 +2.7567e+00 -1.0716e+00 -3.9804e-01 +5.8916e-02 -1.8576e+00 +2.3788e+00 -4.5344e-01
923 +9.154336264e+04 +9.154336264e+04 +9.144349264e+04 +9.144349264e+04 +2.2075e-01 -2.2912e+00 -1.7397e+00 +3.1983e+00 +2.7531e+00 -1.1081e+00 -1.5488e+00 -3.4939e+00 -3.2148e+00 -1.5398e+00 +5.3549e-01 +5.0000e+00 -5.6277e-01 +3.3775e+00 -1.1444e+00 -4.3950e-01 +4.3804e-02 -1.0230e+00 +2.2439e+00 -4.7367e-01
% function evaluation | noise-free fitness - Fopt (7.680000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.193423644e+04 +6.193423644e+04 +6.194191644e+04 +6.194191644e+04 -1.3264e+00 -3.2930e+00 -5.4046e-01 -2.5251e+00 +4.2884e+00 -2.1727e+00 +2.0435e+00 +4.2292e+00 -3.6006e+00 -1.8081e+00 -2.6689e+00 +4.1277e+00 -4.4770e+00 -1.2239e+00 -4.3995e+00 -3.4677e+00 +6.6383e-01 -1.5554e+00 -4.7573e-01 +9.4444e-01
% function evaluation | noise-free fitness - Fopt (-1.809300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.005149198e+05 +8.005149198e+05 +8.003339898e+05 +8.003339898e+05 +4.5663e+00 -2.0879e+00 -3.1307e+00 -6.8129e-01 -3.5304e+00 -8.4082e-01 +2.4036e+00 +4.2108e+00 +4.4981e-01 -3.1717e+00 +3.1614e+00 -2.7432e+00 -4.5355e+00 +1.0802e+00 +4.9215e+00 +4.1729e+00 -2.6239e+00 -4.7540e+00 +3.8353e+00 +4.9341e+00
9 +4.023705402e+05 +4.023705402e+05 +4.021896102e+05 +4.021896102e+05 -2.2319e+00 -2.8428e+00 -4.4369e+00 +4.8618e+00 +1.1661e+00 -3.3998e+00 -1.7279e+00 -4.5572e+00 +2.5836e+00 -3.7955e+00 +3.1051e+00 -2.6982e+00 -4.1557e+00 -4.1163e+00 +4.2820e+00 -1.0383e+00 -2.8564e+00 -5.2418e-02 +3.8371e-02 +9.3293e-02
21 +1.889127263e+05 +1.889127263e+05 +1.887317963e+05 +1.887317963e+05 -4.9346e+00 +1.5997e-01 -3.1391e+00 +1.8684e+00 -3.8817e+00 +3.3037e-01 -1.7973e-01 +2.0015e-01 -2.6913e+00 -8.0571e-01 -2.0896e+00 -2.5607e+00 +3.6807e+00 -9.9645e-01 +2.6667e+00 -1.7137e+00 -2.8705e+00 -4.6299e+00 +2.0168e+00 -2.6795e+00
64 +1.362987644e+05 +1.362987644e+05 +1.361178344e+05 +1.361178344e+05 +1.9165e+00 -1.2246e+00 -1.0479e-01 -2.9021e+00 +9.8208e-01 -3.9924e+00 -3.0296e+00 -2.3317e-01 -4.3719e+00 +3.1697e-01 +2.2538e+00 +2.2869e+00 +1.9534e+00 -1.0372e+00 -2.2227e+00 +4.4105e+00 -6.2725e-02 -7.9388e-01 -3.2581e+00 +3.6865e+00
761 +9.839873228e+04 +9.839873228e+04 +9.821780228e+04 +9.821780228e+04 -4.9488e+00 +1.2717e+00 +2.9039e-01 +1.3593e-01 +2.9402e-01 +5.7510e-01 -2.4944e+00 -1.9303e-01 -1.7627e+00 -5.0000e+00 -1.2729e-01 +5.3166e-01 -1.4561e-01 +2.3451e+00 -1.1620e+00 -2.3552e-01 -3.4496e+00 -2.7365e+00 -5.0000e+00 +5.0000e+00
% function evaluation | noise-free fitness - Fopt (-3.674000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.062547761e+05 +3.062547761e+05 +3.062180361e+05 +3.062180361e+05 -4.2236e+00 +3.0573e+00 +1.9851e+00 +2.2813e-01 +4.7888e-01 -1.6629e+00 -1.9056e+00 +2.5321e+00 +1.6737e-01 -2.8872e+00 +3.1828e+00 -1.9852e+00 -4.4932e-01 -1.5535e+00 +1.8369e+00 +1.4192e+00 +4.1441e+00 +5.4247e-01 -1.2951e+00 +1.4545e+00
81 +1.985618947e+05 +1.985618947e+05 +1.985251547e+05 +1.985251547e+05 -3.1397e+00 +3.2767e+00 -4.7027e-01 +2.4803e+00 -9.9541e-01 +1.3465e+00 -3.5848e+00 +3.6482e-01 -4.8756e+00 -1.8944e+00 -2.3503e+00 +2.1115e-01 -1.9551e+00 -1.7115e+00 -2.9197e+00 +2.3400e+00 -2.1130e+00 +3.1787e+00 -5.3575e-01 -7.1265e-01
939 +1.348470114e+05 +1.348470114e+05 +1.348102714e+05 +1.348102714e+05 -1.3891e-38 +1.0262e-38 -5.0000e+00 -6.6104e-01 -5.0000e+00 -1.2386e-38 -2.4770e+00 +8.2033e-01 -3.5900e+00 -5.0000e+00 -2.9330e-01 +2.1552e+00 -3.2738e+00 +1.3855e+00 +3.4759e+00 +1.5952e+00 -4.3779e+00 +2.0226e+00 -9.9471e-01 +3.8876e+00
% function evaluation | noise-free fitness - Fopt (1.151100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.293196343e+06 +1.293196343e+06 +1.293311453e+06 +1.293311453e+06 +2.5083e+00 -4.6428e-01 -1.0620e+00 -3.3668e+00 +8.1508e-01 +1.4463e-02 -4.8307e+00 +3.9057e+00 +1.5509e+00 -4.2450e+00 -1.5090e+00 +2.6218e+00 -3.7775e+00 +4.2067e+00 -1.6813e+00 +4.2434e+00 -4.0311e+00 +3.8785e+00 -4.0705e+00 +3.6092e+00
2 +6.860911430e+05 +6.860911430e+05 +6.862062530e+05 +6.862062530e+05 +2.3187e+00 +7.9055e-01 -4.0304e+00 -1.2764e-01 -3.8265e+00 -2.2230e+00 +1.6688e+00 -3.2507e+00 -4.7635e+00 +4.8351e+00 -3.4228e+00 +4.2098e+00 +9.1788e-01 +3.2971e+00 -1.9092e+00 +1.0951e+00 +4.4050e+00 -3.4939e+00 -2.6257e+00 -4.8150e+00
5 +2.136162182e+05 +2.136162182e+05 +2.137313282e+05 +2.137313282e+05 +3.3194e+00 -2.8799e+00 +6.8834e-01 +3.6638e+00 -1.6344e+00 -4.4362e+00 +2.7918e+00 +9.8230e-01 -4.3268e-01 -3.0495e+00 +1.6471e+00 +1.1514e+00 -2.2140e+00 -1.7364e+00 -4.7983e+00 -1.7327e+00 -7.4533e-02 -3.2851e+00 +2.7229e+00 -2.2797e+00
147 +1.441264768e+05 +1.441264768e+05 +1.442415868e+05 +1.442415868e+05 +2.7165e+00 -3.1540e-01 +1.0258e+00 -1.9176e+00 -4.7156e-01 -1.1211e+00 +3.8097e+00 -1.2908e+00 -4.7078e+00 +3.8164e+00 -3.7380e+00 -3.2181e+00 +1.2351e+00 -1.5753e+00 +5.3705e-01 -3.8219e+00 -2.1380e+00 +3.9186e+00 +1.8802e+00 +2.1400e+00
818 +8.122007735e+04 +8.122007735e+04 +8.133518735e+04 +8.133518735e+04 +2.5000e+00 -2.8931e-01 +1.0000e+00 -1.0711e+00 -3.0833e-01 -1.5967e+00 +3.7630e+00 -1.0990e+00 -5.0000e+00 +2.3447e+00 -2.5000e+00 -2.6974e+00 +1.2848e+00 -1.3390e+00 +6.2891e-01 -3.0386e+00 -2.0928e+00 +2.9117e+00 +1.2937e+00 +2.5000e+00
% function evaluation | noise-free fitness - Fopt (1.759000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
