% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.132670173e+05 +6.132670173e+05 +6.134161673e+05 +6.134161673e+05 +4.7379e+00 +3.6191e+00 -2.9163e-01 -2.3198e-01 +3.1313e+00 -8.2804e-01 -2.3988e+00 +3.8943e+00 +1.0256e+00 +3.4622e+00 -2.6179e+00 -1.8153e-01 -3.0425e+00 -1.8103e+00 -2.7100e+00 +2.8272e+00 +2.6121e+00 -3.9762e+00 -1.6069e+00 -7.9765e-01
6 +1.681599364e+05 +1.681599364e+05 +1.683090864e+05 +1.683090864e+05 +4.0362e+00 -2.0966e+00 -6.7681e-01 -2.2778e+00 -4.7988e+00 -4.1838e+00 -1.3542e+00 -2.6965e+00 +7.3955e-01 -3.6779e+00 -2.7249e+00 -6.7414e-01 +1.5688e+00 +3.6546e+00 +6.0137e-01 -1.0461e+00 -2.5314e+00 +5.3807e-01 -2.5629e+00 -3.3993e+00
9 +4.979859903e+04 +4.979859903e+04 +4.994774903e+04 +4.994774903e+04 +2.0328e-01 -1.2621e+00 -7.2121e-01 +4.6268e+00 -7.5157e-01 -3.2945e+00 -3.5845e+00 -1.6498e+00 -2.8619e-01 -1.5144e+00 -2.1335e+00 -1.7059e+00 +3.8050e+00 +4.1051e-01 -2.5084e+00 +2.2319e+00 +1.7909e+00 -1.8105e+00 -4.6338e-01 +2.5175e+00
1087 +3.365410757e+04 +3.365410757e+04 +3.380325757e+04 +3.380325757e+04 +4.5703e-01 -1.1465e+00 -5.7812e-01 +2.5189e+00 -7.5237e-01 -3.6350e+00 -2.1992e+00 -1.2128e+00 -1.3028e-01 -7.5000e-01 -2.6364e+00 -1.9531e+00 +3.2255e+00 +1.3512e-01 -4.3808e+00 +2.2500e+00 +7.8906e-01 -5.1893e-01 -3.9062e-01 +3.5984e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.104681731e+05 +9.104681731e+05 +9.094681731e+05 +9.094681731e+05 +2.0202e+00 +4.6674e+00 -2.1759e+00 -2.5775e+00 +3.3350e+00 +4.1365e+00 -4.7928e+00 +1.9572e+00 -4.6534e+00 +2.3500e-01 +3.9958e+00 -3.0820e+00 -2.6361e+00 +3.2124e+00 -2.6533e+00 +2.1287e+00 +4.3060e+00 -2.2355e+00 -3.1791e+00 -2.7966e+00
3 +1.577227973e+05 +1.577227973e+05 +1.567227973e+05 +1.567227973e+05 -1.1231e+00 -7.3867e-01 +1.4892e-01 -4.9650e+00 -4.6143e+00 -1.3798e+00 -4.0020e+00 -2.1996e+00 -2.5615e+00 +1.0241e+00 +3.9970e+00 -3.4162e+00 -3.3998e+00 -4.6681e+00 -4.0703e-01 -8.5270e-01 -8.5823e-01 -1.3091e+00 -2.4814e+00 +2.0898e+00
721 +8.780746476e+04 +8.780746476e+04 +8.680746476e+04 +8.680746476e+04 -1.4343e+00 -6.0051e-01 +1.6036e-01 -4.8547e+00 -4.0339e+00 -1.3507e+00 -4.8959e+00 -3.5447e+00 -3.7391e+00 +1.8545e+00 +2.2675e+00 -3.8422e+00 -3.8316e+00 -4.3222e+00 -3.2564e-01 -8.4916e-01 -5.9773e-01 -1.2467e+00 -2.4662e+00 +2.0276e+00
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.467285744e+05 +5.467285744e+05 +5.468271944e+05 +5.468271944e+05 -2.6944e+00 -6.8417e-01 -4.2399e+00 -1.8350e+00 -2.5732e+00 +4.7528e+00 +2.4017e-01 +3.8843e+00 +3.7778e-01 -1.9754e+00 +3.3003e+00 +6.5831e-02 +3.0787e-01 -2.7193e+00 -3.5297e+00 +1.6920e+00 -1.3382e+00 +6.3477e-01 -3.1500e+00 +4.2236e+00
7 +1.841713895e+05 +1.841713895e+05 +1.842700095e+05 +1.842700095e+05 +1.1448e+00 +6.7890e-01 -2.3483e+00 -4.8261e+00 -1.1754e+00 -1.5647e+00 -3.3517e+00 -4.1087e+00 +1.5622e+00 -4.4044e-01 +1.2616e+00 +3.7230e-01 +3.4943e+00 -6.9594e-01 +9.5799e-01 -1.2109e+00 +3.2764e+00 -1.6290e+00 +7.4744e-01 +1.6908e+00
111 +1.167549328e+05 +1.167549328e+05 +1.168535528e+05 +1.168535528e+05 -1.0982e+00 +3.8720e-02 -1.4025e+00 -5.4515e-01 +3.8179e+00 +3.2170e-01 -4.3213e+00 -4.0769e+00 -2.8275e+00 +2.3221e+00 +4.1708e+00 +1.7409e+00 +3.7076e+00 -1.4661e+00 -3.7050e+00 +5.1631e-01 +2.3495e-01 -1.2981e+00 +4.3817e+00 +5.9046e-01
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.475709821e+06 +1.475709821e+06 +1.475662671e+06 +1.475662671e+06 -3.1171e-01 -3.2580e+00 -2.0385e+00 +4.3824e+00 -1.9417e+00 +4.7033e+00 +3.0793e+00 +4.7970e+00 +2.1977e+00 -9.9105e-01 +4.6948e+00 +4.0665e+00 -8.1607e-01 -3.8018e+00 -6.1575e-02 +2.8370e+00 -4.0925e+00 +4.0070e+00 -2.6368e+00 +3.2129e+00
2 +8.765397614e+05 +8.765397614e+05 +8.764926114e+05 +8.764926114e+05 +9.9994e-01 +4.2214e+00 +2.5762e+00 +1.2354e+00 +6.1719e-01 -2.7747e+00 -4.7160e-01 -3.2478e-01 +9.6239e-01 -2.5809e+00 +3.0813e-01 +4.1390e+00 -4.2594e+00 -2.5960e+00 -4.6890e+00 -3.7384e+00 +2.0839e+00 -6.7439e-02 +2.7376e+00 -7.7422e-01
3 +5.635879899e+05 +5.635879899e+05 +5.635408399e+05 +5.635408399e+05 +9.0219e-01 +1.3640e+00 +1.4918e+00 +1.4532e+00 +4.9883e+00 +1.2058e+00 -1.4641e+00 -1.3666e+00 +2.5629e+00 -2.9603e+00 -3.1989e+00 +2.4593e+00 -1.5360e+00 -2.2944e+00 -2.2782e+00 -2.2608e-01 -1.2744e+00 +3.0281e+00 -9.3845e-01 -3.7368e+00
12 +2.274327986e+05 +2.274327986e+05 +2.273856486e+05 +2.273856486e+05 -1.1484e+00 +2.7574e-01 -2.8351e+00 -2.8122e-01 +1.2096e+00 +1.1120e+00 +3.8068e-01 -1.8567e+00 +2.6067e+00 -3.9010e+00 +3.8012e+00 +1.4324e+00 +3.2743e+00 -8.1317e-01 +2.8888e+00 -4.3454e+00 +3.7911e+00 -1.2136e+00 +1.7656e+00 +1.5880e+00
53 +9.323301534e+04 +9.323301534e+04 +9.318586534e+04 +9.318586534e+04 -1.2816e+00 -4.6043e+00 -2.7700e+00 -1.5173e+00 -4.2297e+00 +1.1926e+00 -2.1603e+00 +3.2924e-01 +3.6509e-01 -1.2994e+00 +3.7755e+00 -3.4425e+00 -1.6620e+00 -8.2917e-01 +4.3455e+00 -1.0381e+00 +1.6472e+00 -5.1005e-01 +2.8806e+00 +2.8350e+00
951 +5.682441510e+04 +5.682441510e+04 +5.677726510e+04 +5.677726510e+04 +2.7519e-308 -2.3184e+00 +6.4398e-10 -5.0000e+00 -2.6272e-299 -4.7817e-10 +3.2663e-299 +2.4419e-308 +4.4385e-300 +4.0799e-309 +4.6518e-299 -5.0000e+00 +2.4112e-308 +8.1839e-10 +3.6005e+00 +4.2959e-309 -3.2002e+00 +2.3000e-308 +2.7813e-308 +6.9471e-01
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.494562548e+05 +9.494562548e+05 +9.494937748e+05 +9.494937748e+05 -4.2383e+00 +6.0703e-01 -2.4682e+00 +4.1787e+00 +1.0145e+00 +3.6792e+00 +2.8085e+00 -1.9379e+00 -4.5033e+00 -1.4210e+00 +4.4578e+00 +2.2687e+00 -1.8782e+00 +3.0724e+00 -3.6862e+00 +3.4151e-01 -3.3348e+00 +4.6343e+00 +3.9845e+00 +1.5550e+00
6 +3.897178295e+05 +3.897178295e+05 +3.897553495e+05 +3.897553495e+05 +3.7913e+00 -1.0383e+00 -4.0895e+00 -2.8210e+00 +2.3314e+00 -4.6875e+00 +1.8291e+00 -3.8268e+00 +4.9292e+00 +8.9328e-01 +1.2005e+00 -6.2944e-01 -3.3502e+00 +2.4226e+00 -3.0641e+00 -1.6816e+00 -1.9518e+00 -1.6943e+00 +1.2379e-01 -3.6269e+00
28 +1.617881144e+05 +1.617881144e+05 +1.618256344e+05 +1.618256344e+05 +6.2193e-01 +1.0030e+00 -6.2896e-01 -1.7815e-02 -1.6785e+00 +2.5783e+00 -1.8895e+00 -2.0579e-01 -2.1069e+00 -1.8462e+00 -1.0974e+00 +2.8824e-01 -7.0851e-01 -9.4184e-01 -1.0550e+00 +2.1425e+00 -3.1493e+00 -1.6448e+00 -3.5081e+00 -3.1157e+00
256 +8.476928635e+04 +8.476928635e+04 +8.480680635e+04 +8.480680635e+04 +6.2193e-01 +0.0000e+00 +5.0000e+00 +1.7815e-02 -1.6785e+00 -6.4339e-309 +1.8895e+00 -2.0579e-01 +2.1069e+00 -1.8462e+00 +0.0000e+00 -2.8824e-01 +5.0000e+00 +9.4184e-01 -1.0550e+00 -2.1425e+00 -3.1493e+00 +0.0000e+00 +1.6778e-308 -3.1157e+00
1174 +4.948676092e+04 +4.948676092e+04 +4.952428092e+04 +4.952428092e+04 +1.9869e+00 +1.4452e-03 +5.0000e+00 +5.4534e-309 -6.7699e-10 -1.3211e-308 +9.6839e-01 -6.7185e-02 +0.0000e+00 -2.2036e-308 +7.0081e-309 -1.4844e+00 +0.0000e+00 +2.4687e-308 -4.4141e-01 +0.0000e+00 -3.7202e+00 +2.3767e-308 +9.0814e-309 -4.7419e+00
% function evaluation | noise-free fitness - Fopt (-2.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.903699699e+05 +4.903699699e+05 +4.903401699e+05 +4.903401699e+05 -1.3865e+00 -1.2704e+00 +3.7902e-01 +3.1449e+00 -3.6664e+00 -3.1450e+00 -3.7871e+00 +9.6073e-01 -2.6137e+00 -3.6072e+00 -3.3706e+00 -4.9302e+00 -3.3020e+00 -1.5073e+00 +7.9976e-02 +3.3725e+00 -1.8056e+00 -3.8082e+00 +2.3040e+00 +6.0618e-01
2 +2.602296849e+05 +2.602296849e+05 +2.601998849e+05 +2.601998849e+05 -1.5292e+00 -2.7148e+00 -7.3124e-01 +2.6238e+00 +3.1853e-01 +2.9227e+00 -2.2179e+00 +1.4852e+00 -3.2592e+00 -3.4164e-01 -3.2933e-01 -2.4728e+00 -7.6833e-01 +3.1800e+00 -3.1177e+00 -3.7721e+00 +2.3128e+00 +3.0307e+00 -8.8063e-01 +4.1610e+00
7 +1.843363765e+05 +1.843363765e+05 +1.843065765e+05 +1.843065765e+05 +5.4813e-01 -3.3825e+00 +2.3625e+00 +1.5987e+00 +2.6734e+00 +3.3066e+00 -3.4189e+00 +2.3523e+00 +2.0969e+00 -2.7190e+00 -3.3161e+00 +4.4232e-01 -2.9408e+00 +3.0702e+00 -2.7743e-01 +8.7834e-01 +2.1971e+00 +6.7023e-01 -3.1767e+00 +4.6626e+00
65 +1.409465003e+05 +1.409465003e+05 +1.409167003e+05 +1.409167003e+05 -3.5091e+00 -2.3717e+00 +1.9619e+00 +1.9655e+00 +4.0120e+00 -1.9890e+00 -1.0001e+00 -3.3402e-01 +2.3521e-01 -8.3016e-03 +4.6137e+00 -2.1184e+00 -3.3370e+00 +2.6878e+00 +3.8586e+00 -6.1374e-02 +4.4615e+00 -2.1876e+00 -2.7068e+00 +4.9350e-01
604 +8.513359348e+04 +8.513359348e+04 +8.510379348e+04 +8.510379348e+04 +2.6241e-77 -1.9489e+00 +5.0000e+00 -3.7292e-154 +2.2778e+00 -4.1107e-77 +4.0445e+00 +3.6693e-77 +2.5809e-01 -5.0000e+00 -3.5450e-77 -5.0000e+00 -3.4085e+00 +3.7292e-154 +3.5845e-154 -2.8692e-154 +3.8300e+00 +1.6939e-154 -4.2807e-77 +3.6352e+00
1097 +5.971251173e+04 +5.971251173e+04 +5.968271173e+04 +5.968271173e+04 +5.2341e-01 -1.6148e-308 +3.6349e+00 -8.6828e-01 +2.0748e+00 -2.2487e-308 +2.1619e+00 +1.2190e-308 +5.3092e-309 -2.0230e+00 -5.3237e-309 -4.0759e+00 -5.0000e+00 +9.0570e-309 +1.3363e-01 -5.0631e-01 +2.3060e+00 +7.5585e-01 -2.5391e-308 +2.1005e+00
% function evaluation | noise-free fitness - Fopt (8.140000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.872204485e+05 +7.872204485e+05 +7.873018485e+05 +7.873018485e+05 -2.5065e+00 -2.6710e+00 +2.3602e+00 -1.2512e-01 +1.7851e+00 +4.6616e+00 -3.3221e+00 -3.4353e-01 -2.2260e+00 +1.0596e+00 +3.0443e+00 -1.0425e-01 -4.4970e+00 +2.6411e+00 -9.6513e-01 -2.0888e+00 +4.1752e+00 -3.7098e+00 +1.0654e+00 +3.4449e+00
2 +3.998485114e+05 +3.998485114e+05 +3.999299114e+05 +3.999299114e+05 +2.6667e+00 +9.0744e-02 +6.6252e-02 -2.3050e+00 +7.3433e-01 -4.1684e+00 +3.3045e+00 +7.3950e-01 -2.4473e+00 +3.6971e-01 +1.8307e+00 -1.5047e+00 -1.4018e+00 +8.5106e-02 -3.9119e+00 -3.1351e+00 +3.9054e+00 +7.0571e-01 -6.6743e-01 +4.4987e+00
14 +3.643556405e+05 +3.643556405e+05 +3.644370405e+05 +3.644370405e+05 +4.1570e+00 -3.1767e+00 +5.4234e-01 +3.6966e-01 +1.3924e-02 -1.2827e+00 -2.6607e+00 -2.2473e-01 -1.9627e-01 -5.1392e-01 -2.6822e+00 -4.8069e+00 -2.0076e+00 -2.4968e-01 +1.6347e+00 -2.1099e+00 -1.6887e-02 +4.7420e+00 +9.6018e-01 +4.5743e+00
25 +1.959877577e+05 +1.959877577e+05 +1.960691577e+05 +1.960691577e+05 -4.6810e+00 +1.3556e+00 -6.7068e-01 +8.3486e-01 +6.7521e-01 +3.6054e+00 +2.8016e+00 -3.6647e+00 -2.7134e+00 -8.9462e-01 -2.0998e+00 +4.6292e+00 +1.0285e-02 +2.9337e-01 -3.9213e+00 -3.0805e+00 -8.9457e-01 -3.1832e+00 +3.5807e-02 +4.1700e+00
116 +4.841288071e+04 +4.841288071e+04 +4.849428071e+04 +4.849428071e+04 -1.4457e+00 +1.3886e-01 +1.6752e+00 +2.3908e+00 -8.9457e-01 -4.7912e+00 +2.0395e+00 -2.6921e+00 -1.9102e+00 -4.9305e+00 -4.0748e+00 +7.0587e-01 -1.4705e-01 -5.7428e-01 -3.9172e+00 -3.7179e+00 -4.0673e+00 +9.4109e-01 +1.3574e+00 +7.1101e-01
896 +3.663960023e+04 +3.663960023e+04 +3.672100023e+04 +3.672100023e+04 -1.4092e+00 +1.3391e-01 +1.7310e+00 +2.2265e+00 -9.8545e-01 -4.3931e+00 +2.3632e+00 -2.8928e+00 -1.9102e+00 -4.1300e+00 -4.1501e+00 +7.3680e-01 -1.5394e-01 -5.8826e-01 -3.5904e+00 -3.7966e+00 -4.2741e+00 +8.8835e-01 +1.4252e+00 +7.1101e-01
% function evaluation | noise-free fitness - Fopt (-1.835000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.309610319e+05 +4.309610319e+05 +4.309426819e+05 +4.309426819e+05 -4.0236e+00 +1.0256e-01 +1.4220e+00 +3.1302e-01 -4.3659e+00 -4.0017e+00 +3.4517e+00 -3.9399e+00 -4.4845e+00 +2.5646e+00 -2.6938e+00 -7.3961e-01 +3.3885e+00 -3.7314e+00 -3.0833e+00 -7.7538e-02 +2.2031e+00 -4.9081e+00 +2.5821e+00 -1.2493e+00
