% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.291525064e+01 +1.291525064e+01 +1.058552506e+02 +1.058552506e+02 +5.7127e-01 -9.8753e-01 -4.9299e+00
53 +6.873344369e+00 +6.873344369e+00 +9.981334437e+01 +9.981334437e+01 +3.4754e-01 +2.0667e+00 +3.2126e+00
88 +5.180641918e-01 +5.180641918e-01 +9.345806419e+01 +9.345806419e+01 -3.8525e-01 +4.0764e-01 -1.0848e+00
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.497549169e+01 +1.497549169e+01 +5.032549169e+01 +5.032549169e+01 +3.4158e+00 +1.2475e+00 -1.7193e+00
107 +4.400080385e+00 +4.400080385e+00 +3.975008038e+01 +3.975008038e+01 +2.0284e+00 +1.3597e+00 +1.7141e+00
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.892309315e+02 +2.892309315e+02 +2.930509315e+02 +2.930509315e+02 +4.9271e+00 +3.5730e+00 -3.6792e-01
5 +1.856275271e+01 +1.856275271e+01 +2.238275271e+01 +2.238275271e+01 +3.9360e+00 -1.4038e+00 +8.4307e-01
15 +7.442323841e+00 +7.442323841e+00 +1.126232384e+01 +1.126232384e+01 +4.1773e+00 +3.2861e+00 +1.8049e+00
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.006147867e+02 +1.006147867e+02 +1.223647867e+02 +1.223647867e+02 +8.7767e-01 -1.7071e+00 +1.4977e+00
4 +3.886858752e+01 +3.886858752e+01 +6.061858752e+01 +6.061858752e+01 +4.4650e-01 +3.5752e-01 +6.2795e-01
6 +5.459856653e+00 +5.459856653e+00 +2.720985665e+01 +2.720985665e+01 +3.9552e+00 -1.6013e+00 -2.3024e+00
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.900549562e+01 +2.900549562e+01 +9.379549562e+01 +9.379549562e+01 -8.8525e-01 +3.5168e+00 -4.1790e+00
11 +9.444396802e+00 +9.444396802e+00 +7.423439680e+01 +7.423439680e+01 -1.8723e+00 -2.5962e+00 -2.2700e+00
50 +6.291181560e+00 +6.291181560e+00 +7.108118156e+01 +7.108118156e+01 -1.6430e+00 -1.1657e+00 +1.6627e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.470023741e+02 +7.470023741e+02 -2.529976259e+02 -2.529976259e+02 +3.8971e+00 +2.6105e+00 +3.6383e+00
