% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.258244542e+01 +8.258244542e+01 +1.539324454e+02 +1.539324454e+02 -2.8512e+00 -1.5125e+00 -3.2057e+00 -4.0062e+00 +3.2056e+00 +1.4165e+00 -4.0296e+00 -4.1354e+00 -4.1073e-01 +2.2022e+00 -1.4909e-01 -2.7603e+00 +1.5232e+00 +4.5663e+00 +1.3912e+00 -2.6239e+00 -3.8618e+00 -4.7757e+00 -2.9837e+00 -9.8631e-01
4 +5.593597557e+01 +5.593597557e+01 +1.272859756e+02 +1.272859756e+02 +2.4459e+00 +3.1229e+00 +2.6831e-02 +4.3806e-01 +2.5330e+00 -4.0413e-01 +4.3285e-01 +1.8316e+00 +3.2556e+00 -3.2794e+00 +2.8384e+00 +4.9451e-01 -2.0245e+00 +4.9030e+00 -2.4782e+00 +1.6481e+00 +2.2286e-01 -1.6524e+00 -4.7566e+00 +7.7749e-01
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.141868772e+02 +1.141868772e+02 -2.410331228e+02 -2.410331228e+02 -1.3159e+00 +4.7195e+00 +2.4156e+00 -1.6661e+00 -4.5728e-01 +9.5366e-01 -4.3005e+00 -1.4453e+00 +1.5340e+00 -3.5949e+00 +4.5657e+00 -2.8332e+00 -4.1772e+00 -6.0945e-01 -4.8504e+00 +3.4803e+00 -4.2284e+00 +1.0424e+00 +1.2485e+00 +1.9900e+00
2 +7.009795668e+01 +7.009795668e+01 -2.851220433e+02 -2.851220433e+02 +4.2697e+00 -2.3389e+00 +4.0765e+00 -3.2285e+00 -6.0716e-02 -3.3844e+00 -2.5971e+00 -8.3430e-01 +2.2349e+00 +4.8304e+00 -4.9768e+00 +3.8655e+00 -1.1446e+00 -2.7241e+00 +4.7892e+00 -1.2963e+00 +2.0126e+00 -4.8646e+00 -9.8132e-01 +4.8123e+00
6 +4.978253427e+01 +4.978253427e+01 -3.054374657e+02 -3.054374657e+02 -1.8512e+00 +3.2314e+00 -4.5091e+00 -2.5591e+00 +3.7172e+00 +3.5673e+00 -4.1534e+00 -2.5178e+00 +2.4469e+00 +5.5802e-01 +9.1623e-01 +1.1040e+00 +3.3308e+00 +1.8457e+00 +3.7975e+00 +1.1597e+00 +3.2522e+00 -4.9921e-01 +2.0534e+00 -3.2696e+00
68 +3.800584570e+01 +3.800584570e+01 -3.172141543e+02 -3.172141543e+02 -5.1354e-01 -4.0974e+00 +1.8034e+00 -2.0957e+00 +3.9568e+00 +3.4080e+00 -2.9380e+00 -6.4348e-01 -9.9080e-01 +2.5432e+00 +2.1284e+00 +3.1326e+00 -4.7218e+00 +2.2031e+00 -7.8577e-01 -1.0518e+00 +3.4120e+00 -4.0898e+00 -1.3999e+00 +2.0669e-02
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.083583866e+01 +7.083583866e+01 +1.700058387e+02 +1.700058387e+02 -2.5201e+00 -2.4979e+00 -2.4290e+00 +3.5105e+00 +1.2778e+00 -2.2483e+00 -2.5373e+00 +1.7470e+00 +4.7839e+00 +2.0404e+00 +3.5248e+00 +3.8980e+00 +8.0566e-01 +2.2308e+00 +4.7074e+00 +3.1021e+00 +6.2947e-01 -4.8476e+00 -3.4808e+00 +3.7846e+00
7 +5.042276880e+01 +5.042276880e+01 +1.495927688e+02 +1.495927688e+02 -1.0696e+00 +1.9291e+00 +3.3977e+00 -3.5513e+00 +1.5978e+00 +2.4344e+00 -1.3112e+00 +3.3164e+00 +4.8820e+00 -3.5618e+00 +1.9451e+00 +2.1683e+00 -4.8711e+00 -2.6275e+00 +7.9838e-01 +2.0869e+00 -1.6746e-02 -4.2432e+00 -3.4183e+00 +4.3489e+00
