% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.676162709e+02 +2.676162709e+02 -1.944737291e+02 -1.944737291e+02 -5.5422e-01 +5.1572e-01 -2.5848e+00
2 +8.009431740e+01 +8.009431740e+01 -3.819956826e+02 -3.819956826e+02 -3.3344e+00 +3.5892e+00 +4.0471e+00
58 +5.708558819e+01 +5.708558819e+01 -4.050044118e+02 -4.050044118e+02 -4.5526e-01 +7.8843e-01 +3.4686e+00
69 +3.513133683e+01 +3.513133683e+01 -4.269586632e+02 -4.269586632e+02 -3.2858e+00 +4.0423e+00 +3.0798e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.335181676e+03 +1.335181676e+03 +1.412841676e+03 +1.412841676e+03 +2.1575e-01 +1.5385e+00 +4.0686e+00
2 +1.778232071e+02 +1.778232071e+02 +2.554832071e+02 +2.554832071e+02 -2.2770e+00 -4.7848e+00 -4.0933e+00
3 +8.401717922e+01 +8.401717922e+01 +1.616771792e+02 +1.616771792e+02 -7.5362e-02 -1.3314e-01 +6.3632e-01
4 +5.897582689e+01 +5.897582689e+01 +1.366358269e+02 +1.366358269e+02 +3.0618e+00 -1.5699e+00 -3.1407e+00
48 +3.188077392e+01 +3.188077392e+01 +1.095407739e+02 +1.095407739e+02 +2.5689e+00 -1.8933e+00 -1.0825e+00
84 +2.420424580e+01 +2.420424580e+01 +1.018642458e+02 +1.018642458e+02 +2.5219e+00 +8.5245e-01 -1.8651e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.556472017e+02 +3.556472017e+02 +4.713272017e+02 +4.713272017e+02 +1.2642e+00 +4.5905e+00 -2.9597e+00
2 +1.406788531e+02 +1.406788531e+02 +2.563588531e+02 +2.563588531e+02 -4.6392e+00 +2.1654e+00 -1.8986e+00
7 +8.375736849e+01 +8.375736849e+01 +1.994373685e+02 +1.994373685e+02 -2.2321e+00 -5.0837e-01 +2.2464e+00
8 +4.278300532e+01 +4.278300532e+01 +1.584630053e+02 +1.584630053e+02 +2.0726e+00 -2.6093e+00 +5.6377e-01
85 +3.908115258e+01 +3.908115258e+01 +1.547611526e+02 +1.547611526e+02 -2.8217e+00 -1.3974e-01 +6.6578e-01
138 +1.145716646e+01 +1.145716646e+01 +1.271371665e+02 +1.271371665e+02 -2.2512e+00 -2.5747e+00 +2.6630e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.865050957e+02 +7.865050957e+02 +7.827950957e+02 +7.827950957e+02 +2.2912e+00 +4.4573e+00 -4.2923e+00
2 +5.615992860e+02 +5.615992860e+02 +5.578892860e+02 +5.578892860e+02 +4.9963e+00 +2.3917e+00 -4.8926e+00
3 +7.438027424e+01 +7.438027424e+01 +7.067027424e+01 +7.067027424e+01 +1.4607e+00 -4.7002e+00 +3.5342e+00
18 +3.950246327e+01 +3.950246327e+01 +3.579246327e+01 +3.579246327e+01 +4.0420e+00 -2.9964e+00 +2.8184e+00
