% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1596 +4.020529417e+02 +4.020529417e+02 +3.233329417e+02 +3.233329417e+02
% function evaluation | noise-free fitness - Fopt (6.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.461465563e+06 +6.461465563e+06 +6.461535533e+06 +6.461535533e+06
5 +9.479238457e+04 +9.479238457e+04 +9.486235457e+04 +9.486235457e+04
8 +5.169214720e+04 +5.169214720e+04 +5.176211720e+04 +5.176211720e+04
32 +3.654459713e+03 +3.654459713e+03 +3.724429713e+03 +3.724429713e+03
66 +4.790341804e+02 +4.790341804e+02 +5.490041804e+02 +5.490041804e+02
1673 +3.781612035e+02 +3.781612035e+02 +4.481312035e+02 +4.481312035e+02
1797 +3.615205985e+02 +3.615205985e+02 +4.314905985e+02 +4.314905985e+02
% function evaluation | noise-free fitness - Fopt (9.791400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.477354979e+07 +2.477354979e+07 +2.477452893e+07 +2.477452893e+07
2 +1.520379397e+05 +1.520379397e+05 +1.530170797e+05 +1.530170797e+05
3 +5.021108258e+04 +5.021108258e+04 +5.119022258e+04 +5.119022258e+04
8 +4.614629573e+02 +4.614629573e+02 +1.440602957e+03 +1.440602957e+03
1839 +3.943751767e+02 +3.943751767e+02 +1.373515177e+03 +1.373515177e+03
1913 +3.762733306e+02 +3.762733306e+02 +1.355413331e+03 +1.355413331e+03
% function evaluation | noise-free fitness - Fopt (-8.900000000000e-01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.236219486e+07 +2.236219486e+07 +2.236219397e+07 +2.236219397e+07
4 +1.282263653e+07 +1.282263653e+07 +1.282263564e+07 +1.282263564e+07
7 +4.791832520e+05 +4.791832520e+05 +4.791823620e+05 +4.791823620e+05
27 +3.249325918e+05 +3.249325918e+05 +3.249317018e+05 +3.249317018e+05
45 +1.181939142e+05 +1.181939142e+05 +1.181930242e+05 +1.181930242e+05
84 +5.206845937e+03 +5.206845937e+03 +5.205955937e+03 +5.205955937e+03
185 +7.615606966e+02 +7.615606966e+02 +7.606706966e+02 +7.606706966e+02
515 +5.589326050e+02 +5.589326050e+02 +5.580426050e+02 +5.580426050e+02
208 +6.200302197e+02 +6.200302197e+02 +6.191402197e+02 +6.191402197e+02
% function evaluation | noise-free fitness - Fopt (-2.206000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.065105912e+07 +1.065105912e+07 +1.065103706e+07 +1.065103706e+07
2 +6.446071937e+06 +6.446071937e+06 +6.446049877e+06 +6.446049877e+06
3 +2.339284119e+06 +2.339284119e+06 +2.339262059e+06 +2.339262059e+06
6 +5.855790920e+02 +5.855790920e+02 +5.635190920e+02 +5.635190920e+02
1157 +3.960000479e+02 +3.960000479e+02 +3.739400479e+02 +3.739400479e+02
% function evaluation | noise-free fitness - Fopt (1.632800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.282468029e+06 +2.282468029e+06 +2.282631309e+06 +2.282631309e+06
3 +6.750558862e+05 +6.750558862e+05 +6.752191662e+05 +6.752191662e+05
5 +1.872828950e+05 +1.872828950e+05 +1.874461750e+05 +1.874461750e+05
11 +1.452149721e+04 +1.452149721e+04 +1.468477721e+04 +1.468477721e+04
15 +8.878381464e+03 +8.878381464e+03 +9.041661464e+03 +9.041661464e+03
114 +1.563360563e+03 +1.563360563e+03 +1.726640563e+03 +1.726640563e+03
196 +8.430998553e+02 +8.430998553e+02 +1.006379855e+03 +1.006379855e+03
548 +5.826325021e+02 +5.826325021e+02 +7.459125021e+02 +7.459125021e+02
1733 +3.948837721e+02 +3.948837721e+02 +5.581637721e+02 +5.581637721e+02
1250 +5.478186311e+02 +5.478186311e+02 +7.110986311e+02 +7.110986311e+02
1009 +6.176500372e+02 +6.176500372e+02 +7.809300372e+02 +7.809300372e+02
1701 +6.027388688e+02 +6.027388688e+02 +7.660188688e+02 +7.660188688e+02
853 +5.357848019e+02 +5.357848019e+02 +6.990648019e+02 +6.990648019e+02
% function evaluation | noise-free fitness - Fopt (3.349000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.098117384e+06 +1.098117384e+06 +1.098150874e+06 +1.098150874e+06
5 +2.359150799e+05 +2.359150799e+05 +2.359485699e+05 +2.359485699e+05
13 +1.178814388e+05 +1.178814388e+05 +1.179149288e+05 +1.179149288e+05
63 +1.370103984e+03 +1.370103984e+03 +1.403593984e+03 +1.403593984e+03
268 +7.847218606e+02 +7.847218606e+02 +8.182118606e+02 +8.182118606e+02
406 +6.048469139e+02 +6.048469139e+02 +6.383369139e+02 +6.383369139e+02
214 +9.837278701e+02 +9.837278701e+02 +1.017217870e+03 +1.017217870e+03
1349 +5.216276140e+02 +5.216276140e+02 +5.551176140e+02 +5.551176140e+02
570 +5.971387313e+02 +5.971387313e+02 +6.306287313e+02 +6.306287313e+02
% function evaluation | noise-free fitness - Fopt (-3.700000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.369920013e+06 +7.369920013e+06 +7.369916313e+06 +7.369916313e+06
3 +2.925937337e+04 +2.925937337e+04 +2.925567337e+04 +2.925567337e+04
12 +2.497998955e+03 +2.497998955e+03 +2.494298955e+03 +2.494298955e+03
191 +5.372788285e+02 +5.372788285e+02 +5.335788285e+02 +5.335788285e+02
2166 +3.812010326e+02 +3.812010326e+02 +3.775010326e+02 +3.775010326e+02
1309 +3.979737233e+02 +3.979737233e+02 +3.942737233e+02 +3.942737233e+02
1697 +3.961975682e+02 +3.961975682e+02 +3.924975682e+02 +3.924975682e+02
1759 +3.277540708e+02 +3.277540708e+02 +3.240540708e+02 +3.240540708e+02
% function evaluation | noise-free fitness - Fopt (-9.967700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.283743649e+06 +1.283743649e+06 +1.282746879e+06 +1.282746879e+06
7 +3.374496709e+03 +3.374496709e+03 +2.377726709e+03 +2.377726709e+03
55 +1.271716467e+03 +1.271716467e+03 +2.749464668e+02 +2.749464668e+02
107 +5.423636861e+02 +5.423636861e+02 -4.544063139e+02 -4.544063139e+02
1519 +3.864078697e+02 +3.864078697e+02 -6.103621303e+02 -6.103621303e+02
219 +3.882671124e+02 +3.882671124e+02 -6.085028876e+02 -6.085028876e+02
% function evaluation | noise-free fitness - Fopt (4.500000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.124361376e+06 +9.124361376e+06 +9.124406376e+06 +9.124406376e+06
2 +5.855659847e+06 +5.855659847e+06 +5.855704847e+06 +5.855704847e+06
3 +7.993046199e+05 +7.993046199e+05 +7.993496199e+05 +7.993496199e+05
5 +1.777210075e+05 +1.777210075e+05 +1.777660075e+05 +1.777660075e+05
19 +1.550148506e+04 +1.550148506e+04 +1.554648506e+04 +1.554648506e+04
168 +7.069682709e+03 +7.069682709e+03 +7.114682709e+03 +7.114682709e+03
222 +1.619193550e+03 +1.619193550e+03 +1.664193550e+03 +1.664193550e+03
337 +8.814380348e+02 +8.814380348e+02 +9.264380348e+02 +9.264380348e+02
354 +5.171393388e+02 +5.171393388e+02 +5.621393388e+02 +5.621393388e+02
976 +3.853830804e+02 +3.853830804e+02 +4.303830804e+02 +4.303830804e+02
205 +4.234440525e+03 +4.234440525e+03 +4.279440525e+03 +4.279440525e+03
232 +1.073359859e+03 +1.073359859e+03 +1.118359859e+03 +1.118359859e+03
275 +9.199901273e+02 +9.199901273e+02 +9.649901273e+02 +9.649901273e+02
601 +5.613123457e+02 +5.613123457e+02 +6.063123457e+02 +6.063123457e+02
739 +4.872998946e+02 +4.872998946e+02 +5.322998946e+02 +5.322998946e+02
1322 +4.280155197e+02 +4.280155197e+02 +4.730155197e+02 +4.730155197e+02
838 +5.993800106e+02 +5.993800106e+02 +6.443800106e+02 +6.443800106e+02
2211 +3.550306234e+02 +3.550306234e+02 +4.000306234e+02 +4.000306234e+02
1461 +3.898545556e+02 +3.898545556e+02 +4.348545556e+02 +4.348545556e+02
% function evaluation | noise-free fitness - Fopt (2.131000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.167482699e+07 +3.167482699e+07 +3.167504009e+07 +3.167504009e+07
3 +8.221657445e+05 +8.221657445e+05 +8.223788445e+05 +8.223788445e+05
6 +9.455662173e+03 +9.455662173e+03 +9.668762173e+03 +9.668762173e+03
26 +4.322183596e+03 +4.322183596e+03 +4.535283596e+03 +4.535283596e+03
70 +5.418377930e+02 +5.418377930e+02 +7.549377930e+02 +7.549377930e+02
