% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2 +3.593002405e+02 +3.593002405e+02 +1.310620240e+03 +1.310620240e+03 -2.5151e-01 +1.9482e-01 -4.0820e+00 +4.8987e+00 -3.7032e+00 +2.3978e+00 +8.0125e-01 -3.9203e+00 -3.2169e+00 +8.6404e-01 +4.3247e+00 +4.2426e+00 -3.4119e+00 +4.9333e+00 -3.0665e+00 +1.7041e-01 -4.6244e-01 -4.4794e+00 +6.7282e-01 +4.8706e+00
109 +2.374858315e+02 +2.374858315e+02 +1.188805831e+03 +1.188805831e+03 +3.0447e+00 -1.6546e+00 -2.5624e+00 +4.3178e+00 -2.7023e+00 +5.9364e-01 -4.4366e+00 -3.6810e+00 +3.8805e+00 +2.9182e+00 -2.2047e+00 +3.2390e-01 +1.9246e+00 +4.7545e+00 -1.1994e+00 +2.7133e+00 -4.0081e+00 -4.0092e+00 +3.8488e+00 -4.3784e+00
% function evaluation | noise-free fitness - Fopt (-1.703300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.193754990e+02 +4.193754990e+02 +2.490454990e+02 +2.490454990e+02 +3.9981e+00 -1.9620e+00 +3.2518e+00 +1.3966e+00 -3.7719e+00 +3.3887e+00 +3.9236e+00 -4.6039e+00 +7.1121e-01 -3.1825e+00 +1.1610e+00 +2.0093e+00 +2.0010e+00 -1.6105e+00 -4.5435e+00 -4.3913e+00 +1.9863e-01 -3.9755e+00 -3.0655e+00 -2.6226e+00
3 +3.693796343e+02 +3.693796343e+02 +1.990496343e+02 +1.990496343e+02 +1.7735e+00 -4.4388e-01 +1.4645e+00 -2.0776e+00 +2.9099e+00 -2.4010e+00 -4.6090e-01 +3.8161e+00 -2.1241e+00 -9.4705e-01 -3.5429e+00 +2.2752e-01 -3.1105e+00 +2.3891e-02 -3.7975e+00 +9.3033e-01 +3.4358e+00 +1.3901e+00 +1.4801e+00 -1.8351e+00
137 +2.376768742e+02 +2.376768742e+02 +6.734687424e+01 +6.734687424e+01 +4.4284e+00 +1.7385e+00 +6.0301e-01 +9.6197e-01 -3.0951e+00 -4.4546e+00 +3.1849e+00 +4.6456e+00 +4.7063e-01 -4.3856e+00 +4.7679e+00 +3.5654e+00 +1.1605e+00 +1.7919e+00 +5.4009e-01 +4.9337e+00 +1.5306e-01 +3.6089e+00 +2.7963e+00 -4.9734e+00
343 +1.467535378e+02 +1.467535378e+02 -2.357646225e+01 -2.357646225e+01 -5.0000e+00 -1.7238e+00 +3.7085e+00 +3.3918e+00 +4.3445e+00 +6.6346e-10 +3.8380e+00 +7.7335e-10 -5.0000e+00 -5.0000e+00 +4.1409e+00 +5.0000e+00 +6.0191e-10 +4.3828e+00 -1.5715e+00 +5.0000e+00 +4.8186e+00 +5.0000e+00 -3.8802e+00 -5.0000e+00
% function evaluation | noise-free fitness - Fopt (4.136000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.503345435e+02 +4.503345435e+02 +4.916945435e+02 +4.916945435e+02 +2.2282e+00 +5.5581e-01 +4.9155e+00 -3.3618e+00 +1.3183e+00 +4.0435e+00 -4.5964e+00 -1.7473e+00 +1.5966e+00 -2.4034e+00 -1.2451e+00 -5.0739e-01 +1.4727e+00 -2.5398e+00 +1.3685e+00 +5.0720e-02 -7.5592e-01 -3.1095e+00 -1.8740e-01 +3.2650e+00
2 +3.328364122e+02 +3.328364122e+02 +3.741964122e+02 +3.741964122e+02 +2.3343e+00 -4.2291e+00 +2.6674e-02 -2.3415e+00 +3.6092e+00 +4.4633e+00 -1.3107e-01 -3.6452e+00 +2.4736e+00 +2.0716e+00 +1.5937e+00 -7.8802e-01 -2.5509e+00 +2.0923e+00 -4.2468e+00 +3.6998e+00 +7.6464e-01 -1.4802e+00 +3.4376e+00 -2.0132e+00
103 +2.053228500e+02 +2.053228500e+02 +2.466828500e+02 +2.466828500e+02 +5.9396e-01 -3.8674e+00 -4.0447e+00 -4.7298e+00 -3.0896e+00 -2.1246e-02 -1.5040e+00 -4.0550e+00 -2.6255e+00 +2.5821e+00 -4.5603e+00 +2.1621e+00 +2.7069e+00 -4.4371e+00 -4.9809e+00 +1.4237e+00 +3.8583e+00 +3.9264e+00 +1.7850e+00 -4.6638e+00
% function evaluation | noise-free fitness - Fopt (2.583700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.495105176e+02 +4.495105176e+02 +7.078805176e+02 +7.078805176e+02 +6.6543e-01 +4.0423e+00 -5.3409e-01 -3.9374e+00 +4.2926e+00 -9.6399e-01 -4.5431e+00 +4.9242e+00 -1.7011e+00 +1.0670e+00 +3.4910e+00 -1.9935e+00 +1.2141e+00 +2.1521e-01 +2.7064e+00 -2.6511e-01 -3.8883e+00 -4.5673e+00 +3.1557e+00 -1.6356e+00
2 +3.057654626e+02 +3.057654626e+02 +5.641354626e+02 +5.641354626e+02 +1.6600e-01 -3.3987e-01 +1.1615e+00 -2.2283e+00 -3.4903e+00 +7.9858e-01 -4.1788e+00 +4.8914e+00 +1.0309e-01 -4.0159e+00 +1.3664e-01 -4.5772e+00 -8.4114e-01 +4.3106e+00 +3.2499e+00 -9.9471e-01 +4.5074e+00 -2.3166e+00 -3.4216e+00 -6.8456e-01
140 +2.467304826e+02 +2.467304826e+02 +5.051004826e+02 +5.051004826e+02 +4.8580e+00 +2.1291e+00 -2.4483e+00 +2.0650e+00 +3.9632e+00 +2.9088e+00 +2.8275e+00 +3.3352e+00 -3.8843e+00 -4.9841e+00 +1.1428e+00 +4.5542e+00 +3.7514e+00 -1.0827e+00 +9.6174e-01 -9.4653e-01 +4.3347e+00 +1.9550e+00 -4.5112e+00 -2.0497e+00
% function evaluation | noise-free fitness - Fopt (-7.520000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.087649976e+02 +4.087649976e+02 +4.012449976e+02 +4.012449976e+02 +1.3825e+00 +1.1292e-01 -4.5635e+00 -2.7079e+00 +2.3828e+00 -2.6264e+00 +2.0912e-01 +4.4351e+00 +3.2233e+00 +5.2999e-01 +8.9538e-01 -1.5003e+00 +3.7289e+00 -3.7942e+00 -4.4199e+00 -3.3444e+00 -3.3235e+00 +2.6773e+00 -4.1607e+00 -8.0521e-01
3 +3.829297828e+02 +3.829297828e+02 +3.754097828e+02 +3.754097828e+02 +3.7114e-01 -2.3961e+00 +4.4556e+00 -1.0349e+00 +3.4212e+00 +3.6146e+00 -3.3560e+00 -4.3880e+00 -3.3177e+00 -9.7570e-01 -3.8950e+00 -3.4457e+00 +2.9084e+00 +3.8920e+00 +4.5382e+00 -2.3509e+00 +1.0678e-01 -3.4718e-01 +3.9275e+00 -3.0856e+00
767 +2.278701384e+02 +2.278701384e+02 +2.203501384e+02 +2.203501384e+02 -3.7345e+00 +2.5646e-154 +3.7168e+00 -5.0000e+00 +4.7214e-01 -5.0000e+00 -2.0904e+00 -3.2021e-154 +2.5371e+00 -3.8515e+00 +2.0985e-154 +5.0000e+00 +1.8135e+00 +2.7990e-154 +1.6485e+00 +2.6827e+00 +5.0000e+00 -5.0000e+00 -4.2270e+00 -5.0000e+00
% function evaluation | noise-free fitness - Fopt (2.477800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.208424802e+02 +4.208424802e+02 +6.686224802e+02 +6.686224802e+02 +4.1441e+00 -3.1436e+00 +5.7136e-01 -1.0909e-01 -3.1499e+00 -1.7980e+00 +4.9110e+00 -1.4989e+00 -2.6603e+00 +1.9679e+00 -4.0554e-01 +3.8692e+00 +1.0862e+00 +2.7760e+00 -1.6812e+00 +3.5728e+00 -3.2328e+00 +4.4954e+00 -1.1775e+00 -2.2968e+00
2 +3.628824623e+02 +3.628824623e+02 +6.106624623e+02 +6.106624623e+02 -6.9072e-01 +3.8725e+00 -3.5315e+00 -2.5835e+00 +2.9572e+00 -4.2817e+00 +1.6415e+00 -4.2414e+00 +2.4803e+00 -3.6974e+00 +2.3830e+00 -4.6782e+00 +1.8488e+00 -9.8181e-01 +2.3462e+00 +2.8411e+00 +2.9413e+00 +2.7577e+00 -1.7547e+00 +1.8294e-01
9 +2.139003754e+02 +2.139003754e+02 +4.616803754e+02 +4.616803754e+02 -1.3816e-01 -3.0095e+00 -4.4319e+00 -7.2526e-01 -4.9855e+00 +5.8631e-01 +4.4126e+00 -3.2741e+00 -4.9201e+00 -1.3241e+00 +3.4510e+00 +1.1541e+00 +7.8238e-01 +3.2934e+00 -1.1869e+00 -2.6880e+00 +3.7232e+00 +1.7987e+00 +2.9564e+00 +3.4676e+00
1127 +1.494348905e+02 +1.494348905e+02 +3.972148905e+02 +3.972148905e+02 -2.4069e-01 -5.0000e+00 -2.9372e+00 -8.1713e-01 -4.9855e+00 +5.0490e-01 +4.2077e+00 -4.6659e+00 -3.7125e+00 -1.2044e+00 +5.0000e+00 +1.1638e+00 +1.2500e+00 +4.4134e+00 -7.6429e-01 -5.0000e+00 +5.0000e+00 +1.6224e+00 +5.0000e+00 +5.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.722000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.270812377e+02 +3.270812377e+02 +3.098612377e+02 +3.098612377e+02 -2.2340e+00 +3.0561e+00 -4.8641e+00 +1.9833e+00 -5.4339e-01 -1.3337e+00 +6.8991e-01 +3.4073e+00 +4.9495e+00 +4.1117e+00 +2.6922e+00 +1.3474e+00 +1.4633e+00 +3.8671e+00 +3.2532e+00 +2.3630e-01 +1.7262e+00 -3.8767e+00 -3.8172e+00 -2.2653e+00
197 +2.257740247e+02 +2.257740247e+02 +2.085540247e+02 +2.085540247e+02 +2.2860e+00 -1.5861e+00 -1.3280e+00 -4.3566e+00 +2.2925e+00 -6.5447e-01 -3.8301e+00 -7.3805e-02 +4.8862e+00 +1.3941e+00 +3.0626e+00 -4.8358e+00 -2.1833e+00 +4.0625e+00 -4.9144e+00 +3.7667e+00 -2.5385e+00 -4.1813e+00 -3.7371e+00 -2.9194e+00
% function evaluation | noise-free fitness - Fopt (-6.010200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.999749471e+02 +3.999749471e+02 -2.010450529e+02 -2.010450529e+02 +3.9877e+00 +8.9482e-01 -3.2567e-01 -3.3861e+00 -4.8360e+00 -2.8436e-01 -4.1941e+00 -2.3479e-01 +2.1914e+00 -2.6531e+00 +3.1351e+00 +3.1098e+00 +1.7481e-01 -2.0736e+00 +2.3138e+00 -4.9688e+00 -3.1955e+00 +2.2674e-01 -3.0172e+00 +8.6331e-02
2 +3.369178546e+02 +3.369178546e+02 -2.641021454e+02 -2.641021454e+02 +4.6264e+00 -4.2000e-01 -4.3967e+00 -3.8836e-01 -4.3871e+00 +3.8309e+00 -1.5728e+00 -1.4291e+00 -1.6366e+00 +3.0907e+00 +3.0731e+00 -2.5986e+00 -8.4006e-01 +1.7320e-01 +2.6121e+00 -2.0345e+00 -3.2695e+00 +2.4314e+00 +1.9003e+00 +2.0047e+00
156 +2.353678525e+02 +2.353678525e+02 -3.656521475e+02 -3.656521475e+02 +3.1138e+00 +3.6981e+00 -2.2308e-01 +4.7454e+00 -2.2517e-01 -3.9784e+00 +1.1760e+00 -1.2780e+00 -1.0481e+00 +5.2013e-01 +1.0912e+00 -5.5979e-01 -4.9682e+00 +1.6287e+00 +6.3573e-01 -4.4272e+00 +2.2765e+00 +4.6068e+00 +4.7610e+00 +4.2381e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.921170280e+02 +4.921170280e+02 -5.078829720e+02 -5.078829720e+02 -1.6046e+00 +3.9918e+00 -4.7812e+00 -3.7608e+00 -4.0133e+00 -2.9107e+00 +6.7680e-01 -3.8963e+00 -1.0859e+00 +3.5503e+00 -1.7333e-01 +8.1591e-01 -4.6990e+00 +4.4862e+00 -4.7029e+00 -1.8354e+00 -1.5984e+00 +3.2526e+00 -2.8579e+00 -2.4900e+00
5 +3.000730194e+02 +3.000730194e+02 -6.999269806e+02 -6.999269806e+02 -3.0473e+00 -1.8184e+00 -1.9729e+00 -4.9392e+00 +3.2919e+00 +9.8057e-01 +1.4057e+00 +2.1595e+00 +2.1010e+00 -1.2270e+00 +2.3725e+00 -2.5327e+00 -1.3707e+00 -1.9211e+00 -2.4079e+00 -2.9395e+00 -2.3178e+00 -4.1760e+00 +4.2498e+00 -1.2857e+00
435 +2.472749782e+02 +2.472749782e+02 -7.527250218e+02 -7.527250218e+02 +1.9869e+00 -3.6202e+00 -4.2269e+00 -7.3846e-39 +5.0000e+00 +2.1564e-01 -4.9276e+00 +4.8126e+00 +2.9902e+00 +4.2018e+00 -2.1708e+00 -4.6102e+00 -3.0150e+00 -1.2756e-38 -7.2663e-39 +5.0000e+00 -6.0289e-39 -5.0000e+00 +5.0000e+00 -1.9374e+00
