% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
19 +1.550681664e+01 +1.550681664e+01 -5.975731834e+02 -5.975731834e+02 +2.3287e+00 -3.6856e-01 +5.2037e-02 +1.4048e+00 -9.9038e-01 -3.2463e+00 +2.5123e+00 +1.0038e+00 -5.1405e-01 +2.6812e+00 -2.5249e-01 -3.2322e+00 -1.4247e+00 -2.7846e+00 +1.9034e+00 +5.0851e-01 -1.1623e+00 +2.6063e+00 +2.5277e-01 +1.9403e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.418351479e+01 +3.418351479e+01 -9.658164852e+02 -9.658164852e+02 -1.8580e+00 +2.6505e+00 -1.0992e+00 -2.9395e-01 +2.1231e+00 +8.1141e-01 -4.6251e+00 -1.3322e+00 -1.6191e+00 +3.4525e+00 -4.1050e+00 -1.2704e+00 +1.7821e+00 -6.5019e-02 +2.6911e+00 +2.3945e+00 -1.1948e+00 +7.6488e-01 +6.6014e-01 -4.6994e+00
7 +2.378531254e+01 +2.378531254e+01 -9.762146875e+02 -9.762146875e+02 -2.0702e+00 +2.1261e+00 -3.5916e+00 -1.4701e+00 +5.8503e-01 +1.0675e+00 -1.2981e+00 +8.7103e-01 +1.2454e+00 -4.1548e+00 -8.7190e-01 -6.7235e-01 -1.0672e+00 -2.3484e+00 -2.5594e+00 -3.8758e+00 -7.9558e-01 +2.3954e+00 -4.1494e-01 -2.1278e+00
675 +1.577366399e+01 +1.577366399e+01 -9.842263360e+02 -9.842263360e+02 +0.0000e+00 -1.0183e+00 -4.7023e+00 -2.2004e-308 +4.3230e-309 -2.0455e+00 +0.0000e+00 -1.1751e+00 -1.9168e-308 +6.3973e-309 +2.2626e-309 -5.0000e+00 +0.0000e+00 +1.7098e-308 -5.0000e+00 +1.3965e-308 -2.2877e-01 +0.0000e+00 +4.2833e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-4.841800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.379859275e+01 +4.379859275e+01 -4.403814072e+02 -4.403814072e+02 +4.7260e+00 -1.0328e+00 -3.0761e+00 -2.4780e+00 +3.6199e+00 +3.7851e+00 -1.7382e+00 -3.3698e+00 -2.1030e-01 -2.3904e+00 -2.6402e+00 +1.3677e+00 +2.0759e+00 -1.0692e+00 +2.1228e-01 +1.8160e+00 -1.1423e+00 -2.9750e+00 -1.1757e-01 +3.0528e+00
5 +3.386407227e+01 +3.386407227e+01 -4.503159277e+02 -4.503159277e+02 +2.0177e+00 +2.7196e+00 -1.5682e+00 -3.2449e-01 +4.5015e+00 -2.6223e-01 +4.9488e+00 -3.6718e+00 +2.7526e-01 -2.0007e-01 +3.8358e+00 +3.8023e+00 -2.8233e+00 -3.0042e+00 +3.8456e+00 +1.6567e+00 +1.1592e+00 -1.4019e-02 +6.3553e-01 +2.6705e+00
33 +2.394399060e+01 +2.394399060e+01 -4.602360094e+02 -4.602360094e+02 +2.6691e+00 -1.6086e+00 -1.0992e+00 -1.0362e+00 -3.6091e-01 +2.6681e-01 +4.5241e-02 -1.7973e+00 +1.9724e+00 +4.4157e-01 +1.5994e+00 -2.6497e+00 +3.7598e+00 +1.4663e+00 -2.9802e+00 +1.8349e-01 +3.4000e+00 -2.4615e+00 -2.0131e+00 +3.7607e+00
% function evaluation | noise-free fitness - Fopt (-2.504000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.872305933e+01 +5.872305933e+01 +3.368305933e+01 +3.368305933e+01 +4.8635e+00 +2.1741e+00 +8.7614e-01 +4.7386e+00 -4.7999e+00 -2.1377e-01 +1.4333e+00 +2.9321e+00 -5.0697e-01 +8.4542e-01 +2.8077e+00 -1.6107e+00 -3.5800e+00 -4.2006e+00 +1.5079e+00 -2.4937e+00 +1.5142e+00 +2.4896e+00 +1.1090e+00 +4.0910e+00
8 +3.767369801e+01 +3.767369801e+01 +1.263369801e+01 +1.263369801e+01 +3.6280e+00 +2.6713e+00 +3.5872e+00 -5.3292e-01 +3.1955e+00 -2.5452e-01 -1.8647e+00 +4.5232e+00 -2.5961e+00 +2.7493e+00 -1.8554e+00 +1.6637e+00 -4.4502e+00 -2.7516e+00 -5.8507e-01 +9.9085e-01 +3.8900e+00 +5.0840e-02 +2.1945e+00 -2.0271e+00
16 +2.314536145e+01 +2.314536145e+01 -1.894638554e+00 -1.894638554e+00 -1.1763e+00 +1.0597e+00 -2.9642e+00 +3.3082e-02 -1.2566e+00 +2.5665e-01 -4.2453e-01 -2.0079e+00 -4.3242e+00 +1.7172e+00 +1.0728e+00 -1.8268e+00 -3.4250e+00 +6.6552e-01 +2.3039e+00 -1.5156e+00 +3.5033e+00 -1.2035e-01 +3.0774e+00 -2.4155e+00
% function evaluation | noise-free fitness - Fopt (-1.411900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.093421002e+01 +9.093421002e+01 -5.025578998e+01 -5.025578998e+01 +3.4551e+00 -2.1880e+00 +4.4037e+00 +4.9314e+00 +5.5286e-01 -1.5844e+00 -4.3543e+00 +2.2678e+00 +3.8616e+00 -5.1998e-01 +1.9916e-02 +3.1124e+00 -8.4903e-02 -1.4588e+00 -2.5091e-01 +2.6567e-01 -2.8431e+00 +3.5794e+00 -1.6463e+00 +3.9437e+00
2 +4.301053018e+01 +4.301053018e+01 -9.817946982e+01 -9.817946982e+01 -3.8430e-02 -4.6359e+00 +9.1037e-01 +5.9587e-01 +2.8193e+00 -1.9295e+00 -2.3429e-02 -6.4096e-01 +2.3224e+00 -1.8693e+00 -7.7270e-01 -3.1949e+00 -2.2235e+00 -2.6398e+00 +2.8522e+00 +4.5725e+00 -4.1687e+00 -2.9708e+00 -7.8340e-01 -1.1046e-01
5 +3.866223176e+01 +3.866223176e+01 -1.025277682e+02 -1.025277682e+02 +2.4805e+00 +2.8477e+00 +3.0323e+00 +4.4020e+00 -2.2445e+00 +5.5487e-01 +4.5232e+00 +3.3054e+00 +2.7743e+00 -5.7684e-01 +5.7157e-02 -1.3140e+00 +6.8959e-02 +2.2587e+00 +4.5153e+00 -2.7061e+00 +6.0447e-01 +1.0662e+00 -4.8756e-01 +6.6513e-02
65 +2.014893550e+01 +2.014893550e+01 -1.210410645e+02 -1.210410645e+02 +1.6773e-01 -1.2764e+00 +3.7112e+00 -1.1797e+00 -2.4697e+00 +1.3297e-01 -3.7943e+00 -1.8892e+00 -2.2492e+00 +1.9019e+00 -2.8146e+00 -1.4434e+00 -6.4335e-01 +1.8678e+00 -3.9849e+00 -2.2734e+00 -2.6923e+00 +2.1420e+00 +1.0561e-02 +7.0332e-01
636 +1.486039030e+01 +1.486039030e+01 -1.263296097e+02 -1.263296097e+02 -1.9527e+00 -1.4090e+00 +9.7287e-01 -2.7585e+00 -1.8539e+00 +2.2340e+00 -6.5401e-01 -2.6888e+00 -2.5906e-01 +2.6136e+00 +2.4580e+00 -9.5498e-01 +2.0985e+00 -1.8199e+00 +3.2272e+00 -1.2056e+00 +8.6484e-01 +2.3458e+00 -2.5086e+00 +6.3368e-01
% function evaluation | noise-free fitness - Fopt (4.889000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.232030114e+01 +2.232030114e+01 +5.112203011e+02 +5.112203011e+02 +9.5211e-01 -2.1221e+00 -1.6152e+00 -3.8781e-02 +4.7755e+00 +3.7136e-01 +1.5333e+00 +4.9348e-01 +5.6983e-01 +4.2453e+00 +9.1235e-01 -1.1329e+00 +1.3945e+00 -7.4760e-01 -8.1296e-01 -8.9285e-01 -3.1281e+00 -1.9931e+00 +1.5865e+00 +4.9838e+00
% function evaluation | noise-free fitness - Fopt (1.190000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.084948258e+02 +1.084948258e+02 +1.096848258e+02 +1.096848258e+02 +2.4739e+00 -2.2023e+00 -4.2728e+00 -3.9638e+00 +1.3958e+00 +7.0658e-01 -1.1449e-01 -7.7624e-01 +4.6493e+00 -4.8568e+00 +2.5432e+00 -4.5597e+00 -4.9663e+00 -1.2091e+00 +1.3519e+00 +4.6044e+00 +4.1501e+00 +4.4459e+00 +3.3274e+00 -4.0747e+00
2 +6.851141928e+01 +6.851141928e+01 +6.970141928e+01 +6.970141928e+01 +2.0714e-01 -2.1304e+00 +3.7960e+00 -3.8227e+00 -3.4189e+00 +1.8745e+00 +2.7954e+00 -3.2833e+00 -1.1782e+00 -2.4589e+00 -1.1412e+00 +4.9068e+00 -4.5961e+00 -2.0875e-01 -4.3336e+00 +2.4227e+00 +3.2747e+00 -1.9497e+00 -1.4343e+00 +3.0756e-01
3 +4.813951005e+01 +4.813951005e+01 +4.932951005e+01 +4.932951005e+01 -2.5179e-01 -2.9830e+00 -2.3536e+00 +1.5330e+00 -1.2725e-01 -3.2832e+00 -4.2490e+00 -1.7805e+00 +3.7643e+00 +2.6031e+00 +3.4917e-01 +2.8518e+00 -1.3492e+00 +3.3426e+00 -4.2159e+00 +3.8367e+00 -3.0775e+00 +3.4164e+00 +4.0082e+00 -8.0279e-01
9 +3.322044501e+01 +3.322044501e+01 +3.441044501e+01 +3.441044501e+01 +1.0973e+00 -3.1804e+00 -4.5409e+00 -3.9548e-01 -4.8625e+00 -3.4510e+00 -3.8950e+00 +1.0312e+00 -1.7475e-01 -1.3675e+00 -3.2435e-01 -1.4880e-01 -7.9232e-01 +2.4414e+00 +4.6128e+00 -5.5023e-01 +1.7670e+00 -3.2260e+00 -8.9373e-01 -1.1567e+00
16 +2.485345405e+01 +2.485345405e+01 +2.604345405e+01 +2.604345405e+01 +1.0203e-01 +2.3684e+00 -8.2417e-01 +4.0748e+00 +2.9320e+00 -2.2810e+00 +3.6430e-02 -1.2456e+00 +2.5513e+00 -2.3267e+00 -3.3910e+00 +4.1450e+00 -7.4898e-01 +1.8660e+00 -1.0508e+00 -1.2552e-02 +2.4886e+00 -2.4603e+00 +2.1515e+00 -1.8758e+00
1009 +1.401365993e+01 +1.401365993e+01 +1.520365993e+01 +1.520365993e+01 +1.2500e-01 -1.5428e-01 +3.6724e+00 +2.4396e-01 -1.5737e-01 -1.4178e-01 -2.4362e+00 +3.1250e-01 -3.0459e+00 -1.9417e-01 -2.2195e-01 -1.9531e-02 +2.9305e+00 -2.3493e-01 +5.0000e+00 +1.2007e+00 -3.1250e-01 +1.0794e+00 -2.9193e+00 -2.2519e-01
% function evaluation | noise-free fitness - Fopt (-6.097000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.392538396e+01 +7.392538396e+01 +1.295538396e+01 +1.295538396e+01 +3.3386e-01 +1.6184e+00 -6.5391e-01 +1.3095e+00 +4.5599e+00 +4.7480e+00 +1.5933e+00 -3.7868e+00 +3.8175e+00 -3.2882e+00 +4.0819e+00 -1.7727e+00 +4.1272e+00 +4.4680e+00 +4.1933e+00 -3.7974e+00 +3.2496e+00 +3.9784e-01 -1.1405e+00 +3.7407e+00
2 +2.487962829e+01 +2.487962829e+01 -3.609037171e+01 -3.609037171e+01 -2.4975e+00 -1.3680e+00 -1.3151e+00 -1.8759e-01 -1.0916e+00 +4.4392e-01 -2.4604e+00 +1.3947e+00 +4.5446e+00 +3.3157e-01 +2.7387e-01 -7.4994e-01 +8.6840e-01 -1.2376e-01 +1.6945e+00 -4.6530e-01 +1.1311e+00 -3.6081e+00 +1.8852e+00 +4.9973e+00
822 +1.049237130e+01 +1.049237130e+01 -5.047762870e+01 -5.047762870e+01 +0.0000e+00 -1.9706e-308 -2.7011e-308 -2.0708e-308 -1.6169e-308 +2.7813e-308 -2.5842e+00 +9.5974e-311 +3.9908e+00 +1.0607e+00 +2.7813e-308 -2.6563e-308 +5.2361e-311 -8.7348e-309 +1.5839e-308 -2.7813e-308 +1.1036e+00 -5.0000e+00 +1.2576e-309 +4.5373e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.196928233e+01 +7.196928233e+01 +1.071969282e+03 +1.071969282e+03 -2.2916e+00 +3.5106e+00 +3.3478e+00 -2.2606e-02 +1.4045e+00 +4.9363e+00 +2.2101e+00 -7.6419e-01 -4.8192e+00 +3.6189e+00 +4.0404e-01 -9.5629e-01 +3.0602e-01 -3.4219e+00 +3.9311e+00 +4.4442e+00 -2.1885e+00 +4.4568e-01 +3.3358e+00 -4.8083e+00
3 +5.723800037e+01 +5.723800037e+01 +1.057238000e+03 +1.057238000e+03 +1.9613e+00 +4.1755e+00 -1.5785e+00 +4.7577e+00 +2.5278e+00 +1.8314e+00 -3.1372e+00 +3.0203e+00 +1.4875e+00 -2.8857e+00 -2.2867e+00 +2.9822e+00 -1.8965e+00 +1.2634e+00 -4.7833e+00 +2.6273e-01 -4.0194e+00 -2.9073e+00 +1.5495e+00 +4.1021e+00
6 +2.057022243e+01 +2.057022243e+01 +1.020570222e+03 +1.020570222e+03 +8.5788e-01 -3.6500e+00 -3.3133e+00 -1.3912e+00 +2.4701e+00 -2.2317e+00 +1.3074e+00 +9.2251e-01 -1.4849e+00 +2.0675e+00 +2.7770e+00 +2.6040e+00 -1.4456e+00 -6.3819e-01 -9.9870e-01 +2.1090e+00 +1.0232e+00 -2.2108e+00 -2.5151e+00 -4.3083e+00
906 +1.460568564e+01 +1.460568564e+01 +1.014605686e+03 +1.014605686e+03 +2.3748e-310 +1.3664e+00 +2.2708e+00 -1.7985e-308 +0.0000e+00 +0.0000e+00 +1.6800e+00 +0.0000e+00 -7.0221e-01 +5.0000e+00 -3.3702e+00 +1.1742e-308 -2.6540e-308 +2.6950e-308 +1.6821e+00 +0.0000e+00 +2.0897e+00 -1.6621e-308 -5.0000e+00 +9.7761e-01
% function evaluation | noise-free fitness - Fopt (5.100000000000e-01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.435262082e+01 +7.435262082e+01 +7.486262082e+01 +7.486262082e+01 -1.1049e+00 -1.8844e+00 +4.8606e+00 +1.7319e+00 +1.4128e+00 -4.1060e+00 -4.0236e+00 -1.3307e+00 -2.4355e+00 -4.0295e+00 +4.2258e-01 +4.8793e+00 +4.6121e+00 +1.0262e+00 -2.0909e+00 -8.9039e-01 -1.3453e+00 +3.8539e+00 -4.1132e+00 -4.9814e+00
2 +5.694621508e+01 +5.694621508e+01 +5.745621508e+01 +5.745621508e+01 +2.6797e+00 +3.2310e+00 -4.7588e+00 -1.3893e+00 +3.5621e+00 +1.1355e+00 -9.4689e-01 +2.3970e+00 -2.5835e+00 +3.0979e+00 +2.2591e+00 -3.2699e+00 +3.5259e+00 +4.1900e+00 +7.5041e-01 -4.4652e+00 -4.5704e+00 +1.5318e-01 +8.5788e-01 +3.0375e-02
31 +3.692767433e+01 +3.692767433e+01 +3.743767433e+01 +3.743767433e+01 -1.0634e+00 -1.4619e+00 +1.4187e+00 +1.1995e+00 +1.3215e+00 +3.3198e+00 +3.3917e+00 +4.8132e+00 -3.4663e+00 +4.7623e+00 -3.5900e+00 +2.1641e-01 +9.9881e-01 +1.1989e-01 -9.5121e-01 +1.4635e+00 +2.7986e+00 -4.6824e-01 -1.3978e+00 -3.8936e+00
36 +2.508912089e+01 +2.508912089e+01 +2.559912089e+01 +2.559912089e+01 -3.5628e+00 +1.6457e-01 +4.3480e-01 -1.0898e+00 +3.8047e-01 +1.2082e+00 +2.8445e-01 +3.2455e+00 +2.9182e+00 +2.7955e+00 +1.4947e+00 +1.2030e+00 -1.5229e+00 -3.3381e+00 +4.7430e+00 +1.2799e-01 -2.0856e+00 +7.3128e-01 +2.2221e+00 -2.8272e-01
99 +1.287781421e+01 +1.287781421e+01 +1.338781421e+01 +1.338781421e+01 +3.4382e-01 +5.0616e-01 +2.1129e-01 -4.3887e+00 +3.0617e+00 -1.7238e-01 -1.4733e+00 -4.9446e-02 +7.2805e-01 +1.0294e+00 +2.6522e+00 +1.5767e+00 -7.8416e-01 +3.4348e+00 -1.7637e+00 -3.2680e+00 -2.1318e+00 +4.1447e-01 +4.2237e-01 +9.1627e-01
% function evaluation | noise-free fitness - Fopt (9.318000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.961295844e+01 +8.961295844e+01 +1.827929584e+02 +1.827929584e+02 +4.9902e+00 -9.1993e-01 +8.8997e-01 +2.1279e+00 -2.9509e+00 -4.1999e+00 -1.1506e+00 -3.0667e+00 +3.7771e-01 -2.9860e+00 +3.3928e+00 -4.0661e+00 -4.3184e+00 -4.0364e+00 -4.0011e+00 +3.7623e+00 -3.0885e+00 -1.1555e+00 -1.9263e+00 -4.8103e+00
2 +2.960853701e+01 +2.960853701e+01 +1.227885370e+02 +1.227885370e+02 +8.2821e-01 +1.3894e+00 -1.3967e+00 +2.7502e+00 -1.7066e+00 -2.9734e+00 -1.4157e+00 -3.2671e+00 +1.9525e+00 -1.3918e+00 +1.2118e+00 +1.5241e+00 +4.9397e-01 +7.9717e-02 -2.9809e+00 -3.7969e+00 +3.7367e+00 +8.9275e-01 +3.1380e+00 -4.0529e+00
170 +2.374534150e+01 +2.374534150e+01 +1.169253415e+02 +1.169253415e+02 -2.8063e+00 +3.9653e+00 -1.4848e+00 -4.3880e+00 +1.7183e+00 -1.3062e+00 -2.1020e+00 +1.0885e+00 +1.0080e+00 -4.9357e-01 -4.9910e+00 +1.8863e+00 +2.4364e+00 +6.1716e-01 -2.3432e+00 +3.0619e+00 -1.1442e+00 +2.3555e+00 -7.6022e-01 +1.3959e+00
595 +1.093301448e+01 +1.093301448e+01 +1.041130145e+02 +1.041130145e+02 -4.2285e+00 +0.0000e+00 +2.2505e-308 -1.6738e-308 -3.2378e+00 +2.1383e-308 -1.6663e+00 -2.6615e-308 +7.9987e-01 -3.3391e+00 -1.4252e-01 -7.3886e-01 -8.3735e-309 +3.5114e+00 +1.9330e-308 -1.3965e+00 -2.2361e-308 +0.0000e+00 +3.8296e-309 +0.0000e+00
