% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.505308783e+07 +1.505308783e+07 +1.505299994e+07 +1.505299994e+07 -1.6578e+00 -4.9874e-01 -4.9277e+00 -9.0039e-01 -3.4989e+00 -2.1034e+00 -2.5286e+00 -3.3035e+00 -4.1929e+00 -1.5503e+00 +2.3393e+00 +4.9225e+00 -2.7162e+00 -1.6135e+00 +1.0268e+00 +4.5819e+00 -3.0718e+00 -9.0049e-01 -4.8301e+00 +3.5521e+00
3 +2.674081284e+06 +2.674081284e+06 +2.673993394e+06 +2.673993394e+06 -2.3653e+00 -1.7810e-01 +7.4658e-02 +2.4803e+00 +3.6057e+00 +3.6240e+00 -4.0105e+00 -4.4717e+00 +4.9918e+00 +1.5461e-01 -1.0151e+00 -1.1263e+00 +4.7821e+00 -7.0800e-01 +1.3455e+00 -5.5514e-01 -6.6793e-01 +2.4235e-01 -3.1405e-01 +2.9661e+00
200 +2.105637740e+06 +2.105637740e+06 +2.105549850e+06 +2.105549850e+06 -3.5618e+00 +3.9681e+00 +4.7921e+00 -1.3507e+00 -4.4548e+00 -2.1690e+00 +4.0232e+00 +9.0252e-01 +3.1049e+00 +9.5202e-01 +1.5391e+00 -2.8897e+00 -4.3571e+00 +4.9816e+00 -3.0025e+00 -5.7677e-01 -2.2393e+00 +3.4335e+00 +4.1153e-01 +3.1921e+00
613 +1.227230510e+06 +1.227230510e+06 +1.227142620e+06 +1.227142620e+06 +3.5618e+00 +3.9671e+00 -1.1980e+00 +8.4451e-02 -4.4548e+00 -5.4226e-01 -1.0058e+00 +3.6101e+00 -7.7624e-01 +5.9501e-02 +1.5390e+00 +2.8897e+00 -1.0893e+00 +4.9816e+00 -7.5087e-01 -2.3071e+00 -3.0000e+00 +3.4335e+00 -5.4549e-01 +3.1921e+00
642 +9.521975566e+05 +9.521975566e+05 +9.521096666e+05 +9.521096666e+05 +2.5370e-02 +0.0000e+00 -5.0000e+00 +5.0000e+00 -2.3028e-308 -2.1414e-309 -1.1896e-308 +3.6153e+00 +1.9003e-02 +2.9529e+00 -6.6755e-309 +0.0000e+00 +3.7026e+00 -4.3609e-309 +2.0270e+00 -2.6642e+00 +0.0000e+00 +4.1754e+00 -8.3391e-309 +2.8985e+00
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.272685470e+06 +5.272685470e+06 +5.273005660e+06 +5.273005660e+06 +2.6100e+00 +4.2374e+00 +2.5852e+00 -1.0152e+00 -7.3760e-01 +2.9423e+00 -2.0475e+00 -4.0027e+00 -2.3850e+00 -2.9233e+00 -4.2265e+00 +1.2537e-01 +2.2903e+00 +1.2862e+00 +4.3983e+00 +8.2184e-01 +6.1807e-01 -1.5826e+00 +2.5169e+00 -1.1370e-01
38 +3.924054743e+06 +3.924054743e+06 +3.924374933e+06 +3.924374933e+06 -2.3662e+00 +3.2075e+00 +2.6540e-01 -1.7415e+00 +9.8256e-01 -3.5878e+00 +6.1123e-01 +3.4984e+00 -4.1256e+00 +4.0410e+00 +4.2842e+00 +4.4334e+00 +4.7213e+00 -4.1502e+00 +2.8645e+00 +4.1002e+00 -1.3630e+00 +6.3206e-01 +3.6959e+00 +1.6687e+00
573 +2.057724655e+06 +2.057724655e+06 +2.058044845e+06 +2.058044845e+06 -4.8479e+00 +2.7506e+00 +7.8192e-10 -1.5764e+00 +1.0798e-09 -3.7048e+00 +4.7292e-10 +5.0000e+00 -4.1376e+00 +4.0410e+00 +4.2842e+00 +5.0000e+00 +3.8530e+00 -5.0000e+00 +2.8871e+00 +2.1499e+00 -7.8934e-10 +1.0974e-09 +2.5104e+00 +1.7228e+00
1140 +1.555252558e+06 +1.555252558e+06 +1.555572748e+06 +1.555572748e+06 +1.8937e-02 -2.7506e+00 +5.0000e+00 -5.0000e+00 -1.9531e-02 -3.7048e+00 -1.9531e-02 -4.8590e+00 -4.1376e+00 -4.0410e+00 -4.2842e+00 -5.0000e+00 -3.8530e+00 +5.0000e+00 -1.6119e-02 -8.3979e-03 +3.3902e+00 -1.8411e-02 +2.5104e+00 +1.7228e+00
% function evaluation | noise-free fitness - Fopt (-1.042400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.109775106e+07 +8.109775106e+07 +8.109764682e+07 +8.109764682e+07 -2.9805e+00 -3.2060e+00 +1.5246e+00 -3.6812e+00 -3.7424e+00 -1.3271e+00 +3.7797e+00 +1.5056e+00 +1.3082e-01 +3.4602e+00 -2.4553e+00 -4.2677e+00 -3.2827e+00 +2.8843e+00 +8.1147e-01 +2.9493e+00 -6.1263e-01 +3.6224e+00 -3.8829e+00 +3.2986e+00
3 +1.638756246e+07 +1.638756246e+07 +1.638745822e+07 +1.638745822e+07 -4.0637e+00 -1.4652e+00 -2.4052e+00 +1.9309e+00 +2.1347e+00 +1.0560e+00 -3.9440e+00 -2.1727e+00 +1.1315e+00 +2.6772e+00 +8.7718e-01 +2.3827e+00 -3.0634e+00 +4.7049e+00 -4.1681e+00 -1.3514e+00 +3.5859e+00 +1.9993e+00 +4.4510e+00 -2.6558e+00
6 +1.113269503e+07 +1.113269503e+07 +1.113259079e+07 +1.113259079e+07 -8.1479e-01 -4.6366e-01 -2.4203e+00 -3.1741e+00 -3.4219e+00 -1.8262e+00 +2.0721e+00 +3.6941e+00 -4.5735e+00 -4.9411e+00 -2.3317e+00 +2.1327e+00 -4.1871e+00 +4.2801e+00 +2.0319e+00 -3.3953e+00 +4.9381e+00 -2.8813e-01 -1.5984e+00 -1.4156e+00
14 +7.287550273e+06 +7.287550273e+06 +7.287446033e+06 +7.287446033e+06 -2.3901e+00 -4.5150e+00 +2.0990e+00 +3.8047e+00 -4.8752e+00 -8.6963e-01 +1.3519e-01 -1.1393e+00 -2.5965e-01 -4.2123e+00 +3.3342e+00 +4.4221e+00 -4.1962e+00 -1.2848e-01 -3.6182e+00 -1.3638e+00 -2.6770e+00 -3.5664e+00 -7.3500e-01 -3.5999e+00
39 +6.094054310e+06 +6.094054310e+06 +6.093950070e+06 +6.093950070e+06 +4.0951e+00 +4.2090e+00 -4.0688e+00 +4.5392e+00 +2.3625e+00 -7.5124e-01 +2.7967e+00 +1.7051e-02 -4.7891e+00 -2.1408e-01 +1.8302e-01 +2.3978e+00 -3.0519e+00 +1.4018e+00 +1.0181e+00 -2.6166e+00 -1.5885e+00 -2.4339e+00 -1.3103e+00 -4.8297e+00
44 +3.216089760e+06 +3.216089760e+06 +3.215985520e+06 +3.215985520e+06 +2.3603e+00 -3.6584e+00 -5.1033e-01 +3.5079e+00 -4.7345e+00 +8.3506e-01 +6.9953e-01 -1.4684e+00 +4.8098e+00 +2.0724e+00 -2.8528e+00 +7.0483e-01 -5.7516e-01 +2.2140e-01 +4.8427e+00 -4.4111e+00 +2.5192e+00 -4.2491e+00 +4.1863e-01 -2.5369e+00
109 +1.642812441e+06 +1.642812441e+06 +1.642708201e+06 +1.642708201e+06 -1.9522e+00 -4.7268e+00 -3.1777e+00 +2.9336e+00 -3.0095e+00 +1.6666e+00 -1.1872e+00 -1.2139e+00 +1.5671e+00 +8.1828e-01 +1.9772e+00 +3.1260e+00 -1.0779e+00 -8.0967e-01 +4.7989e-01 -4.5341e+00 +3.9623e+00 -2.9215e+00 -6.0202e-01 -4.7665e+00
526 +8.586030098e+05 +8.586030098e+05 +8.584987698e+05 +8.584987698e+05 +3.7186e+00 -4.7153e+00 -8.9410e-01 +2.6139e+00 -3.3324e+00 +7.5274e-01 +9.8924e-01 -6.0310e-01 +2.1256e+00 +4.8325e+00 -5.0000e+00 +7.3250e-01 -1.2327e+00 +1.7765e-01 +2.8384e+00 -5.0000e+00 +2.5192e+00 -3.4770e+00 +3.2709e-01 -3.5811e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.530770173e+07 +2.530770173e+07 +2.530670173e+07 +2.530670173e+07 +2.0903e+00 -3.2423e-01 -3.5240e+00 -3.9208e+00 +2.5113e+00 +3.5510e+00 +4.7504e+00 +3.5800e-01 -3.8307e+00 +4.3740e+00 +2.0619e+00 +3.3431e+00 -4.3357e-01 +9.5751e-02 +4.7073e+00 +3.9295e+00 -6.7952e-01 +4.3375e+00 -2.8193e+00 -1.3264e+00
2 +2.460287359e+07 +2.460287359e+07 +2.460187359e+07 +2.460187359e+07 +1.3030e+00 -4.8466e+00 +3.6630e+00 +1.3229e+00 -4.9605e+00 +2.1744e+00 +3.3512e+00 -1.6998e+00 -2.8911e+00 +1.2616e+00 -1.7050e+00 -3.2590e-02 -2.9947e-01 -2.5065e+00 +3.8176e+00 -3.8903e-01 -5.0963e-01 +4.3119e+00 +5.1951e-01 +3.6772e+00
3 +1.125495864e+07 +1.125495864e+07 +1.125395864e+07 +1.125395864e+07 +3.5227e+00 +2.4288e+00 -4.8796e+00 -3.3124e+00 +1.4105e+00 -1.0338e+00 +9.7799e-01 +2.4097e+00 -5.4581e-01 -1.5302e+00 +3.6196e+00 +3.5641e-01 +1.3133e+00 -3.9766e-01 +3.4471e+00 -3.3494e+00 +1.2182e-01 -3.8333e+00 +1.9272e+00 +3.4139e+00
32 +8.131615937e+06 +8.131615937e+06 +8.130615937e+06 +8.130615937e+06 +4.4616e+00 -3.9612e+00 +1.7416e+00 -3.9101e+00 -1.0267e+00 +4.4886e+00 +3.0130e+00 -1.7110e+00 -2.4519e-01 +1.9641e+00 +4.4152e+00 -2.8771e+00 +1.0394e+00 -1.5493e+00 +2.3637e+00 -1.5839e+00 -1.2693e+00 -4.3412e+00 -1.6642e+00 +2.7594e+00
43 +4.634673179e+06 +4.634673179e+06 +4.633673179e+06 +4.633673179e+06 +4.7373e+00 +3.6086e+00 +1.4720e+00 +1.0542e+00 -7.9778e-01 -4.0781e+00 +6.6532e-01 +1.9451e+00 -8.1862e-01 +8.0755e-02 +2.6795e+00 +1.7977e+00 -9.8558e-01 -2.5146e+00 -1.3409e+00 -6.9971e-01 +3.6162e+00 -1.7700e+00 -4.2897e-01 +2.0738e+00
142 +3.565704179e+06 +3.565704179e+06 +3.564704179e+06 +3.564704179e+06 -6.1579e-01 -2.2031e+00 -1.4725e+00 +1.6689e+00 +3.6020e+00 +3.1405e+00 +4.1827e+00 -3.5192e+00 -4.7500e+00 -3.9310e+00 -4.4428e+00 +1.2204e+00 +8.4120e-02 +1.6156e+00 -2.8641e-01 +3.9198e+00 -3.7865e+00 -3.1633e+00 -4.7648e-01 -1.2397e-02
164 +1.732701298e+06 +1.732701298e+06 +1.731701298e+06 +1.731701298e+06 -2.0832e+00 -4.8221e+00 +3.4727e-01 +4.8505e-01 +3.0382e-01 -4.8583e+00 +1.2520e+00 +3.2145e+00 +3.3712e+00 -4.3655e+00 -2.5918e+00 +3.0632e+00 -3.6356e+00 +2.6953e+00 -3.2518e+00 +1.9064e+00 +6.3756e-01 -3.0903e+00 +1.7736e+00 +1.1860e+00
512 +1.550679276e+06 +1.550679276e+06 +1.549679276e+06 +1.549679276e+06 -3.5076e+00 -3.2452e+00 +2.7515e-01 +2.2826e-01 +1.6184e-01 -5.0000e+00 +3.0976e-01 +2.8125e+00 +4.8896e+00 -5.0000e+00 -2.4388e+00 +5.0000e+00 -5.0000e+00 +4.6242e+00 -3.2518e+00 +1.4630e-01 +4.8326e-01 -2.4051e+00 +2.4357e-01 +8.8902e-01
% function evaluation | noise-free fitness - Fopt (-3.629000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.829869478e+07 +2.829869478e+07 +2.829865849e+07 +2.829865849e+07 -4.6310e+00 -4.0435e-01 +3.8230e-01 +4.5618e-01 -4.9729e+00 -2.3230e-01 -3.0134e+00 +2.5293e+00 -8.9090e-01 -4.4247e+00 +3.2559e-01 -2.9332e+00 -2.6556e+00 +4.2049e+00 +1.6507e+00 -3.8105e+00 -2.6705e+00 +2.1158e+00 +4.4269e+00 -2.8041e+00
2 +3.168317104e+06 +3.168317104e+06 +3.168280814e+06 +3.168280814e+06 +4.8085e+00 -3.1446e+00 +2.0545e+00 -1.2556e+00 -3.5407e-01 -2.1131e+00 +4.2713e+00 -1.4287e+00 +5.8399e-01 -4.5281e+00 +4.9292e+00 +2.1016e+00 +1.6189e+00 +2.9499e+00 -3.5878e+00 -4.3057e-01 +1.6247e+00 +1.9409e+00 -1.5354e+00 +1.3623e+00
160 +2.214327286e+06 +2.214327286e+06 +2.214290996e+06 +2.214290996e+06 +4.2759e+00 +1.5978e+00 -2.8678e+00 -2.3118e+00 -9.1310e-01 +8.5072e-01 -2.2208e+00 +4.6682e+00 +2.5383e+00 -1.9367e+00 -3.9417e+00 -3.9125e+00 -1.9734e+00 -2.7647e+00 -1.5566e+00 -1.8651e+00 +3.8315e+00 +2.8055e+00 -1.5417e+00 +4.0191e-01
% function evaluation | noise-free fitness - Fopt (-4.840000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.589037569e+07 +1.589037569e+07 +1.589032729e+07 +1.589032729e+07 +1.4831e+00 -3.3050e+00 +1.0147e+00 +6.1046e-01 +1.3822e-01 +3.7025e+00 +3.4497e+00 +4.6013e+00 -4.0995e+00 +1.5732e+00 +3.2135e+00 +3.1841e+00 -3.8307e+00 +2.3757e+00 +4.6873e+00 -1.1990e+00 -3.8288e+00 +4.2538e+00 -2.5912e-01 +1.1405e+00
8 +7.321983326e+06 +7.321983326e+06 +7.321934926e+06 +7.321934926e+06 +2.8392e+00 -4.9712e+00 +5.7965e-02 +3.4933e+00 -3.8592e+00 +2.6583e-01 +2.8822e+00 +4.9604e+00 -2.8754e-01 +1.4947e+00 +8.2655e-01 +2.8056e-02 +3.7297e+00 -4.1186e+00 +4.6941e+00 -2.3013e+00 +2.0826e+00 -2.7271e-01 -2.0312e+00 -7.6370e-01
26 +3.090171986e+06 +3.090171986e+06 +3.090123586e+06 +3.090123586e+06 -3.1506e+00 +2.8489e+00 -4.5505e+00 -3.9498e-01 -3.2139e+00 -3.1523e+00 -2.6741e+00 +3.1729e+00 -1.9074e+00 +3.9633e+00 +1.9323e+00 +3.0300e+00 +3.5923e+00 +4.3751e+00 +5.1626e-01 -3.2263e+00 -2.7271e+00 -2.3610e+00 -8.7414e-01 -1.3445e+00
59 +1.376581614e+06 +1.376581614e+06 +1.376533214e+06 +1.376533214e+06 +1.9460e+00 +1.1601e-01 +2.0459e+00 +3.9428e+00 +1.1710e+00 +1.2001e+00 +1.7428e+00 +4.4780e+00 +2.3166e+00 +4.0331e+00 -3.5986e+00 +2.3419e+00 -3.5807e+00 -4.3268e+00 -1.7716e+00 -3.0685e+00 -2.5384e+00 -3.5678e+00 -1.4253e+00 -3.5966e-01
897 +7.002937035e+05 +7.002937035e+05 +7.002453035e+05 +7.002453035e+05 -8.4452e-01 -4.8313e+00 -8.2928e-01 +4.0500e+00 +2.9375e-01 +4.6007e+00 +4.2547e+00 +4.0000e+00 -5.0000e+00 +2.3669e+00 -2.9739e+00 -6.2500e-01 -4.4584e+00 +1.6789e+00 +2.5000e-01 -5.0194e-01 -3.3073e+00 -3.5382e+00 -2.0000e+00 +5.8693e-02
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.628216595e+06 +7.628216595e+06 +7.629216595e+06 +7.629216595e+06 +3.6315e-01 -3.0034e+00 +2.7965e+00 -2.5893e+00 +2.2262e-01 +2.1629e+00 +1.3425e+00 -3.1774e+00 +2.5433e+00 -4.2859e+00 -4.7805e+00 +3.0802e+00 +4.1699e+00 -4.5425e+00 -1.1017e+00 -1.3790e+00 -2.9978e+00 +8.8487e-01 +3.1502e+00 +1.7287e+00
19 +5.967683423e+06 +5.967683423e+06 +5.968683423e+06 +5.968683423e+06 -4.3747e+00 +2.8695e+00 +1.0019e+00 +6.6125e-01 -2.6298e+00 +2.9912e+00 -2.1050e+00 -4.8185e+00 +4.5365e+00 -1.8861e+00 -3.4475e+00 -3.7055e+00 -1.2112e+00 +5.0449e-01 +4.2777e+00 +4.3755e+00 +4.4450e+00 +7.6190e-01 +4.4598e+00 +1.1071e+00
22 +3.141514445e+06 +3.141514445e+06 +3.142514445e+06 +3.142514445e+06 -1.4885e+00 +3.2146e+00 -3.1751e+00 +3.3279e+00 -2.8351e+00 +3.4765e+00 +1.5754e+00 +5.6201e-01 -2.8269e+00 -3.6077e+00 +3.2408e+00 +2.3720e+00 -1.1581e+00 +2.2768e+00 +7.0598e-01 -1.2320e+00 +2.7852e+00 +1.2304e+00 +8.5870e-01 +2.9024e+00
633 +2.474167204e+06 +2.474167204e+06 +2.475167204e+06 +2.475167204e+06 -1.3403e+00 -5.0000e+00 -5.0000e+00 -1.4547e-02 +2.1543e+00 -1.9531e-02 -2.4426e+00 -2.1333e+00 +2.0910e+00 -5.0000e+00 +1.8551e-02 -5.0000e+00 -9.0793e-03 -1.9531e-02 -1.1907e-02 +5.0000e+00 +2.0317e+00 +1.1402e-02 +7.8857e-03 +2.4579e+00
1179 +1.528347496e+06 +1.528347496e+06 +1.529347496e+06 +1.529347496e+06 -3.9339e+00 +5.0000e+00 +3.1985e-77 +8.3684e-01 -3.5944e+00 +5.0000e+00 -5.0000e+00 -4.3192e+00 +2.8890e+00 -2.4441e-77 -5.0000e+00 -4.6592e+00 -2.2000e-77 +3.1872e-77 +2.4585e+00 +5.0000e+00 +4.6056e+00 +2.7105e-19 +2.0701e+00 +1.8117e+00
% function evaluation | noise-free fitness - Fopt (3.261100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.125437717e+07 +2.125437717e+07 +2.125470328e+07 +2.125470328e+07 -1.5623e+00 -3.4181e+00 -4.5212e-01 -1.2866e+00 +1.8808e+00 -3.2822e+00 -1.5451e+00 -3.4629e+00 -3.0257e+00 +1.3830e+00 -5.9943e-01 -4.7829e+00 +3.9384e+00 +1.4029e+00 +3.8504e+00 -2.2185e+00 +3.2594e+00 +4.1412e+00 +1.7291e+00 -1.7315e+00
3 +1.229613333e+07 +1.229613333e+07 +1.229645944e+07 +1.229645944e+07 +2.9142e+00 -3.3438e+00 -1.2882e+00 -3.8594e+00 -3.9358e+00 +3.0625e-01 +4.7447e-02 +3.8651e+00 +4.9792e+00 -2.6400e+00 +9.8044e-03 +2.9811e+00 +2.5807e+00 +4.7778e-01 -3.8936e+00 +3.4310e+00 +1.6541e+00 +4.3844e+00 -1.8542e+00 -4.5495e-01
26 +9.032093774e+06 +9.032093774e+06 +9.032419884e+06 +9.032419884e+06 +1.3638e+00 +3.9432e+00 +1.9137e+00 +1.4841e+00 +4.6261e+00 -3.3785e+00 -5.8468e-01 +3.7399e+00 +4.2504e+00 -3.0724e+00 +2.5226e-01 -4.1021e+00 +7.7200e-01 -4.3661e+00 -2.0138e+00 +4.8281e+00 +2.2862e-01 +1.9477e-01 -2.7321e+00 -1.1899e+00
72 +5.339723263e+06 +5.339723263e+06 +5.340049373e+06 +5.340049373e+06 +2.4761e+00 +2.6056e+00 +9.6257e-01 -1.9914e+00 -1.7741e+00 +3.7680e+00 +3.7497e+00 +2.2278e+00 +3.9582e+00 +3.0817e-01 +2.1509e+00 +1.1411e+00 +4.1069e+00 +9.3848e-01 +3.2920e+00 -2.9598e-01 -1.7610e+00 +1.1806e+00 -1.4145e+00 -3.6306e+00
76 +2.104506877e+06 +2.104506877e+06 +2.104832987e+06 +2.104832987e+06 +2.5819e+00 +3.6953e-01 +3.0354e+00 +3.3148e+00 -3.4523e+00 -3.4555e+00 +2.2920e+00 -3.8736e+00 -4.6398e+00 -3.5172e+00 +1.8593e+00 -2.2550e+00 +5.3767e-02 +4.2006e-01 +4.4676e+00 -2.3664e-01 -1.6715e+00 +4.6116e+00 -2.9898e+00 -4.0130e+00
1025 +1.457269021e+06 +1.457269021e+06 +1.457595131e+06 +1.457595131e+06 +4.5599e+00 +2.0921e-154 +4.6352e+00 +5.0000e+00 -4.9489e+00 -5.0000e+00 +2.0352e+00 -5.0000e+00 -5.0000e+00 -5.0000e+00 +3.7292e-154 -4.2501e+00 +4.4427e-05 +8.0176e-150 +2.2449e+00 -1.6108e-154 -3.5793e-05 +2.7779e+00 -4.0217e+00 -3.0387e+00
% function evaluation | noise-free fitness - Fopt (-4.682000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.393793844e+07 +1.393793844e+07 +1.393789162e+07 +1.393789162e+07 -4.6930e+00 -4.4007e+00 -3.6263e+00 -2.0655e+00 -3.9771e+00 +4.5289e+00 +1.2900e+00 +4.1440e+00 -2.7684e+00 -1.9779e+00 +2.6235e+00 -3.0331e+00 +1.5147e+00 -2.6634e+00 +2.7183e+00 +3.0617e+00 +5.9519e-01 +3.7896e+00 +2.7972e+00 -1.9786e+00
17 +7.766885449e+06 +7.766885449e+06 +7.766838629e+06 +7.766838629e+06 -4.4540e+00 +3.1845e+00 +4.2477e+00 +1.3278e-01 -3.7872e+00 -2.4457e+00 +2.0173e+00 -4.4801e+00 -3.5401e+00 +3.9172e+00 -1.9783e+00 -1.6266e+00 -2.1058e+00 -2.3557e+00 -2.1916e+00 +3.5595e+00 -2.7893e+00 -3.8051e+00 +3.3230e+00 -2.2305e+00
48 +4.660790345e+06 +4.660790345e+06 +4.660743525e+06 +4.660743525e+06 +1.4293e+00 +1.0291e+00 -9.6675e-01 -4.0267e+00 +7.1101e-02 +1.7464e+00 +8.4706e-01 +3.9255e+00 -1.4344e+00 +8.8895e-01 +7.0816e-01 -1.9494e+00 -4.7896e+00 +1.0709e+00 +2.7748e+00 +6.4171e-01 -5.7006e-02 -3.8959e+00 -5.2324e-01 -4.1549e-01
50 +3.383834965e+06 +3.383834965e+06 +3.383788145e+06 +3.383788145e+06 -1.9653e+00 +7.2150e-01 +1.7718e+00 -2.3910e+00 -7.9483e-01 +4.0224e-01 -4.0186e+00 -1.8976e-01 +1.2988e-01 -2.7203e+00 -2.9530e+00 -1.7113e+00 -4.8356e+00 -2.8995e+00 +1.6181e+00 -2.8254e+00 -2.0611e+00 -4.8814e+00 +8.2905e-01 -2.6755e+00
285 +2.085029863e+06 +2.085029863e+06 +2.084983043e+06 +2.084983043e+06 +1.3458e-02 -1.6340e-02 -1.0906e-01 +5.0000e+00 +5.0000e+00 -3.0666e+00 +1.7350e-02 +1.6093e+00 +1.6915e+00 +5.0000e+00 -5.0000e+00 +3.9645e+00 +3.5785e+00 -3.4928e+00 -8.4485e-03 -3.6008e+00 +5.0000e+00 -2.5662e+00 -1.5805e-02 -2.1090e+00
796 +7.863079195e+05 +7.863079195e+05 +7.862610995e+05 +7.862610995e+05 -2.0389e-01 -1.5293e+00 -2.1921e-01 +5.0000e+00 +1.5577e-01 +5.0000e+00 -2.3653e-01 +4.9396e+00 +3.9409e+00 -4.7182e-01 +1.9477e-01 -2.4317e-01 +5.0000e+00 -2.4674e+00 +6.3758e-01 +2.7016e-01 +2.1426e+00 -3.4020e+00 -1.2684e-01 -1.9493e+00
% function evaluation | noise-free fitness - Fopt (-5.563000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
