% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
7 +2.478339999e+03 +2.478339999e+03 +3.410329999e+03 +3.410329999e+03 -6.7087e-01 -4.1007e+00 -4.9474e+00 -6.2546e-01 +3.7084e+00 -3.4092e+00 +1.1060e+00 -4.9673e-01 -3.0493e-01 +2.6519e+00 -5.3120e-01 -3.3219e+00 -1.8229e+00 -3.0937e+00 -3.2684e-01 +1.4731e+00 -3.5292e+00 +3.6375e+00 +1.2029e+00 +1.0926e+00
% function evaluation | noise-free fitness - Fopt (1.133100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.618369675e+03 +2.618369675e+03 +2.731679675e+03 +2.731679675e+03 -4.2487e+00 +1.4149e-01 +3.1047e+00 -2.0693e+00 -1.7281e+00 +4.7492e+00 -1.6148e+00 +2.0296e+00 -1.0467e-01 -2.8457e+00 -8.2442e-01 -1.5478e-01 -3.8975e+00 -2.3451e+00 +1.2031e+00 +2.2299e+00 +3.9433e+00 +3.0681e-01 -7.9576e-01 -8.9854e-02
5 +2.343860348e+03 +2.343860348e+03 +2.457170348e+03 +2.457170348e+03 +2.1028e+00 +1.1444e+00 +3.4617e+00 +4.9240e+00 +4.0378e+00 +4.7620e+00 -1.3695e+00 +2.0028e-01 +2.4313e+00 -2.5329e+00 +1.1586e-01 +1.9799e+00 +4.5344e+00 -2.9429e+00 -3.7648e+00 +2.3562e+00 +1.2885e+00 +2.6628e+00 -3.1015e-01 -4.2657e+00
% function evaluation | noise-free fitness - Fopt (-9.519000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.850636351e+03 +2.850636351e+03 +2.755446351e+03 +2.755446351e+03 +6.6857e-01 -9.3410e-01 -2.6967e+00 -1.1984e+00 -4.7524e+00 +1.4595e+00 +4.3531e+00 -1.3226e-01 +1.2413e+00 +3.8311e+00 -4.6257e+00 +4.7151e+00 -1.0665e-01 +2.1212e+00 -2.9265e+00 -3.6060e+00 +9.9949e-01 +4.4559e+00 -1.0163e-01 +1.1069e+00
33 +2.483255948e+03 +2.483255948e+03 +2.388065948e+03 +2.388065948e+03 +3.0733e+00 -3.7426e+00 -4.8861e+00 -1.8882e+00 -4.5023e+00 -5.9762e-01 -3.9248e-01 +3.4145e+00 +2.1521e+00 +2.8843e+00 +1.3789e+00 -3.1242e+00 -4.1302e-01 -2.5727e+00 -3.9852e+00 -4.7466e+00 +2.1517e+00 -1.1636e+00 +2.6080e+00 -2.2281e+00
% function evaluation | noise-free fitness - Fopt (-7.663000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.798066594e+03 +3.798066594e+03 +3.721436594e+03 +3.721436594e+03 -4.0145e+00 +4.7788e+00 -4.0234e+00 -2.0786e+00 -3.3535e+00 +4.5970e+00 -4.6386e+00 +4.7640e+00 +4.9015e+00 -4.3046e-01 -3.1991e+00 -3.5964e+00 -2.0359e+00 -3.4702e+00 -3.8091e+00 +7.7842e-01 -1.3768e-01 -3.1033e+00 -9.9039e-01 -6.0528e-01
51 +2.458094255e+03 +2.458094255e+03 +2.381464255e+03 +2.381464255e+03 -3.0595e+00 -4.6412e+00 -4.9065e-01 -4.7928e+00 +3.9005e+00 +1.6526e+00 -3.3698e+00 +8.4239e-01 -2.9110e+00 +3.6533e+00 -1.0227e+00 -2.2823e+00 -1.4000e+00 -2.9361e+00 -2.7135e+00 +3.4992e+00 -4.9785e+00 +4.1173e+00 +3.8578e+00 +3.7047e+00
% function evaluation | noise-free fitness - Fopt (1.152600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.714181489e+03 +3.714181489e+03 +3.829441489e+03 +3.829441489e+03 -3.5553e+00 -1.4574e+00 +3.0757e+00 -4.7719e+00 +1.9296e+00 -1.5791e+00 -2.5145e+00 -3.4561e+00 +1.5014e+00 +1.0675e-01 +3.9412e+00 -3.3437e+00 +3.7556e+00 +2.6671e+00 -4.4230e+00 +1.3123e+00 +2.1253e+00 -2.4583e+00 +3.9386e+00 -3.5234e+00
4 +1.978100194e+03 +1.978100194e+03 +2.093360194e+03 +2.093360194e+03 +3.8571e+00 -4.4904e+00 -1.9806e+00 +2.1720e+00 +4.8453e+00 +1.9818e+00 +1.1101e+00 -2.5917e+00 -3.4456e+00 -1.8175e+00 -8.1746e-01 -3.9584e+00 -1.1954e+00 +3.0989e+00 -2.2979e+00 +1.0735e+00 +5.7414e-01 -8.7048e-01 +3.9237e+00 -1.8577e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e-01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.578388860e+03 +3.578388860e+03 +3.578288860e+03 +3.578288860e+03 -1.4634e+00 +1.9212e+00 -1.0890e+00 -4.4963e+00 +4.2497e-01 -4.7785e+00 -1.6482e+00 -3.1391e+00 -4.9866e+00 -4.2436e+00 +2.4257e+00 +1.5024e+00 +1.2830e+00 -3.1168e+00 +4.7414e+00 -5.8391e-01 -4.5004e+00 +4.5732e+00 +3.2440e+00 +2.4731e+00
50 +2.215873168e+03 +2.215873168e+03 +2.215773168e+03 +2.215773168e+03 +3.3164e+00 +1.1544e+00 +3.6113e+00 -2.0171e+00 +7.4018e-01 +8.0587e-01 +3.4714e-01 +2.4289e+00 +4.2524e-01 -9.8655e-02 +3.4239e+00 +3.5737e+00 -1.4004e+00 +2.0146e+00 -4.7571e+00 +5.5292e-01 -7.1403e-02 -1.9471e-01 -1.0062e+00 -9.2283e-01
% function evaluation | noise-free fitness - Fopt (-1.502400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.617061350e+03 +3.617061350e+03 +3.466821350e+03 +3.466821350e+03 +3.5638e-01 +6.0586e-01 -4.4923e-01 +2.8037e+00 +4.1649e-01 -3.2296e-01 -3.5571e+00 +3.3293e+00 +1.8595e+00 -4.6118e+00 -3.8441e-01 +1.5134e+00 -2.2988e+00 +3.3444e+00 +2.8397e+00 +3.1461e+00 +4.7899e+00 +4.3561e+00 +3.1625e+00 -3.3550e+00
11 +1.846329350e+03 +1.846329350e+03 +1.696089350e+03 +1.696089350e+03 +2.1326e+00 -4.3692e+00 -2.4974e+00 +2.0321e+00 -2.5222e+00 -1.9067e+00 +1.4601e+00 +4.2328e+00 -2.8323e+00 +6.5993e-01 +1.0277e+00 +6.7558e-01 +4.6747e+00 -4.4798e-01 +7.1853e-01 -3.5003e+00 +5.9976e-01 -3.0097e+00 -4.1718e-01 +4.0450e+00
% function evaluation | noise-free fitness - Fopt (7.470000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.651776193e+03 +3.651776193e+03 +3.726476193e+03 +3.726476193e+03 +4.5205e+00 -1.6052e+00 +2.6663e-01 -4.9282e+00 +3.8244e+00 +4.0264e+00 -4.3539e+00 -2.4396e+00 -4.0984e+00 -3.0843e+00 -3.9522e+00 +3.1227e+00 -4.1734e+00 +3.0732e-01 +3.6335e-01 -1.9868e+00 -8.1469e-01 -4.9555e+00 +1.1821e+00 +1.9533e+00
15 +2.361526752e+03 +2.361526752e+03 +2.436226752e+03 +2.436226752e+03 +8.8585e-01 +1.6377e+00 +4.6645e+00 +8.5638e-01 -3.4304e+00 -4.4256e+00 -1.0499e+00 +2.1102e+00 -4.2887e+00 -2.6537e+00 +4.9731e+00 -2.4739e+00 -1.4932e+00 +4.9122e+00 +3.8405e+00 -4.8676e+00 +3.9529e-01 -4.8291e+00 -4.6129e+00 -2.0275e+00
% function evaluation | noise-free fitness - Fopt (-8.478000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.249398499e+03 +4.249398499e+03 +4.164618499e+03 +4.164618499e+03 -3.5860e+00 +2.7239e+00 -3.5085e+00 -1.4343e+00 +3.9009e+00 +4.2190e+00 +3.4311e+00 +4.5056e+00 +1.5074e+00 -3.0805e+00 -6.1686e-02 +3.8908e+00 +2.3902e-01 -3.5988e+00 +4.7039e+00 +4.6608e+00 +4.4374e+00 +2.2369e+00 -3.5590e+00 +2.4232e+00
2 +2.953175993e+03 +2.953175993e+03 +2.868395993e+03 +2.868395993e+03 +7.0143e-01 -2.4506e+00 +8.2216e-01 +3.0429e+00 -1.4772e+00 +4.5401e+00 +3.3002e+00 +2.1778e+00 +3.3908e+00 -2.8927e-01 +7.3017e-01 -2.0504e+00 -2.0222e+00 -1.9168e+00 -4.1645e+00 -2.0986e+00 +5.2244e-03 -2.4437e+00 -3.0880e+00 +3.7800e+00
6 +2.363582610e+03 +2.363582610e+03 +2.278802610e+03 +2.278802610e+03 -3.3691e+00 +4.4334e+00 -4.7691e+00 -2.5138e+00 -5.3424e-01 -3.2523e+00 +4.0315e+00 -1.6146e+00 -1.0143e+00 +4.6655e-01 +1.3232e+00 -1.6860e+00 -3.2441e+00 +3.3947e-01 +4.0124e+00 +2.1926e+00 -1.2480e-01 +3.5663e-01 -1.9867e+00 -3.0435e+00
% function evaluation | noise-free fitness - Fopt (1.620500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.797680443e+03 +3.797680443e+03 +3.959730443e+03 +3.959730443e+03 +2.2884e+00 -1.5947e-01 -4.9613e+00 -9.6567e-01 +3.7374e+00 +4.0228e+00 -3.4068e+00 -2.0624e+00 -2.1426e+00 -1.1662e+00 -3.7219e-01 +1.5469e+00 -3.4658e+00 +4.3792e+00 -2.9507e+00 +3.6225e+00 -2.5055e+00 -1.3089e+00 +1.9642e+00 +1.6791e+00
7 +2.255994456e+03 +2.255994456e+03 +2.418044456e+03 +2.418044456e+03 -2.4229e+00 -7.9629e-01 +2.3846e+00 +8.9992e-01 +8.6026e-01 -4.4426e+00 +3.3599e+00 -1.5395e+00 +1.7183e-01 +4.5488e+00 -3.4588e+00 -1.7624e+00 +2.3817e+00 +4.4822e+00 +1.5990e+00 -3.1879e+00 +2.6017e+00 +4.0814e+00 +1.0700e+00 -2.9714e+00
% function evaluation | noise-free fitness - Fopt (-3.549000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.131604517e+03 +4.131604517e+03 +4.096114517e+03 +4.096114517e+03 +2.0221e+00 +4.7187e+00 -3.6394e+00 -1.8433e-01 +8.6960e-01 +4.0736e+00 -4.8063e-01 +9.3466e-01 +4.5188e+00 -9.6462e-01 +3.7622e+00 -3.4562e-01 +3.8910e+00 +3.8739e+00 -3.2315e+00 -2.1738e+00 -6.2960e-01 +2.0215e+00 -3.2397e+00 +1.8649e+00
2 +3.916249935e+03 +3.916249935e+03 +3.880759935e+03 +3.880759935e+03 -1.5082e+00 +4.0044e+00 +4.2563e+00 -6.8877e-01 -7.1567e-01 +1.6549e+00 -2.5303e+00 +2.4300e+00 -4.8775e+00 +7.1096e-01 +2.8079e+00 -2.3217e+00 -9.8965e-01 +5.5454e-01 -2.8276e+00 -3.9689e+00 -7.9955e-01 +3.3853e+00 +1.2025e+00 -4.6154e+00
18 +2.448542371e+03 +2.448542371e+03 +2.413052371e+03 +2.413052371e+03 -3.4762e+00 -4.2119e+00 +2.0468e+00 -4.3371e+00 +1.4256e+00 +3.4215e+00 +4.1152e+00 +2.4231e+00 +1.1264e+00 -4.1702e-01 +3.6209e-01 +1.7980e+00 +3.6720e+00 +4.4089e+00 +2.6541e+00 -3.0338e+00 +1.1570e+00 +4.4558e+00 +2.0555e+00 +1.7415e+00
% function evaluation | noise-free fitness - Fopt (1.762000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.726997258e+03 +2.726997258e+03 +2.903197258e+03 +2.903197258e+03 -1.3392e+00 -2.9614e+00 +3.8273e+00 -3.8112e+00 +4.8933e+00 -1.5014e+00 -8.3044e-01 -1.5919e+00 +2.8958e+00 -3.5779e+00 +1.8810e+00 +1.1043e+00 -4.4510e+00 -9.8476e-01 +1.7493e+00 +1.5027e+00 +4.0931e+00 -4.6918e+00 -6.3882e-01 +4.1558e+00
9 +2.340183135e+03 +2.340183135e+03 +2.516383135e+03 +2.516383135e+03 -1.7435e+00 +1.2217e+00 -5.8933e-01 -6.6634e-01 +1.2368e+00 -2.3615e+00 +2.4526e+00 +2.7592e+00 +3.7175e+00 -2.3045e+00 +1.1542e+00 -2.6353e+00 -2.7248e+00 -3.4934e+00 +2.5498e-02 +3.6861e+00 +2.6942e+00 -3.6020e+00 -4.0011e-01 -3.7744e+00
