% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
26 +1.876296232e+01 +1.876296232e+01 +1.001629623e+02 +1.001629623e+02 -5.2230e-01 +4.4901e-01
% function evaluation | noise-free fitness - Fopt (-1.835000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.212953693e+04 +3.212953693e+04 +3.211118693e+04 +3.211118693e+04 -4.5968e+00 +4.0823e+00
2 +5.702604963e+03 +5.702604963e+03 +5.684254963e+03 +5.684254963e+03 +2.9468e+00 +1.8631e+00
3 +1.482750905e+01 +1.482750905e+01 -3.522490950e+00 -3.522490950e+00 -1.9932e+00 +4.5513e+00
6 +4.174462785e+00 +4.174462785e+00 -1.417553721e+01 -1.417553721e+01 +1.1208e+00 +2.2223e+00
22 +1.053197941e+00 +1.053197941e+00 -1.729680206e+01 -1.729680206e+01 +3.7424e-01 +9.9648e-01
% function evaluation | noise-free fitness - Fopt (-9.987000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.608500127e+02 +7.608500127e+02 +6.609800127e+02 +6.609800127e+02 +7.7669e-01 +6.2684e-01
6 +3.289295375e+02 +3.289295375e+02 +2.290595375e+02 +2.290595375e+02 -9.4640e-01 -4.6536e+00
9 +1.524629531e+02 +1.524629531e+02 +5.259295308e+01 +5.259295308e+01 -1.5207e-01 -1.9429e+00
12 +9.024302659e+01 +9.024302659e+01 -9.626973410e+00 -9.626973410e+00 -1.8034e+00 -4.6681e+00
20 +2.548076269e+00 +2.548076269e+00 -9.732192373e+01 -9.732192373e+01 -6.9549e-01 -2.4621e+00
149 +9.027876577e-01 +9.027876577e-01 -9.896721234e+01 -9.896721234e+01 -1.8296e+00 -3.7403e+00
% function evaluation | noise-free fitness - Fopt (7.680000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.624088882e+03 +3.624088882e+03 +3.631768882e+03 +3.631768882e+03 -9.1696e-01 -4.7601e+00
3 +4.101511292e+02 +4.101511292e+02 +4.178311292e+02 +4.178311292e+02 -2.7634e+00 -3.7777e-01
7 +1.888463913e+02 +1.888463913e+02 +1.965263913e+02 +1.965263913e+02 -4.3207e-01 +9.1738e-01
13 +2.239628563e+01 +2.239628563e+01 +3.007628563e+01 +3.007628563e+01 -3.2867e+00 +3.3829e+00
18 +1.239425730e+01 +1.239425730e+01 +2.007425730e+01 +2.007425730e+01 -1.5080e+00 +9.8222e-01
32 +3.125806628e+00 +3.125806628e+00 +1.080580663e+01 +1.080580663e+01 -2.3583e+00 +8.9986e-01
81 +2.137262890e+00 +2.137262890e+00 +9.817262890e+00 +9.817262890e+00 -2.0532e+00 +6.2128e-01
% function evaluation | noise-free fitness - Fopt (-1.809300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.259395774e+03 +1.259395774e+03 +1.078465774e+03 +1.078465774e+03 -3.0991e+00 -4.4718e+00
6 +2.714662468e+01 +2.714662468e+01 -1.537833753e+02 -1.537833753e+02 -2.4055e+00 -5.7096e-01
22 +1.140679266e+01 +1.140679266e+01 -1.695232073e+02 -1.695232073e+02 -2.0520e+00 -1.1330e+00
37 +4.295957054e+00 +4.295957054e+00 -1.766340429e+02 -1.766340429e+02 -3.3731e+00 -7.1087e-01
63 +1.651251619e+00 +1.651251619e+00 -1.792787484e+02 -1.792787484e+02 -2.6074e+00 -1.0547e+00
% function evaluation | noise-free fitness - Fopt (-3.674000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.311139942e+04 +7.311139942e+04 +7.307465942e+04 +7.307465942e+04 +2.4380e+00 +1.3666e+00
2 +1.518381429e+02 +1.518381429e+02 +1.150981429e+02 +1.150981429e+02 -3.6644e+00 -3.8467e-01
6 +9.649975926e+01 +9.649975926e+01 +5.975975926e+01 +5.975975926e+01 -4.3914e+00 +3.4648e+00
11 +2.200580472e+01 +2.200580472e+01 -1.473419528e+01 -1.473419528e+01 -6.6898e-01 +4.6065e+00
45 +1.353289395e+01 +1.353289395e+01 -2.320710605e+01 -2.320710605e+01 -2.2610e+00 +9.4577e-01
71 +5.086428090e+00 +5.086428090e+00 -3.165357191e+01 -3.165357191e+01 -3.6146e+00 +6.1495e-01
% function evaluation | noise-free fitness - Fopt (1.151100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.758775284e+02 +5.758775284e+02 +6.909875284e+02 +6.909875284e+02 +4.4784e-02 -4.9867e-02
5 +1.093173166e+02 +1.093173166e+02 +2.244273166e+02 +2.244273166e+02 -8.9154e-01 +1.7103e+00
6 +3.165223357e+01 +3.165223357e+01 +1.467622336e+02 +1.467622336e+02 +1.3713e+00 -4.4598e+00
20 +4.769051284e+00 +4.769051284e+00 +1.198790513e+02 +1.198790513e+02 +2.0081e+00 -3.1403e+00
% function evaluation | noise-free fitness - Fopt (1.759000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.860186603e+03 +4.860186603e+03 +4.877776603e+03 +4.877776603e+03 -1.5733e+00 -4.0630e+00
3 +5.945630321e+01 +5.945630321e+01 +7.704630321e+01 +7.704630321e+01 -1.9487e+00 +3.5165e+00
108 +1.230272381e+01 +1.230272381e+01 +2.989272381e+01 +2.989272381e+01 -1.5685e+00 +3.1272e+00
112 +5.611528288e+00 +5.611528288e+00 +2.320152829e+01 +2.320152829e+01 +2.6689e-02 +2.0133e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.630729948e+02 +4.630729948e+02 +1.463072995e+03 +1.463072995e+03 -9.5177e-01 +1.4158e+00
12 +1.413278231e+02 +1.413278231e+02 +1.141327823e+03 +1.141327823e+03 -2.2365e+00 +3.8048e-01
13 +3.835283475e+00 +3.835283475e+00 +1.003835283e+03 +1.003835283e+03 -2.4809e+00 -1.0713e+00
95 +1.149704456e-01 +1.149704456e-01 +1.000114970e+03 +1.000114970e+03 -2.6318e+00 -1.4938e+00
