% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.046362720e+01 +4.046362720e+01 -1.188637280e+01 -1.188637280e+01 +3.4626e+00 +2.4995e+00 +1.1726e+00 -1.6270e+00 -4.6240e+00
7 +1.088096061e+01 +1.088096061e+01 -4.146903939e+01 -4.146903939e+01 -3.3126e+00 -2.6764e+00 +9.9687e-01 -3.1945e+00 -6.3469e-01
27 +8.430255368e+00 +8.430255368e+00 -4.391974463e+01 -4.391974463e+01 -3.3307e+00 -1.3887e+00 +1.0849e+00 -1.8558e-01 -4.2881e+00
34 +5.671236565e+00 +5.671236565e+00 -4.667876343e+01 -4.667876343e+01 -4.3004e+00 +2.5250e+00 +4.6072e+00 -1.3804e+00 -2.7394e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.302277025e+01 +8.302277025e+01 -9.651722975e+01 -9.651722975e+01 +1.8071e+00 -2.9310e+00 -3.6830e+00 +3.6722e+00 -4.2965e+00
2 +2.789330255e+01 +2.789330255e+01 -1.516466974e+02 -1.516466974e+02 +3.5202e+00 +9.2209e-01 -2.9979e+00 +3.0093e+00 -7.0772e-01
25 +2.235705179e+01 +2.235705179e+01 -1.571829482e+02 -1.571829482e+02 -7.4741e-01 +4.8735e-01 +2.6684e+00 -2.8662e-01 +2.2273e+00
29 +8.857199249e+00 +8.857199249e+00 -1.706828008e+02 -1.706828008e+02 +2.8496e+00 -7.3226e-01 -4.1839e+00 +1.4511e+00 +2.5431e+00
55 +5.657137989e+00 +5.657137989e+00 -1.738828620e+02 -1.738828620e+02 +1.7948e+00 +2.5734e+00 -4.3709e+00 +1.6750e+00 +4.0681e+00
% function evaluation | noise-free fitness - Fopt (7.731000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.509845941e+01 +1.509845941e+01 +9.240845941e+01 +9.240845941e+01 -1.0460e+00 +4.2803e+00 -2.4315e+00 +1.9557e+00 -1.7227e+00
9 +4.585901874e+00 +4.585901874e+00 +8.189590187e+01 +8.189590187e+01 -6.2068e-01 +2.1697e-01 -3.0814e+00 -1.6985e-02 +2.0685e+00
168 +3.758691049e+00 +3.758691049e+00 +8.106869105e+01 +8.106869105e+01 +1.3296e+00 +1.4133e+00 -2.3735e+00 -2.4407e+00 +3.3086e+00
% function evaluation | noise-free fitness - Fopt (3.992000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.718776056e+00 +8.718776056e+00 +4.863877606e+01 +4.863877606e+01 +3.3277e+00 -3.4679e+00 +1.8890e-01 -6.1860e-02 -1.9761e+00
68 +3.584979862e+00 +3.584979862e+00 +4.350497986e+01 +4.350497986e+01 +3.0653e+00 +5.0958e-01 +6.4280e-01 -1.1190e+00 -1.7694e+00
115 +2.508068679e+00 +2.508068679e+00 +4.242806868e+01 +4.242806868e+01 +2.9999e+00 +8.7999e-01 +1.9763e+00 -2.8405e+00 -2.0316e+00
% function evaluation | noise-free fitness - Fopt (-5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.190829167e+01 +3.190829167e+01 -2.470170833e+01 -2.470170833e+01 +2.0815e+00 -3.1095e+00 -2.8219e+00 -1.4520e+00 -3.2600e+00
4 +1.346655367e+01 +1.346655367e+01 -4.314344633e+01 -4.314344633e+01 +1.8740e+00 +2.5413e+00 +4.7343e+00 -5.5189e-01 -1.2132e+00
