% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
171 +1.364761022e+08 +1.364761022e+08 +1.364758473e+08 +1.364758473e+08 +4.6012e+00 +4.5432e+00 +4.6991e+00 +9.4551e-01 -2.1107e+00 -1.1837e+00 -4.4736e-01 -1.8858e+00 +2.2560e+00 +4.4546e-01 +2.7323e+00 +1.5357e+00 -3.3339e-01 +1.5965e+00 -4.0740e+00 -4.6968e+00 -2.3321e+00 +2.1280e+00 -2.4302e+00 +8.7360e-01
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.030405673e+09 +1.030405673e+09 +1.030405730e+09 +1.030405730e+09 -5.4424e-01 -1.3642e+00 -2.5163e-01 +4.8301e+00 -1.4745e+00 +3.9289e-01 -4.3308e+00 -1.2427e+00 -2.7725e+00 +8.6892e-01 +9.1748e-01 -3.0176e+00 -4.8850e+00 +1.2390e+00 -4.7461e+00 +6.1761e-02 +1.9898e-01 +6.4707e-01 +1.6943e+00 +3.0201e+00
4 +3.096834962e+08 +3.096834962e+08 +3.096835528e+08 +3.096835528e+08 +2.4915e+00 +1.7992e+00 -4.5995e+00 +3.4253e+00 +5.0793e-01 -1.7066e+00 +4.5803e+00 -3.5590e+00 +8.3792e-01 +4.9786e+00 +2.7303e+00 +1.3459e+00 -3.7217e+00 +2.9253e+00 +4.4513e+00 -3.9288e+00 +4.1503e+00 +8.7738e-01 -4.1574e-01 -1.5257e+00
23 +1.865629265e+08 +1.865629265e+08 +1.865629831e+08 +1.865629831e+08 -3.0505e+00 +5.7503e-01 -1.5920e+00 +1.5803e+00 -3.3175e+00 -4.6675e+00 -1.0718e+00 -3.6638e+00 +3.4997e+00 +4.1595e+00 +2.3372e+00 +1.0153e+00 -3.2153e+00 +1.5780e+00 -9.2620e-01 +3.2589e+00 +1.5515e+00 -7.7792e-01 +1.3376e+00 -2.3754e+00
877 +1.518231101e+08 +1.518231101e+08 +1.518231667e+08 +1.518231667e+08 -3.0505e+00 +5.7503e-01 -1.5920e+00 +1.5803e+00 -3.3175e+00 -4.6675e+00 -1.0718e+00 -3.6638e+00 +2.4997e+00 +4.1595e+00 +2.3372e+00 +1.0153e+00 -3.2153e+00 +1.5780e+00 -9.8870e-01 +3.2589e+00 +1.5515e+00 -7.7792e-01 +1.3376e+00 -2.3754e+00
371 +1.285862335e+08 +1.285862335e+08 +1.285862901e+08 +1.285862901e+08 -4.2824e+00 -4.0335e+00 -2.8351e+00 -7.3902e-01 -3.9643e+00 -4.9745e+00 -1.5551e+00 -1.4392e+00 -2.9097e+00 +1.2442e+00 +2.1292e-01 +2.7414e+00 -1.8326e+00 +2.5261e+00 -4.6067e+00 +5.9003e-01 +2.7371e-01 +4.9497e+00 -3.8968e+00 -4.8932e+00
% function evaluation | noise-free fitness - Fopt (-1.810000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.000301887e+08 +5.000301887e+08 +5.000301706e+08 +5.000301706e+08 +1.5905e-01 +3.5630e+00 +3.1355e-01 -4.9631e+00 +8.0083e-01 +4.6857e+00 -2.2751e+00 +4.0193e+00 +1.4425e+00 -1.2467e+00 -3.5871e-01 -4.8396e+00 +8.9157e-01 -3.5428e+00 +1.8098e+00 +8.1019e-01 -5.1859e-01 +2.8491e+00 +4.7054e+00 -1.0450e+00
2 +2.752616280e+08 +2.752616280e+08 +2.752616099e+08 +2.752616099e+08 +3.6846e+00 -4.7609e+00 -4.2862e+00 -3.5724e+00 -6.0750e-01 -3.0965e+00 +4.5517e+00 +2.4573e+00 +9.5821e-01 +1.0179e+00 +1.6382e+00 +4.2116e+00 +2.9219e+00 -4.6409e+00 +2.4589e+00 +4.9776e+00 -4.3188e+00 -3.5486e+00 +4.3355e+00 +2.5750e+00
15 +1.498216907e+08 +1.498216907e+08 +1.498216726e+08 +1.498216726e+08 +1.2894e+00 -5.9186e-01 +1.4890e+00 +1.1266e+00 +3.8069e+00 -2.5999e+00 +5.9189e-01 +2.3532e+00 +4.2953e+00 -1.6269e+00 +9.2376e-01 -2.6914e+00 +4.4414e+00 +2.1550e+00 +8.7205e-01 +2.6282e-01 -7.7503e-01 -4.7895e+00 +2.6110e+00 +7.4566e-01
% function evaluation | noise-free fitness - Fopt (3.777000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.476114161e+08 +8.476114161e+08 +8.476114539e+08 +8.476114539e+08 -1.0148e+00 +3.9487e+00 -1.9056e+00 -3.0811e+00 +3.1028e-01 +2.2476e+00 -1.9682e-01 +4.3722e+00 -2.5176e+00 +4.6981e+00 -3.3453e+00 -3.1644e+00 -4.7789e+00 -4.8643e+00 -3.0277e+00 -4.8784e+00 -2.5406e+00 -1.0472e+00 -8.8589e-01 -2.4243e+00
5 +6.228893588e+08 +6.228893588e+08 +6.228893966e+08 +6.228893966e+08 -5.9262e-01 -2.2631e+00 +2.0867e+00 +1.2355e+00 +3.3095e+00 -4.5563e+00 +3.1377e+00 -1.1550e+00 -4.5204e+00 -2.3423e+00 -3.1467e+00 +7.0182e-01 +3.7976e+00 +1.4198e-02 +2.5254e+00 +4.7231e+00 +1.9621e-01 -2.0656e-01 -4.9619e+00 -4.6767e+00
13 +3.266053612e+08 +3.266053612e+08 +3.266053990e+08 +3.266053990e+08 -3.2536e-01 -1.5969e+00 +2.6240e+00 +3.8732e+00 +6.5025e-01 +6.8763e-01 +3.8469e-01 -3.3019e+00 -1.8643e+00 -2.0475e+00 -4.2815e-01 -1.1302e+00 -2.8908e+00 -6.6280e-01 -2.6374e+00 +2.7118e+00 +2.5729e+00 +1.5322e+00 -2.8494e+00 +6.2167e-01
39 +2.385895863e+08 +2.385895863e+08 +2.385896240e+08 +2.385896240e+08 +2.2055e+00 -8.2467e-02 +3.7513e+00 -3.6508e+00 -4.0570e+00 -2.4599e+00 -2.5012e+00 +3.8071e+00 +2.8271e+00 -4.6280e+00 -1.4027e+00 -1.6218e+00 -2.0747e+00 +3.6941e+00 +4.9390e+00 +2.5151e+00 -3.7123e+00 +1.9847e+00 -4.4551e+00 +2.3163e+00
190 +1.021629511e+08 +1.021629511e+08 +1.021629889e+08 +1.021629889e+08 +7.3444e-01 -5.4243e-01 -3.7867e-01 -1.8063e+00 +1.2966e+00 -4.8750e+00 -2.5112e+00 +3.6933e+00 -2.1399e+00 -1.9547e+00 +7.9266e-01 +4.0259e-01 -1.1549e+00 +2.9237e+00 -4.6018e+00 -8.7144e-01 -1.7238e+00 +2.3209e+00 +3.1436e+00 -1.9864e+00
1170 +6.539099361e+07 +6.539099361e+07 +6.539103138e+07 +6.539103138e+07 +7.4295e-01 -1.6597e-308 -1.0135e+00 -7.8708e-309 +2.5539e-309 -5.0000e+00 -2.5378e+00 +4.4653e+00 -3.6619e+00 -5.6279e-01 +3.4466e-01 +2.4939e-308 -1.0681e+00 +0.0000e+00 +0.0000e+00 -2.4658e-308 -1.6093e+00 +3.3381e+00 +1.0865e-311 -1.8672e-308
% function evaluation | noise-free fitness - Fopt (-6.720000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.411673718e+09 +1.411673718e+09 +1.411673651e+09 +1.411673651e+09 -2.0697e+00 +3.3839e+00 +1.7495e+00 -3.4010e+00 -4.4235e+00 +2.1636e+00 -4.5495e+00 -4.2336e+00 -4.4837e+00 +4.1491e+00 +2.6061e+00 +3.1627e-01 -3.5413e+00 -1.9852e+00 -4.4552e+00 -1.8209e+00 -2.5142e+00 -3.1724e+00 +9.8846e-01 -4.9455e-01
4 +3.995725016e+08 +3.995725016e+08 +3.995724344e+08 +3.995724344e+08 -1.3970e+00 -8.6484e-01 -2.7903e+00 +1.0735e+00 +5.1972e-01 +2.8520e+00 -1.0591e+00 +4.6620e+00 +4.5012e+00 +1.7338e-01 +3.1356e+00 -2.2023e-01 +1.2898e+00 +4.3891e+00 -3.5386e+00 +3.9224e-01 -5.0859e-01 -1.6986e+00 +4.2684e+00 -3.8879e+00
8 +2.315435577e+08 +2.315435577e+08 +2.315434905e+08 +2.315434905e+08 +1.3983e+00 -4.4482e+00 -4.0273e+00 -4.9624e+00 -1.4843e+00 +1.1680e+00 -4.9947e+00 +2.0360e+00 +3.6021e+00 -2.3045e+00 +4.0665e+00 -3.7652e+00 +3.8412e-01 +2.3348e+00 +2.5313e-01 -2.9845e+00 +4.0175e+00 -6.2388e-01 +2.5092e+00 -5.0854e-01
339 +1.471711319e+08 +1.471711319e+08 +1.471710647e+08 +1.471710647e+08 -1.5951e-01 -1.4322e+00 -3.7788e+00 -1.5101e-01 +9.2062e-01 +1.3042e+00 -2.4852e+00 +2.0682e+00 +7.2924e-01 +1.3392e+00 -1.9573e+00 +4.7460e+00 -3.8635e+00 -2.3143e+00 -1.2332e+00 +4.6811e+00 +5.2282e-01 +3.2407e+00 -2.3232e+00 -1.0073e+00
612 +9.392329689e+07 +9.392329689e+07 +9.392322969e+07 +9.392322969e+07 +2.2862e+00 -7.3772e-01 -3.4906e+00 +2.6000e-01 +1.9917e+00 +1.5561e+00 -4.6945e+00 +4.1265e+00 -1.6772e+00 +3.9313e+00 -1.9775e+00 +7.3928e-01 -4.5479e+00 -1.0052e-01 -1.0060e+00 +4.7759e+00 -4.4780e+00 +1.9706e+00 +8.9859e-02 +2.0499e+00
% function evaluation | noise-free fitness - Fopt (-7.010000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.851543852e+08 +4.851543852e+08 +4.851543782e+08 +4.851543782e+08 -9.3286e-01 +4.2789e+00 -1.5135e+00 +1.1462e+00 +1.3462e+00 -2.4518e-01 +4.2013e+00 -4.2479e+00 -1.8020e+00 -3.6632e-01 -1.9622e+00 +1.6020e+00 -4.9646e+00 -3.1049e+00 -4.0677e+00 -2.8756e+00 +3.4720e+00 +3.6334e+00 -4.4681e+00 -3.8589e+00
14 +3.827152168e+08 +3.827152168e+08 +3.827152098e+08 +3.827152098e+08 -4.8198e+00 +1.2913e+00 -1.9024e+00 +1.4207e+00 -8.0237e-01 -2.5530e+00 -3.8538e+00 -9.2788e-01 +3.9763e+00 +1.0161e+00 +2.1413e+00 -2.1466e+00 +1.4298e+00 -4.5939e+00 +3.0642e+00 -3.4275e+00 -8.2611e-01 +4.4036e+00 -4.0189e+00 -1.6485e+00
16 +2.396645458e+08 +2.396645458e+08 +2.396645388e+08 +2.396645388e+08 -1.6142e-01 +4.1875e+00 -9.7190e-01 -1.3648e-01 +3.7041e+00 +3.5911e+00 -4.1108e-01 -4.9096e+00 -1.4309e+00 +1.0151e+00 +3.5966e+00 -1.2749e+00 +4.6147e+00 +3.0912e+00 +1.6646e+00 +4.7523e+00 -3.8058e+00 -2.7805e-01 +1.0447e-01 -1.1822e+00
105 +1.559547932e+08 +1.559547932e+08 +1.559547862e+08 +1.559547862e+08 +2.8649e+00 -9.1604e-01 +9.5033e-01 +4.6688e+00 +1.4632e-01 +8.0935e-01 -3.8526e+00 -1.3228e+00 -1.3305e+00 +3.1589e+00 -4.2657e+00 -3.9740e+00 +1.2315e+00 -1.8727e+00 -2.7198e+00 +2.5787e+00 +1.5404e+00 -2.0763e+00 -2.4461e+00 -3.8532e+00
% function evaluation | noise-free fitness - Fopt (-1.297300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.311989937e+08 +4.311989937e+08 +4.311988640e+08 +4.311988640e+08 -2.1732e-01 +7.1096e-01 -7.0775e-02 -4.5010e+00 -2.6587e+00 -2.6626e-01 -4.6564e+00 -5.7375e-01 +2.4655e+00 -1.3047e+00 -1.3846e+00 -1.0933e-01 -3.1642e+00 -3.7019e+00 +2.9342e+00 +1.8193e+00 +2.4859e-01 +1.0474e+00 -1.5403e+00 +2.5080e+00
12 +1.746491119e+08 +1.746491119e+08 +1.746489821e+08 +1.746489821e+08 +5.3879e-01 -1.2210e+00 -1.4322e+00 +3.6987e+00 -4.7979e-01 +2.4597e+00 -2.6942e+00 +1.5871e+00 +3.2375e+00 -2.6291e+00 -3.0018e+00 -4.1121e+00 -4.2279e+00 -3.8379e+00 -3.3458e+00 +1.8494e+00 +3.7846e+00 -1.7554e+00 -1.7387e+00 +7.0997e-01
1013 +1.553358201e+08 +1.553358201e+08 +1.553356904e+08 +1.553356904e+08 +2.8161e-01 -1.3089e-01 -1.2500e-01 +4.1577e+00 -8.5494e-01 +2.7896e+00 -4.8773e+00 +7.7550e-01 +3.2375e+00 -4.2967e+00 -2.3187e+00 -4.1962e+00 -2.6776e+00 -5.0000e+00 -2.0000e+00 +2.2529e-01 +3.5381e+00 -2.6618e-01 -3.1250e-01 +7.0997e-01
260 +1.541364373e+08 +1.541364373e+08 +1.541363075e+08 +1.541363075e+08 +1.2028e+00 -1.8846e+00 -1.0508e-01 -2.0306e-01 -2.7936e+00 +4.5327e+00 +4.5790e-01 -4.9189e+00 +8.2056e-01 -4.2630e+00 -3.7374e+00 -3.5284e+00 -4.5581e+00 +2.8727e+00 +5.3660e-01 +2.8333e+00 -1.4345e+00 +2.7601e+00 -3.8741e-01 -2.1522e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.436997896e+09 +1.436997896e+09 +1.436998896e+09 +1.436998896e+09 +6.6270e-01 +3.2814e+00 -4.5460e+00 +2.8062e+00 -2.4769e+00 -7.2676e-01 -1.7019e+00 -4.3065e+00 -2.4717e+00 +2.6672e+00 -1.2271e+00 +3.7434e+00 -4.7969e+00 +3.0806e+00 +2.5580e+00 +4.5515e+00 +4.1069e+00 -1.9090e-01 -1.1915e+00 -3.0963e+00
2 +6.109659612e+08 +6.109659612e+08 +6.109669612e+08 +6.109669612e+08 -4.8530e+00 +1.3069e+00 -1.7222e+00 -3.1255e+00 +2.4402e-02 +1.9297e+00 +4.4971e+00 +4.6888e+00 +2.7190e+00 -4.4775e+00 +1.7154e+00 -2.3015e+00 -3.2320e-01 +2.3043e+00 +3.0899e-01 -2.6841e+00 -7.0351e-01 -3.5287e+00 +2.8960e+00 -1.3646e+00
5 +1.663528182e+08 +1.663528182e+08 +1.663538182e+08 +1.663538182e+08 +8.3403e-01 +3.5305e+00 -2.3610e+00 -9.8373e-01 +4.7131e+00 -3.5057e+00 -4.6487e-01 -2.6389e+00 -1.8702e+00 +3.0732e+00 +5.3849e-01 -2.5862e+00 -4.0407e+00 +3.1919e+00 -6.8775e-01 -2.1541e+00 +1.9102e+00 -1.3839e+00 -7.1054e-02 -3.0029e+00
19 +1.450268707e+08 +1.450268707e+08 +1.450278707e+08 +1.450278707e+08 -1.2992e+00 +8.9789e-01 +9.0909e-01 -8.8116e-01 +2.0713e+00 +1.4501e-01 -9.6861e-01 +1.8176e+00 +1.0222e+00 +1.6731e+00 +3.7216e+00 -2.2702e-01 -4.8866e+00 +3.9503e-02 -2.7039e+00 -2.1446e-01 -3.0162e+00 -4.4609e-01 +1.6372e+00 +2.4302e+00
1215 +9.747938444e+07 +9.747938444e+07 +9.748038444e+07 +9.748038444e+07 -2.3673e+00 +3.1398e+00 -1.9319e+00 -1.4694e-38 -4.3650e+00 +1.4694e-38 +2.2249e-01 -2.2397e+00 +2.2500e+00 +4.9178e+00 +4.3149e+00 -2.6736e+00 -2.4166e+00 -1.3001e+00 +1.4694e-38 +4.0647e+00 +4.3212e+00 -4.6311e+00 +2.8544e+00 -9.7649e-01
202 +5.640499296e+07 +5.640499296e+07 +5.640599296e+07 +5.640599296e+07 -4.2508e+00 +4.2994e-01 -2.2338e+00 -1.7006e+00 -2.8928e+00 +1.0539e+00 +1.9465e+00 +2.2232e+00 -2.3724e+00 +3.1279e+00 +2.0634e+00 +1.1989e+00 +3.2879e-01 -1.1152e+00 -1.1334e+00 +3.6028e-01 +2.5760e+00 -3.0875e+00 +3.8654e+00 +5.3899e-01
% function evaluation | noise-free fitness - Fopt (-1.152000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.489947902e+08 +2.489947902e+08 +2.489946750e+08 +2.489946750e+08 +3.9883e-01 -4.5658e+00 +1.8399e+00 -4.4067e+00 -3.1038e+00 -2.1840e+00 +2.1975e-01 +3.7143e+00 -1.4221e+00 +3.9568e-01 -2.6427e+00 -4.5611e-01 -3.9133e+00 +4.4911e+00 +2.3013e+00 +4.4081e+00 -3.2516e+00 -3.3464e+00 +2.0549e+00 -2.8667e-01
34 +1.215902001e+08 +1.215902001e+08 +1.215900849e+08 +1.215900849e+08 -3.1752e+00 +8.4094e-01 +2.4415e+00 -9.5963e-01 -2.9105e+00 -3.8198e-02 -2.2736e+00 +3.9100e+00 -2.9360e+00 +1.4465e+00 -2.2419e+00 +4.3482e+00 -2.7570e+00 -2.3008e+00 +1.8120e+00 +1.4241e+00 -3.6750e+00 -2.1888e+00 -1.9471e+00 -2.6624e+00
% function evaluation | noise-free fitness - Fopt (2.616400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.471311621e+10 +1.471311621e+10 +1.471311647e+10 +1.471311647e+10 -4.8271e+00 +2.3461e+00 -3.9917e+00 +3.0434e+00 -2.0205e+00 -4.6932e+00 -1.8564e+00 -3.1749e+00 +3.7823e+00 +4.3448e+00 +4.0118e+00 +2.4398e+00 -1.6685e+00 -1.0802e+00 -4.6818e-01 +4.9713e+00 -1.7242e-01 +2.0184e+00 +2.3151e+00 +3.6509e+00
2 +1.580967119e+09 +1.580967119e+09 +1.580967381e+09 +1.580967381e+09 -2.8676e+00 +3.5661e+00 -1.2954e+00 -8.5491e-01 -8.3184e-01 -1.7066e+00 -3.1387e-01 -4.0110e-01 +8.0845e-01 +2.8054e+00 +8.6859e-01 +2.7943e+00 -2.6844e+00 +4.5621e+00 -4.0669e+00 -4.0893e+00 -3.5139e+00 +4.7509e+00 -8.4283e-01 -4.7839e+00
6 +7.699233308e+08 +7.699233308e+08 +7.699235925e+08 +7.699235925e+08 +2.8909e+00 -1.2895e+00 -2.3569e+00 -2.8002e+00 -3.3426e+00 +1.7920e+00 -3.6827e+00 -3.9694e+00 +4.0854e+00 +1.3134e+00 +1.7612e+00 -2.5103e+00 -4.0716e+00 +3.3822e+00 +2.9216e+00 -1.9493e+00 -2.4932e-01 -2.6076e+00 +4.6666e+00 +2.6494e-01
11 +4.043626993e+08 +4.043626993e+08 +4.043629609e+08 +4.043629609e+08 +4.0298e+00 +2.3757e+00 -1.4713e+00 -4.0161e+00 +1.8858e+00 +1.1551e+00 -1.5630e+00 -2.7007e+00 +3.1081e+00 +1.1529e+00 +2.8680e+00 +1.1501e+00 -1.9478e+00 -4.9406e+00 -4.4749e+00 -3.4121e+00 +1.4965e+00 +3.0140e+00 -5.0979e-01 +1.3495e+00
22 +3.514251979e+08 +3.514251979e+08 +3.514254595e+08 +3.514254595e+08 +2.3080e+00 -1.3893e+00 +1.5304e+00 +1.6148e+00 -3.1114e+00 -1.3721e+00 -1.6452e+00 -4.4670e+00 -2.7356e+00 +8.1197e-01 -3.1387e+00 -4.8962e+00 -3.8474e-01 -3.4760e-01 +2.9651e+00 +8.6968e-01 -1.6040e+00 +3.6172e-01 -3.5418e+00 -1.9654e-01
41 +1.704366126e+08 +1.704366126e+08 +1.704368743e+08 +1.704368743e+08 -9.3076e-01 -1.9690e+00 -2.3487e+00 +2.9095e-01 -3.8267e+00 +1.6067e+00 -1.6376e+00 +8.6956e-01 +2.7437e+00 -3.1300e-01 -3.0867e+00 -1.7114e+00 +1.6375e+00 +1.7618e+00 -1.6773e+00 -2.3289e+00 -4.1196e+00 -4.3074e+00 +3.8094e+00 -3.2285e+00
65 +1.349605197e+08 +1.349605197e+08 +1.349607813e+08 +1.349607813e+08 -2.4700e+00 +1.4950e+00 -1.6864e+00 +4.9172e+00 -3.3576e+00 -1.1731e+00 -2.8897e+00 -1.7432e+00 +1.9091e+00 +3.4420e+00 -1.1672e+00 -8.2921e-01 -1.8233e+00 -4.0405e-01 -1.5611e-01 -1.5961e+00 -3.4856e+00 +3.2847e+00 -2.2723e-01 +1.3430e+00
174 +6.358724802e+07 +6.358724802e+07 +6.358750966e+07 +6.358750966e+07 +3.4683e+00 +1.0323e+00 -5.3273e-01 -6.9971e-01 -8.3700e-01 +1.7186e+00 +1.2787e+00 -1.3921e+00 +2.8875e+00 +2.6091e+00 +1.0005e+00 -2.3748e+00 +1.7745e+00 +1.6825e+00 +1.1670e+00 +1.7986e+00 -3.3459e+00 +9.3643e-01 -2.4544e+00 +1.2934e+00
1131 +6.201625390e+07 +6.201625390e+07 +6.201651554e+07 +6.201651554e+07 +3.4687e+00 +1.0325e+00 -5.3272e-01 -6.9971e-01 -8.3703e-01 +1.7186e+00 +1.3099e+00 -1.3921e+00 +2.8876e+00 +2.6093e+00 +1.0003e+00 -2.3747e+00 +1.7745e+00 +1.1830e+00 +1.1668e+00 +1.7986e+00 -3.3462e+00 +9.3646e-01 -2.4542e+00 +7.1091e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.344889473e+10 +1.344889473e+10 +1.344889573e+10 +1.344889573e+10 -1.4683e+00 -4.1223e+00 +2.3847e+00 -4.0872e+00 -1.9674e+00 +3.2360e+00 -4.3509e+00 +4.8878e+00 +4.1061e+00 -3.7967e+00 -4.7659e+00 +3.1378e+00 +3.9685e+00 +2.8602e+00 +6.1748e-01 -2.5740e-01 +4.7561e-01 -4.5725e+00 +2.0875e+00 +3.3748e+00
2 +6.408055649e+09 +6.408055649e+09 +6.408056649e+09 +6.408056649e+09 +3.1898e-01 -4.2515e+00 +2.5865e+00 -3.1051e+00 -1.3813e+00 +3.8702e+00 -1.1554e+00 +2.9451e+00 -1.9173e+00 -3.6825e+00 -1.6074e+00 +4.2177e+00 +1.6290e+00 +2.9760e+00 -2.9255e+00 -2.2711e+00 +4.5255e+00 -2.8018e+00 -2.9109e+00 +4.1606e+00
3 +4.933237207e+08 +4.933237207e+08 +4.933247207e+08 +4.933247207e+08 -3.7278e+00 +1.8254e+00 +6.9441e-01 -3.0697e+00 +2.0600e+00 +1.9007e+00 -1.7191e+00 +1.6371e+00 -3.8821e+00 +3.3908e+00 -4.4180e+00 -2.5842e+00 +3.7691e-01 -5.7939e-01 -4.1284e+00 -1.1524e-01 -4.8286e+00 -3.0159e+00 -4.2206e+00 -5.5705e-01
11 +2.646558946e+08 +2.646558946e+08 +2.646568946e+08 +2.646568946e+08 -3.5697e+00 +4.5277e+00 +1.6372e+00 -2.9086e+00 +4.7840e+00 -1.3182e+00 -2.4363e+00 +2.7801e+00 -1.6463e+00 +2.7936e+00 +3.0580e+00 -2.3703e+00 -2.7668e+00 -3.9969e+00 +2.0821e+00 -1.8912e+00 -2.9887e-01 +1.0472e+00 -4.9549e+00 -2.7627e+00
77 +1.385863728e+08 +1.385863728e+08 +1.385873728e+08 +1.385873728e+08 -2.6914e+00 +4.3385e+00 -1.2958e+00 +3.7845e+00 -1.5398e+00 -2.6315e+00 +2.0404e+00 -2.9656e+00 -1.4996e+00 -2.2887e+00 -1.5501e+00 +2.5389e+00 -4.3876e+00 +3.1928e+00 +2.8141e+00 -1.4502e+00 +1.2425e+00 -4.0454e+00 -3.7047e+00 +2.7998e+00
