% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.002299200e+03 +2.002299200e+03 +1.949339200e+03 +1.949339200e+03 -3.1728e+00 +6.5532e-01 +3.0834e+00 +2.1982e+00 +4.8912e+00 +3.2338e+00 -8.9424e-01 -4.8881e+00 +4.7743e+00 -2.3696e+00 +4.9581e+00 -1.2637e+00 +1.7665e+00 +2.3839e+00 -4.7244e-01 +3.5110e+00 +1.7134e+00 +4.3629e-01 -3.5911e+00 +3.7231e+00
4 +9.954295363e+02 +9.954295363e+02 +9.424695363e+02 +9.424695363e+02 -2.7487e+00 -3.7967e+00 +1.4940e+00 -2.3084e+00 +4.4449e+00 -7.0065e-01 -3.7106e+00 +8.1704e-02 -4.8272e+00 -4.6374e+00 -1.6166e+00 -2.4106e+00 -3.0613e+00 -1.6902e+00 -1.3430e+00 +4.8320e-01 -3.0952e+00 +2.9054e-01 +1.9101e+00 -9.1006e-01
83 +5.712969336e+02 +5.712969336e+02 +5.183369336e+02 +5.183369336e+02 +2.5095e+00 -2.1244e+00 +3.2467e+00 -1.5801e+00 -3.5054e-01 -1.8256e+00 -4.9714e+00 +6.5971e-01 -3.8487e+00 +9.8687e-01 -4.0599e+00 -1.5313e-01 -1.9279e+00 -7.0697e-01 -6.4360e-01 +7.4336e-01 -5.5576e-01 -2.2104e-01 +1.2849e+00 +1.8119e+00
% function evaluation | noise-free fitness - Fopt (8.806000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.577715051e+02 +8.577715051e+02 +9.458315051e+02 +9.458315051e+02 +2.0227e+00 -4.0616e+00 -1.9474e-01 -2.6277e+00 +6.7492e-01 +9.9904e-01 -3.2067e+00 +1.4742e+00 -8.9076e-01 -9.7202e-01 +1.9095e+00 +4.4724e+00 +4.7144e+00 -3.4345e+00 +8.0475e-01 +2.9668e+00 -6.6974e-01 +4.9050e-01 +9.9926e-01 +1.3485e+00
832 +6.107227033e+02 +6.107227033e+02 +6.987827033e+02 +6.987827033e+02 +4.3592e-01 -1.0302e+00 -1.3743e+00 -1.8952e+00 -5.0000e-01 +4.1252e+00 +5.0913e-01 -3.5548e+00 +1.6070e+00 -4.0234e-01 +3.6432e+00 +1.0991e+00 +2.9688e+00 +4.2155e+00 +5.3125e-01 +2.6781e+00 +2.5483e+00 -2.1295e+00 +2.7342e+00 -4.0625e+00
252 +6.148036135e+02 +6.148036135e+02 +7.028636135e+02 +7.028636135e+02 -4.3835e+00 -1.4662e+00 -3.6862e+00 +1.1630e+00 +3.8806e+00 +2.7454e+00 -2.6282e-01 +2.9777e+00 -1.6934e+00 -4.3241e+00 +1.8176e+00 +4.4069e+00 +4.4172e+00 -1.7782e+00 -1.3564e+00 +1.7776e+00 -3.1191e+00 -1.2871e+00 -3.0314e+00 +2.7573e+00
% function evaluation | noise-free fitness - Fopt (7.853000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.255714459e+03 +2.255714459e+03 +2.334244459e+03 +2.334244459e+03 -6.2374e-01 +1.0100e+00 -2.7768e+00 +1.8209e+00 +3.4721e+00 -3.7659e+00 +9.4486e-01 +2.0100e+00 +2.0372e-01 +3.7224e+00 -6.8762e-01 -1.8440e+00 +4.8493e+00 +1.3737e-01 -3.3380e+00 -4.7469e+00 -4.4194e+00 +4.4690e+00 -1.6075e+00 -2.6184e+00
3 +1.222852078e+03 +1.222852078e+03 +1.301382078e+03 +1.301382078e+03 -2.3147e+00 +2.0075e+00 +4.8415e-01 -2.0496e+00 +1.6497e+00 -2.5290e+00 +1.5532e+00 -2.5300e+00 -3.6175e+00 -1.4886e+00 +4.0626e+00 +2.3483e+00 -9.5955e-01 +3.7786e+00 +3.7121e+00 +2.6849e+00 +4.7939e+00 +3.5595e+00 -8.0389e-02 +3.8047e-01
52 +7.824454196e+02 +7.824454196e+02 +8.609754196e+02 +8.609754196e+02 +3.5690e+00 -1.0502e+00 -2.0485e-01 +1.5563e+00 +1.8804e-01 +3.9379e+00 -2.6650e+00 -8.9963e-01 +7.6469e-01 +3.0604e+00 +1.6186e+00 -1.6212e+00 -3.6257e+00 -2.6601e+00 -2.3605e+00 -1.6505e+00 +4.1627e+00 -7.8819e-01 +5.7747e-01 +1.3513e+00
858 +6.226115754e+02 +6.226115754e+02 +7.011415754e+02 +7.011415754e+02 +2.5654e+00 -5.2414e-01 +3.2761e+00 -2.6462e-01 +4.0220e+00 -1.8362e-01 +2.6658e+00 -5.0000e+00 +3.0622e+00 +1.0277e+00 +4.4793e+00 -1.6232e+00 +3.6270e+00 -1.5800e+00 -3.3613e+00 -1.6501e+00 -2.0820e+00 -1.5772e+00 +2.3094e+00 -1.3481e+00
226 +4.402647212e+02 +4.402647212e+02 +5.187947212e+02 +5.187947212e+02 +3.3933e+00 +2.5543e+00 +3.6909e+00 -2.8836e-01 +4.6903e+00 -1.3440e+00 -8.7263e-02 -2.0432e-01 +2.0179e+00 -1.6490e+00 -1.1063e+00 -2.6568e+00 -2.7588e+00 +1.2740e+00 -3.3036e+00 +4.0109e+00 +1.4979e+00 -1.9844e+00 -2.5069e-01 +8.7750e-01
