% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
49 +4.197308241e+01 +4.197308241e+01 +2.694930824e+02 +2.694930824e+02 -9.9457e-01 -9.7642e-02 -6.2927e-01 -5.1644e-01 +1.2167e+00
% function evaluation | noise-free fitness - Fopt (6.370000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.096537474e+02 +1.096537474e+02 +1.160237474e+02 +1.160237474e+02 -3.1069e+00 -2.8558e+00 -7.4570e-01 +4.7681e+00 +5.1917e-01
10 +5.954277766e+01 +5.954277766e+01 +6.591277766e+01 +6.591277766e+01 +2.4810e-01 +4.5019e+00 -2.7166e+00 -1.3065e+00 -4.3614e-01
% function evaluation | noise-free fitness - Fopt (-1.082600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.654160606e+02 +1.654160606e+02 +5.715606062e+01 +5.715606062e+01 -3.9591e+00 -2.5708e+00 +4.0070e-01 +3.7643e-01 -4.6848e+00
2 +8.299274671e+01 +8.299274671e+01 -2.526725329e+01 -2.526725329e+01 -6.9087e-01 -2.4261e+00 -3.7470e+00 +2.3647e+00 -3.2838e+00
84 +6.192564438e+01 +6.192564438e+01 -4.633435562e+01 -4.633435562e+01 -1.3199e+00 -6.1451e-01 -4.2951e+00 +3.4653e+00 +3.7850e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.043516198e+02 +1.043516198e+02 -8.956483802e+02 -8.956483802e+02 -4.2515e+00 -2.0081e+00 +2.6457e+00 +3.9296e+00 +2.0177e+00
4 +9.914291745e+01 +9.914291745e+01 -9.008570826e+02 -9.008570826e+02 +6.1479e-01 -3.3637e+00 +1.4491e+00 +8.1370e-01 -4.3490e-02
34 +6.203350101e+01 +6.203350101e+01 -9.379664990e+02 -9.379664990e+02 -3.7545e+00 +9.2690e-01 -2.1212e+00 +1.1000e+00 -1.3575e-02
106 +3.342050154e+01 +3.342050154e+01 -9.665794985e+02 -9.665794985e+02 -5.2808e-01 -8.7911e-01 -2.6871e-01 +2.0017e+00 +3.3501e+00
% function evaluation | noise-free fitness - Fopt (-8.434000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.557674015e+02 +1.557674015e+02 +7.142740148e+01 +7.142740148e+01 +1.8256e+00 -8.4520e-01 +7.9009e-01 -3.9527e+00 -4.4429e+00
5 +8.990980565e+01 +8.990980565e+01 +5.569805653e+00 +5.569805653e+00 +2.7751e+00 -2.6472e-02 -4.0861e+00 -2.3370e+00 -1.1594e+00
20 +5.454958709e+01 +5.454958709e+01 -2.979041291e+01 -2.979041291e+01 -1.7639e+00 +3.2402e+00 +4.3913e+00 +3.4568e-01 +2.2407e+00
% function evaluation | noise-free fitness - Fopt (7.213000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.231956575e+02 +1.231956575e+02 +1.953256575e+02 +1.953256575e+02 -2.6682e+00 +2.9873e+00 -1.1371e+00 -4.7111e+00 +1.8661e+00
2 +6.608906813e+01 +6.608906813e+01 +1.382190681e+02 +1.382190681e+02 -1.6821e-01 +1.9800e+00 +2.1974e+00 -2.0201e+00 +3.1447e-01
42 +5.897220649e+01 +5.897220649e+01 +1.311022065e+02 +1.311022065e+02 -1.3581e-01 +1.3913e+00 +3.7598e+00 +2.0324e-01 -2.3819e+00
% function evaluation | noise-free fitness - Fopt (-1.338000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.607376355e+02 +1.607376355e+02 +2.693763547e+01 +2.693763547e+01 +4.2194e-01 -1.9110e+00 +3.2673e+00 -9.2623e-01 +4.9642e+00
3 +9.782900976e+01 +9.782900976e+01 -3.597099024e+01 -3.597099024e+01 +2.5374e+00 -1.6572e+00 -1.2012e+00 -1.0583e+00 -4.1374e-01
57 +4.105170206e+01 +4.105170206e+01 -9.274829794e+01 -9.274829794e+01 -1.1019e+00 +1.4180e+00 +5.4355e-01 -2.6151e-01 -1.6385e+00
