% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.530602318e+07 +1.530602318e+07 +1.530553165e+07 +1.530553165e+07 +3.5685e+00 -4.6428e+00 +4.1721e+00 -3.7017e+00 +1.8540e+00 -9.2772e-01 -1.6897e+00 +1.0242e-01 +3.2370e+00 -1.1645e+00 +3.4689e-01 -3.7108e+00 -4.8393e+00 -4.1179e+00 +3.5318e+00 +4.3385e+00 -2.7278e+00 -6.8141e-01 +3.8082e+00 -3.1593e+00
3 +3.818177119e+06 +3.818177119e+06 +3.817685589e+06 +3.817685589e+06 +2.0478e+00 -4.2155e+00 +2.4626e+00 -1.5454e+00 -4.0653e+00 -1.6038e+00 -4.0772e+00 +2.0426e-01 -6.4167e-01 +2.3455e+00 +3.4922e+00 -2.7502e+00 +4.6877e+00 -3.8859e+00 -1.0431e-01 +5.3113e-01 +1.6415e+00 +4.3674e+00 -4.6335e-01 +5.5172e-01
96 +1.646289626e+06 +1.646289626e+06 +1.645798096e+06 +1.645798096e+06 +1.6834e+00 -2.7121e+00 -3.4517e+00 +4.5907e+00 -1.2954e+00 -2.9278e+00 +4.8968e+00 -1.6044e+00 -4.5788e-01 +5.9075e-01 -1.8337e+00 +3.9306e+00 -1.3786e+00 -3.5761e-01 +3.9978e+00 +3.9028e+00 +3.5254e-01 -2.0881e+00 +1.5562e+00 -8.0752e-01
1042 +1.517658748e+06 +1.517658748e+06 +1.517167218e+06 +1.517167218e+06 -1.8839e+00 -4.3753e+00 +3.0848e+00 -4.9070e-10 -5.0000e+00 +5.7074e-10 -2.7577e+00 -5.0000e+00 -7.5079e-10 -1.1575e-09 +5.0000e+00 +4.2363e-01 -4.9044e-01 +8.6424e-10 +5.2636e-01 +1.1561e-09 +2.1878e+00 +9.9252e-10 +1.3398e+00 +6.1816e-10
% function evaluation | noise-free fitness - Fopt (-1.702000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.963027176e+07 +2.963027176e+07 +2.963010156e+07 +2.963010156e+07 -3.4654e+00 -1.9513e+00 -4.6248e-01 +4.5580e+00 -1.0354e+00 +3.4419e+00 -1.2367e+00 +2.6397e-01 -1.0142e-01 -3.5639e+00 +3.0999e+00 +1.0516e+00 +3.1787e+00 -8.8378e-01 +1.9599e+00 -4.6782e+00 -4.7795e+00 +3.1083e+00 -8.1043e-01 -4.0007e+00
2 +8.887582912e+06 +8.887582912e+06 +8.887412712e+06 +8.887412712e+06 +4.9771e+00 +5.3043e-01 -3.3090e+00 -1.7728e+00 +3.8836e+00 +1.3886e-01 -4.2065e+00 +4.4315e+00 +4.3163e-01 +1.2938e+00 +4.2233e-01 -3.6316e+00 -3.4735e-01 +1.8600e-01 +6.1419e-01 +3.7451e+00 +1.0484e+00 -4.6079e+00 -2.0683e+00 +4.9030e+00
26 +3.529880227e+06 +3.529880227e+06 +3.529710027e+06 +3.529710027e+06 -2.1023e+00 -2.5850e+00 -1.6817e+00 -6.0569e-01 -3.6777e+00 -4.1106e+00 -1.6204e+00 +4.7116e+00 +3.9495e+00 +2.7971e+00 -2.1405e+00 -1.7506e+00 +3.4071e+00 +3.2890e+00 +2.5158e-01 -4.4238e+00 -1.0061e+00 +1.3555e+00 -1.7135e+00 -1.4331e-01
47 +2.166965183e+06 +2.166965183e+06 +2.166794983e+06 +2.166794983e+06 +1.6321e+00 +4.1928e+00 +2.4615e+00 +1.5467e+00 +3.7516e+00 -4.7891e+00 -9.9775e-01 +4.8737e+00 -4.0139e+00 +1.9300e+00 +3.0979e+00 +2.8211e+00 -3.3226e+00 -3.7110e+00 -4.2577e+00 -3.4429e+00 +3.0061e+00 +1.2125e+00 -1.8849e+00 +8.6956e-01
123 +1.455442415e+06 +1.455442415e+06 +1.455272215e+06 +1.455272215e+06 -4.8271e+00 +3.0826e-01 +8.1193e-01 -8.2775e-01 +1.2307e+00 -3.0693e+00 +2.1911e-01 +1.6996e+00 -3.3610e+00 +1.9388e+00 -1.4090e+00 -3.3481e+00 -3.2895e+00 +6.1759e-01 -2.9901e+00 -1.6000e+00 -2.8242e+00 +8.1969e-01 -4.7721e+00 +1.7958e+00
% function evaluation | noise-free fitness - Fopt (-4.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.705452669e+07 +1.705452669e+07 +1.705405694e+07 +1.705405694e+07 +4.9480e+00 +4.5195e+00 +2.5269e+00 +3.2682e+00 -3.8331e+00 +4.8568e+00 -3.4310e+00 -2.4049e+00 +2.5152e+00 -5.6694e-01 +2.9538e+00 -3.8144e+00 -1.3217e+00 +2.8327e+00 +4.4372e+00 -4.2862e+00 +4.2761e+00 -3.4732e+00 -6.0031e-01 -3.2035e+00
3 +1.013115969e+07 +1.013115969e+07 +1.013068994e+07 +1.013068994e+07 +3.6107e+00 -1.3530e+00 -2.1616e+00 +6.6885e-01 +2.9974e+00 +4.3416e+00 -4.8177e+00 -2.1155e+00 +4.1409e+00 +4.3258e+00 +2.3102e+00 -4.4524e+00 -7.0304e-01 +3.4694e+00 -3.0811e+00 +2.9809e+00 -6.1488e-01 -2.7918e-01 +3.3158e+00 -4.5756e+00
4 +9.913735426e+06 +9.913735426e+06 +9.913265676e+06 +9.913265676e+06 +2.0282e+00 +3.1854e+00 -1.7327e+00 -1.3855e+00 +4.3577e+00 +6.8765e-01 -2.4997e+00 +1.3147e+00 +1.3226e-01 +2.6029e+00 +3.2234e-01 +4.1461e+00 +3.6122e+00 -8.1730e-01 +4.8229e+00 -2.7592e+00 -1.7272e+00 -4.7214e+00 -4.8614e-01 -3.2561e+00
9 +4.369995036e+06 +4.369995036e+06 +4.369525286e+06 +4.369525286e+06 -4.6708e+00 -4.0051e+00 +3.8192e+00 -2.2949e+00 -2.5527e+00 +4.0144e+00 +3.3063e+00 -4.7732e-01 +9.4422e-02 -3.9941e+00 -1.0159e+00 -2.5494e+00 +3.0764e+00 +8.7192e-01 +5.8888e-01 +4.5449e+00 -1.1432e+00 +2.4716e+00 +1.9630e+00 +1.3395e-01
53 +3.662706159e+06 +3.662706159e+06 +3.662236409e+06 +3.662236409e+06 -3.0663e+00 -1.9228e+00 +4.5795e+00 +2.8444e+00 -1.4648e+00 +5.4578e-01 -2.1164e+00 +4.0818e+00 +3.1153e+00 -2.2759e+00 +4.2197e+00 +3.1376e+00 +4.7827e+00 -3.1592e+00 +5.9599e-01 -1.9759e+00 -4.8389e+00 -2.3196e-01 -3.5885e+00 +3.0556e+00
335 +1.386078485e+06 +1.386078485e+06 +1.385608735e+06 +1.385608735e+06 -5.8133e-01 -5.0000e+00 +5.0000e+00 -2.1045e+00 +1.4179e-02 +5.0000e+00 -8.7595e-03 +3.9678e+00 -2.4573e-01 +2.1138e+00 -5.0000e+00 -4.6696e+00 +9.0938e-03 +1.5001e-02 +2.1162e+00 +1.6585e+00 +3.6741e+00 +5.0000e+00 +3.5367e+00 +1.1940e-02
857 +7.742556987e+05 +7.742556987e+05 +7.737859487e+05 +7.737859487e+05 -1.4694e-38 -5.0000e+00 +5.0000e+00 -2.9086e+00 +1.4647e+00 +5.0000e+00 -8.7595e-03 +2.0502e+00 -1.4694e-38 +5.0000e+00 -5.0000e+00 -5.0000e+00 +1.4694e-38 +1.4694e-38 +5.0000e+00 +1.9760e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +6.6764e-39
% function evaluation | noise-free fitness - Fopt (1.999100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.849720608e+07 +3.849720608e+07 +3.849740599e+07 +3.849740599e+07 +1.3822e+00 +4.0405e+00 -2.9926e+00 +4.6402e+00 -9.8003e-01 +8.7003e-01 +3.2512e+00 -3.2040e+00 +2.6507e+00 +1.8620e+00 +2.8842e+00 +4.2596e+00 -1.6211e+00 +4.5266e+00 -1.7981e+00 +3.3713e+00 -1.8551e+00 +3.5134e+00 -3.9667e+00 -2.0955e+00
2 +2.545940531e+06 +2.545940531e+06 +2.546140441e+06 +2.546140441e+06 -4.6117e+00 -3.3053e+00 +2.3969e+00 -3.7492e+00 -3.8178e+00 -4.7906e+00 -1.7864e+00 -3.1300e+00 +3.6812e+00 -1.0203e+00 +2.0713e+00 +1.4920e+00 +9.2830e-01 -1.2620e+00 +1.4474e+00 +4.9575e+00 -1.3417e-03 -1.9833e+00 -1.3619e+00 -3.5462e+00
10 +2.382142165e+06 +2.382142165e+06 +2.382342075e+06 +2.382342075e+06 -1.3007e-01 -1.0427e+00 +3.2413e+00 +3.5313e-01 -3.6450e+00 -1.7626e+00 -1.4758e+00 +1.3669e+00 +1.9246e-01 +3.0291e+00 -2.1541e+00 +1.8319e+00 -1.6086e+00 -3.7048e+00 +6.8679e-02 +3.4367e-01 -1.8158e+00 +4.0398e+00 -1.5112e+00 +2.6259e+00
99 +1.033986644e+06 +1.033986644e+06 +1.034186554e+06 +1.034186554e+06 -2.7187e-01 +4.1972e+00 +2.6407e+00 +8.5601e-01 +1.5748e+00 -1.8513e+00 +1.1847e+00 +2.2080e+00 +1.1352e+00 -3.6925e+00 -4.4910e+00 -6.1220e-01 -3.7655e+00 +2.7043e+00 +1.0157e+00 +4.3603e+00 -1.4721e-01 -2.5780e+00 -3.0858e+00 -2.3271e+00
1023 +7.139648869e+05 +7.139648869e+05 +7.141647969e+05 +7.141647969e+05 -3.2428e-01 +4.4686e+00 +2.2574e+00 +1.5685e+00 +1.3518e+00 -1.1608e+00 +1.0201e+00 +2.9327e+00 +1.6532e+00 -5.0000e+00 -2.5016e+00 -8.9934e-01 -3.1779e+00 +2.5675e+00 +1.0260e+00 +5.0000e+00 -2.5995e-01 -4.7964e+00 -2.1966e+00 -5.0000e+00
% function evaluation | noise-free fitness - Fopt (-4.296000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.683995649e+06 +4.683995649e+06 +4.683566049e+06 +4.683566049e+06 +3.9558e+00 -3.7786e+00 +1.1138e-01 -3.3393e+00 -5.8009e-02 +1.9055e+00 -4.5197e+00 -4.3623e+00 +5.6389e-01 +6.8996e-01 -1.5672e+00 -3.0459e+00 +7.0345e-01 +1.6676e+00 +1.5995e+00 +3.6766e+00 -4.0848e+00 +2.8884e+00 -3.7477e+00 -5.2586e-01
57 +1.668841958e+06 +1.668841958e+06 +1.668412358e+06 +1.668412358e+06 -2.1103e+00 +1.0416e+00 +1.7131e+00 +4.9283e+00 +6.7358e-01 +1.1313e+00 +2.3136e+00 +6.5569e-01 -1.3928e-01 +2.2607e+00 +4.5262e+00 -2.1666e+00 +4.7702e+00 -3.2321e+00 +1.2069e+00 -4.8096e+00 -1.8441e+00 -2.5094e+00 -1.1848e+00 +4.4872e+00
615 +1.557200576e+06 +1.557200576e+06 +1.556770976e+06 +1.556770976e+06 -2.0308e+00 +1.0214e+00 +1.7383e+00 +4.5000e+00 +6.7211e-01 +1.2499e+00 +2.4493e+00 +6.6922e-01 -1.2500e-01 +2.2500e+00 +4.2496e+00 -2.1421e+00 +4.8794e+00 -3.0077e+00 +1.1731e+00 -4.6390e+00 -1.7793e+00 -2.6074e+00 -1.1520e+00 +4.4863e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.955944767e+07 +2.955944767e+07 +2.956044767e+07 +2.956044767e+07 +2.7488e+00 -1.6458e+00 +2.1209e+00 -3.8916e+00 +3.8748e+00 -4.6462e+00 -3.8399e+00 -1.7392e+00 -1.5053e+00 -4.9642e+00 -4.0327e+00 +1.9716e-01 +4.1206e+00 +3.0042e+00 -4.8795e-01 +1.4153e+00 -8.4897e-01 +4.2759e+00 -4.6124e+00 -1.7024e+00
3 +1.147986512e+07 +1.147986512e+07 +1.148086512e+07 +1.148086512e+07 -3.6156e+00 -3.8266e+00 +4.1460e+00 -8.5900e-01 -2.6792e+00 +2.2662e+00 -2.4524e+00 -2.8678e-01 -3.5012e+00 -1.7708e+00 -1.5622e+00 -1.9431e+00 -5.3886e-02 -1.8297e+00 +1.2685e+00 +7.8321e-01 +1.6049e+00 -2.0729e+00 +4.6432e+00 -3.1053e+00
18 +3.763330248e+06 +3.763330248e+06 +3.764330248e+06 +3.764330248e+06 -1.8341e+00 +1.8941e+00 -1.5073e+00 +1.3968e+00 -1.4696e+00 -1.8173e+00 -3.2709e-02 -2.6332e+00 +1.4321e+00 +2.1829e+00 -1.1511e+00 +3.1752e+00 -2.4630e+00 -1.9215e-01 -2.8879e+00 +1.2994e+00 -3.5076e+00 +3.6657e+00 +3.6064e+00 -2.4475e-01
433 +1.858272365e+06 +1.858272365e+06 +1.859272365e+06 +1.859272365e+06 -2.9068e+00 +1.4377e-38 -5.0000e+00 -1.2573e+00 +5.0000e+00 +4.3181e-77 +5.0000e+00 -3.0545e+00 +2.0000e+00 -1.4694e-38 -4.7375e+00 -3.3760e-77 -2.0000e+00 -2.2437e+00 -2.0000e+00 +4.0732e+00 +2.8909e+00 -5.0000e+00 -2.6267e-77 -2.0000e+00
926 +1.541090150e+06 +1.541090150e+06 +1.542090150e+06 +1.542090150e+06 -5.0000e+00 +3.3915e-77 -5.0000e+00 -1.5354e+00 +2.1964e+00 +4.0881e-77 +2.0102e+00 -3.8560e+00 +4.2887e+00 -1.5813e-01 -4.6720e+00 -1.8780e-77 -4.3351e+00 -5.0000e+00 -4.1507e+00 +4.4036e+00 +2.2239e+00 -5.0000e+00 -1.4464e+00 -2.8838e+00
% function evaluation | noise-free fitness - Fopt (1.951500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.296411508e+07 +1.296411508e+07 +1.296431023e+07 +1.296431023e+07 -4.6597e+00 -6.1708e-01 -6.4825e-01 -4.3813e+00 -3.5248e+00 -2.7247e+00 +9.9285e-02 -3.5416e+00 -3.6452e+00 -4.0773e+00 +2.7423e+00 -5.9484e-01 +4.6079e+00 +2.9956e+00 +1.8263e+00 -4.8589e+00 +2.6061e+00 +1.2171e+00 -2.5898e+00 -3.9446e+00
8 +4.923436550e+06 +4.923436550e+06 +4.923631700e+06 +4.923631700e+06 -4.7389e+00 +4.1165e+00 -1.1693e+00 +4.8445e+00 -2.1758e+00 +4.2374e-01 -2.2271e+00 -1.2736e+00 -1.0422e+00 +3.6996e+00 -3.3189e+00 -2.6198e+00 -3.4756e+00 -3.7371e+00 +1.9419e+00 +1.2893e+00 -1.9101e+00 +4.3098e+00 +3.8733e+00 +2.7732e+00
27 +3.495626308e+06 +3.495626308e+06 +3.495821458e+06 +3.495821458e+06 +1.5508e+00 +2.7798e+00 +1.9609e+00 -1.3845e+00 +2.4346e+00 +3.2378e+00 -9.5399e-01 +1.9860e+00 -2.7513e+00 +3.7151e-01 -1.8017e+00 +1.4057e-01 +2.0732e+00 +2.2034e+00 -4.0679e+00 +4.5519e+00 +1.5200e+00 +9.3698e-01 -3.6774e+00 +2.1567e+00
122 +1.861151089e+06 +1.861151089e+06 +1.861346239e+06 +1.861346239e+06 +5.6509e-01 -3.1670e+00 +1.0500e+00 +1.5669e+00 -3.5217e+00 +3.2669e+00 +6.9366e-01 +1.1253e+00 +2.4485e+00 +4.1949e+00 +4.0633e+00 +1.7892e-01 -2.6117e-01 -1.1800e+00 +2.2136e+00 -1.1976e+00 -9.5628e-01 +1.6868e+00 +1.8722e+00 +1.0160e+00
687 +1.528954776e+06 +1.528954776e+06 +1.529149926e+06 +1.529149926e+06 +5.2157e-01 -2.8377e+00 +1.7329e+00 +1.0051e+00 -2.6648e+00 +3.8677e+00 +5.1363e-01 +1.6954e+00 +2.1913e+00 +5.0000e+00 +5.0000e+00 +1.3824e-01 -2.5046e-01 -1.1123e+00 +2.8481e+00 -1.7201e+00 -8.1768e-01 +1.4874e+00 +1.5736e+00 +1.0230e+00
% function evaluation | noise-free fitness - Fopt (-4.335000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.488888208e+07 +6.488888208e+07 +6.488883873e+07 +6.488883873e+07 -2.9612e+00 +2.8243e+00 -2.6631e+00 -2.5311e+00 +1.0351e+00 -1.6863e+00 +4.6995e+00 +2.3105e+00 -3.0429e-01 -2.4136e+00 -4.5281e+00 -3.1588e+00 +7.8120e-01 +4.3679e+00 -1.3461e+00 -3.9455e+00 +2.7541e+00 +8.5107e-01 -1.7644e+00 -2.4431e+00
2 +5.399231829e+07 +5.399231829e+07 +5.399227494e+07 +5.399227494e+07 +7.9674e-01 -3.5260e+00 +2.6852e+00 -2.9709e+00 -4.4920e+00 -4.7134e+00 +4.9146e+00 -2.1385e+00 -4.7202e+00 -4.5178e+00 -8.0734e-01 +3.3512e-01 +2.4977e-01 +4.5859e-01 -2.1028e-01 -4.5346e+00 +1.1826e+00 -3.2229e+00 -9.4457e-01 -3.9545e+00
3 +1.206920241e+07 +1.206920241e+07 +1.206915906e+07 +1.206915906e+07 +3.5794e+00 +1.5754e+00 -9.1146e-01 -4.0674e+00 -2.3787e+00 -2.2739e+00 +2.9058e+00 +4.3548e+00 -2.6822e+00 -4.7319e+00 +2.0360e+00 +4.7315e+00 +1.8180e+00 +2.2567e+00 -1.2846e+00 +4.4967e-01 +3.0292e+00 +2.3599e+00 -4.8277e-01 +1.2109e+00
5 +8.689471498e+06 +8.689471498e+06 +8.689428148e+06 +8.689428148e+06 +9.1099e-01 -1.5714e+00 -3.1127e-01 +5.0586e-02 -1.1174e+00 +4.4812e+00 -3.8893e+00 +9.1911e-01 +2.2195e+00 +1.0594e+00 +2.9505e+00 -2.2500e+00 +4.3457e+00 +3.0447e+00 +4.2606e+00 -7.7143e-01 -9.0687e-01 +1.9427e-01 -2.2575e+00 +2.6993e+00
22 +3.936858928e+06 +3.936858928e+06 +3.936815578e+06 +3.936815578e+06 -4.0182e+00 +4.9778e+00 +4.0240e+00 -1.0959e+00 +1.3103e+00 -1.8288e+00 -1.8775e+00 -3.9384e-01 -7.6800e-01 -3.5311e+00 +4.0245e+00 +7.1522e-02 +3.1333e+00 -2.7829e+00 +2.2090e+00 +2.9285e+00 +1.8360e+00 +1.4641e+00 -3.1758e+00 -5.9813e-01
474 +1.873959202e+06 +1.873959202e+06 +1.873915852e+06 +1.873915852e+06 -5.0000e+00 +5.0000e+00 +4.0240e+00 -7.2994e-39 +9.0842e-39 -1.2535e+00 -1.8976e+00 -9.5274e-39 -7.1446e-39 -3.4886e+00 +5.0000e+00 +1.2646e-38 +4.2917e+00 -4.7478e+00 +3.2051e+00 +5.0000e+00 +1.0247e-38 +6.7024e-01 -3.3032e+00 -1.0255e+00
689 +1.569267112e+06 +1.569267112e+06 +1.569223762e+06 +1.569223762e+06 -4.1014e+00 +5.0000e+00 +4.3394e+00 -1.3530e+00 +1.1637e+00 -1.6054e+00 -1.6745e+00 -4.3789e-01 -7.5188e-01 -3.4260e+00 +5.0000e+00 +7.8011e-02 +3.9657e+00 -2.1003e+00 +2.8653e+00 +2.2740e+00 +1.6199e+00 +1.2256e+00 -3.3483e+00 -6.1698e-01
761 +4.390437955e+05 +4.390437955e+05 +4.390004455e+05 +4.390004455e+05 +3.4880e+00 +3.3754e+00 +8.9535e-309 -2.6603e+00 -5.0000e+00 -1.1033e-308 -6.2137e-02 +0.0000e+00 +2.9675e+00 +0.0000e+00 +5.0000e+00 +3.9441e+00 +5.0000e+00 +1.8601e-308 +5.8361e-309 +0.0000e+00 +3.5243e-01 -7.2851e-01 +0.0000e+00 -1.8768e-308
% function evaluation | noise-free fitness - Fopt (2.790900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.311492999e+07 +3.311492999e+07 +3.311520908e+07 +3.311520908e+07 -7.0596e-03 +2.8125e+00 -4.4793e+00 +1.1292e-01 +4.4337e+00 +2.3930e+00 -5.2144e-01 +1.4442e+00 -3.3950e+00 -4.6735e+00 -4.4211e+00 -4.3465e+00 +2.7316e-01 -2.2300e+00 -9.7130e-01 -2.5991e+00 +4.9754e+00 -4.8475e+00 +4.6437e+00 -2.7315e+00
2 +2.075910861e+07 +2.075910861e+07 +2.075938770e+07 +2.075938770e+07 -4.1026e-01 -3.1820e+00 +3.4101e+00 -6.5986e-01 +4.9071e+00 +1.5180e+00 -4.6893e+00 -2.5306e+00 +2.1015e+00 -3.8514e-01 -3.8939e+00 -4.5325e-01 -2.9697e+00 -1.8175e+00 +2.4288e+00 +1.5630e+00 -3.6415e+00 +4.7899e-01 +4.8172e+00 +4.5790e+00
9 +6.832887686e+06 +6.832887686e+06 +6.833166776e+06 +6.833166776e+06 -2.9275e+00 +2.4652e+00 +7.0795e-02 -1.5188e+00 +3.6904e+00 -5.2871e-01 +1.1894e+00 +4.6277e-01 +5.4258e-03 +1.9042e+00 -3.7636e+00 -7.0946e-02 +2.7792e+00 +1.0692e+00 -1.9234e+00 -1.8431e+00 +1.7033e+00 +2.6364e+00 -3.9064e+00 -1.8923e+00
44 +3.498354639e+06 +3.498354639e+06 +3.498633729e+06 +3.498633729e+06 -4.8626e+00 +1.7223e+00 -4.7350e+00 -4.7561e+00 -2.8066e-01 +2.4415e-01 +3.1087e+00 -3.1575e+00 +3.3122e+00 +9.8933e-01 -2.3457e+00 +1.3952e+00 +3.5891e+00 +4.6150e-01 -2.7665e+00 +3.6009e+00 -8.2155e-01 +2.5009e+00 -3.8560e+00 +4.5543e+00
748 +2.104636905e+06 +2.104636905e+06 +2.104915995e+06 +2.104915995e+06 -5.0000e+00 +1.0519e-38 -2.9159e+00 -3.4874e+00 -1.1248e-38 +1.0095e-38 +5.0000e+00 -3.0333e+00 +3.3122e+00 +3.8694e-01 -4.5302e+00 +1.1879e+00 +3.2427e+00 +7.0917e-39 -5.0000e+00 +2.0875e+00 -1.2073e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.306275285e+06 +1.306275285e+06 +1.307275285e+06 +1.307275285e+06 -4.5380e+00 -2.3825e+00 -1.2300e+00 -1.3455e+00 -2.8280e+00 +2.4889e+00 +2.7715e+00 -3.5408e+00 -4.9461e+00 +3.5098e+00 -1.1908e+00 -5.3287e-01 +4.3825e+00 -3.1662e+00 -3.3864e+00 -4.3851e+00 -2.9021e-01 +3.9667e+00 +3.1702e+00 -2.1088e+00
% function evaluation | noise-free fitness - Fopt (-1.148100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.109459358e+07 +1.109459358e+07 +1.109447877e+07 +1.109447877e+07 +1.9649e+00 +2.9263e+00 -2.5216e+00 +4.8143e+00 -7.4887e-01 +1.2539e+00 -2.2526e+00 +3.7827e+00 +4.1876e+00 +3.0496e+00 -2.0278e+00 +2.9493e+00 -1.6862e+00 +2.2360e+00 +2.7295e+00 +6.7352e-02 -9.4081e-01 -1.6672e+00 +1.1406e+00 +4.7766e+00
5 +9.433342427e+06 +9.433342427e+06 +9.433227617e+06 +9.433227617e+06 -3.1397e-01 -4.5685e+00 -1.7482e-01 -2.1512e-01 +3.0115e+00 +3.2100e+00 +1.4744e+00 -9.3090e-01 +1.2866e+00 -4.6316e+00 +4.1514e+00 -2.3635e+00 +2.8063e+00 -4.0534e+00 +2.4358e+00 +2.4675e-01 +4.2920e+00 -3.9643e+00 +1.5038e+00 -3.1750e+00
