% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.027602324e+02 +1.027602324e+02 +8.582023241e+01 +8.582023241e+01 +3.8163e+00 -4.6866e+00 +8.8357e-01
2 +8.565606633e+01 +8.565606633e+01 +6.871606633e+01 +6.871606633e+01 -2.7598e+00 -4.2627e+00 +1.4150e+00
3 +4.573297279e+01 +4.573297279e+01 +2.879297279e+01 +2.879297279e+01 -2.7478e+00 -3.1679e+00 -1.0752e+00
5 +2.747855970e+01 +2.747855970e+01 +1.053855970e+01 +1.053855970e+01 -6.1747e-01 +2.0671e+00 -3.1591e+00
7 +1.452596195e+01 +1.452596195e+01 -2.414038051e+00 -2.414038051e+00 +1.1851e+00 -4.9094e-01 -1.6481e+00
19 +5.521309267e+00 +5.521309267e+00 -1.141869073e+01 -1.141869073e+01 +3.8127e+00 +3.8718e+00 -3.1655e+00
26 +2.673897317e+00 +2.673897317e+00 -1.426610268e+01 -1.426610268e+01 +3.7242e+00 +3.5789e+00 -2.9443e+00
240 +2.501348787e+00 +2.501348787e+00 -1.443865121e+01 -1.443865121e+01 +3.0575e+00 +1.8133e+00 +4.1455e-02
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.875713093e+01 +3.875713093e+01 +5.756713093e+01 +5.756713093e+01 +4.0801e+00 +3.3685e+00 +4.1152e+00
5 +1.083582847e+01 +1.083582847e+01 +2.964582847e+01 +2.964582847e+01 +1.0451e+00 +9.8174e-02 -4.9973e+00
7 +4.895575866e+00 +4.895575866e+00 +2.370557587e+01 +2.370557587e+01 +2.1318e+00 +3.9918e+00 -3.7813e+00
9 +3.437213982e+00 +3.437213982e+00 +2.224721398e+01 +2.224721398e+01 +3.6777e+00 +3.2722e+00 -3.3961e+00
75 +1.374186427e+00 +1.374186427e+00 +2.018418643e+01 +2.018418643e+01 -1.1617e-01 +1.6086e+00 -1.3901e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.893300107e+01 +3.893300107e+01 +3.120830011e+02 +3.120830011e+02 -2.2694e-01 +2.7383e-01 -1.8669e+00
12 +1.480098524e+01 +1.480098524e+01 +2.879509852e+02 +2.879509852e+02 -3.9163e+00 -5.1246e-01 +2.9613e-02
18 +5.847855941e+00 +5.847855941e+00 +2.789978559e+02 +2.789978559e+02 -4.9101e+00 +1.4237e+00 -1.5128e+00
44 +2.575164265e+00 +2.575164265e+00 +2.757251643e+02 +2.757251643e+02 -3.1002e+00 +3.7413e+00 -3.1584e-01
63 +1.802357646e+00 +1.802357646e+00 +2.749523576e+02 +2.749523576e+02 -4.0036e+00 +4.2571e+00 -5.8381e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.087494693e+01 +1.087494693e+01 +4.805494693e+01 +4.805494693e+01 -4.7089e+00 +3.9566e+00 +2.2024e+00
15 +7.255881819e+00 +7.255881819e+00 +4.443588182e+01 +4.443588182e+01 -2.3482e+00 +1.3858e+00 +1.1295e+00
20 +3.375967723e+00 +3.375967723e+00 +4.055596772e+01 +4.055596772e+01 -2.9528e+00 +2.3173e+00 +1.5600e+00
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.641692173e+01 +1.641692173e+01 -1.314830783e+02 -1.314830783e+02 -3.5241e+00 -3.4926e-01 -2.7471e+00
3 +3.650983399e+00 +3.650983399e+00 -1.442490166e+02 -1.442490166e+02 -2.0317e+00 +4.2800e-01 +2.5922e+00
% function evaluation | noise-free fitness - Fopt (1.162600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.919408044e+01 +1.919408044e+01 +1.354540804e+02 +1.354540804e+02 +3.3832e+00 +4.8227e+00 +2.1168e+00
4 +1.345131021e+01 +1.345131021e+01 +1.297113102e+02 +1.297113102e+02 +3.3935e+00 -1.7259e+00 -4.1792e+00
9 +5.190973595e+00 +5.190973595e+00 +1.214509736e+02 +1.214509736e+02 +9.5642e-01 -1.6663e+00 -3.3727e+00
80 +2.450470456e+00 +2.450470456e+00 +1.187104705e+02 +1.187104705e+02 -1.6216e+00 -2.4907e+00 -3.4634e+00
