% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.346948983e+02 +1.346948983e+02 +2.509548983e+02 +2.509548983e+02 +4.4692e+00 -4.0715e+00 +2.4543e+00 -4.6080e+00 -4.4134e+00 -3.9676e+00 -3.3539e+00 -1.3104e+00 -4.4526e+00 -3.3800e+00 +2.2715e+00 +2.9381e+00 -2.5825e+00 -4.6731e+00 -2.9766e+00 -2.8893e+00 -1.0597e+00 -3.3894e+00 -1.0489e+00 +4.9094e+00
2 +5.022336541e+01 +5.022336541e+01 +1.664833654e+02 +1.664833654e+02 -3.9042e+00 -1.6927e+00 +9.0894e-01 +6.6946e-01 +5.7463e-01 -3.0454e+00 -4.3000e+00 +2.1201e+00 +2.4703e+00 -3.0546e+00 -1.9059e+00 -4.2281e+00 +3.4427e+00 -1.1178e+00 -9.8030e-01 -4.0550e-01 -8.3000e-01 -4.4700e+00 +2.7951e+00 -3.2608e+00
3 +2.792226642e+01 +2.792226642e+01 +1.441822664e+02 +1.441822664e+02 -4.0023e+00 -2.9739e+00 +4.3764e+00 +4.7007e+00 +2.3557e+00 -2.9972e+00 +1.1735e+00 -7.2331e-01 -3.7233e+00 +4.8370e-01 -2.4209e+00 +2.9462e+00 +2.0466e+00 -4.2778e+00 +2.4362e+00 +2.7768e+00 +4.1983e+00 -5.8475e-01 -4.2894e+00 -4.8534e+00
10 +1.926735461e+01 +1.926735461e+01 +1.355273546e+02 +1.355273546e+02 +2.8526e+00 -4.1086e+00 -1.0431e+00 +2.3164e+00 -6.4570e-01 +8.0125e-01 +4.2700e+00 +9.2961e-01 +1.2205e-01 -2.1221e-01 -4.8454e+00 -3.9159e+00 +3.0158e+00 +2.9087e+00 +4.7122e+00 +1.4923e+00 -1.5053e+00 -3.9851e+00 -7.9778e-02 -3.3905e+00
192 +1.118914548e+01 +1.118914548e+01 +1.274491455e+02 +1.274491455e+02 -2.7337e+00 -4.4473e-01 +3.3481e+00 +3.2845e-01 +4.5150e+00 +2.0028e+00 +2.1499e+00 -4.0020e+00 -9.2778e-01 -9.4645e-01 +1.4070e+00 +1.1867e+00 +3.5979e+00 -3.3320e+00 -2.3136e+00 -3.1492e+00 +2.6858e+00 -7.9680e-01 +2.4357e+00 +7.9043e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.980411414e+01 +4.980411414e+01 -9.501958859e+02 -9.501958859e+02 -2.9150e+00 +6.8622e-01 +4.7561e+00 +5.5900e-01 -1.7048e+00 +3.5436e+00 -4.9059e-01 -3.7355e+00 -2.7550e+00 +1.6475e+00 -4.0951e+00 -1.4099e+00 +2.5874e+00 -8.4045e-01 +4.2729e-01 -3.0734e+00 -2.1901e+00 -3.5587e+00 -3.6301e+00 +1.5246e+00
4 +2.935010338e+01 +2.935010338e+01 -9.706498966e+02 -9.706498966e+02 -1.9605e+00 -2.9120e+00 +4.7569e+00 +3.1573e+00 -4.2128e+00 -3.5784e+00 -4.2462e+00 +2.4663e+00 -4.8312e+00 -9.1802e-01 +4.3443e+00 -2.7520e-01 +4.3638e+00 -2.3764e+00 +4.9103e-01 -2.4700e+00 +3.0191e+00 -5.2896e-01 +2.2453e+00 -9.1961e-01
7 +2.173504055e+01 +2.173504055e+01 -9.782649594e+02 -9.782649594e+02 +5.5799e-01 -6.3812e-01 +1.5048e-01 +1.8780e+00 +1.3560e-01 +4.9181e+00 +3.1887e+00 +1.9036e+00 +3.9569e+00 -1.0242e+00 -1.7920e+00 -1.6864e+00 +4.5600e+00 -2.8900e+00 -2.0776e+00 +2.9683e-03 +4.2711e+00 +2.5210e+00 -3.5342e-01 -4.0610e-01
83 +1.532060069e+01 +1.532060069e+01 -9.846793993e+02 -9.846793993e+02 +2.8263e+00 -1.1028e+00 -1.4589e-02 +2.8371e+00 -1.5896e-01 +2.3490e+00 +2.0680e+00 +4.2948e+00 +2.5014e+00 -2.3524e+00 -7.0643e-01 +3.6407e+00 -2.1491e+00 -1.8572e+00 -3.9001e+00 +2.1471e+00 +2.1423e+00 -2.2126e+00 -2.7812e+00 -1.0374e+00
% function evaluation | noise-free fitness - Fopt (-9.193000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.140933476e+01 +6.140933476e+01 -3.052066524e+01 -3.052066524e+01 -2.7586e+00 +3.2381e-01 -1.6647e+00 -3.8231e+00 -2.4619e+00 -1.4101e+00 -2.5909e+00 +1.7097e+00 -1.7103e-01 -3.8851e+00 +3.9812e+00 -2.5890e+00 -1.5704e+00 -2.0647e+00 +2.7265e+00 -3.5167e+00 +1.6418e+00 +3.5959e+00 +4.0071e+00 -1.2314e+00
2 +2.905510909e+01 +2.905510909e+01 -6.287489091e+01 -6.287489091e+01 -5.6959e-01 +1.6468e+00 +3.9642e-01 -4.2643e+00 +1.3055e+00 +3.3269e-01 -4.7771e+00 +2.0264e+00 +2.9303e+00 -2.3550e+00 +1.3133e+00 +4.9141e+00 +1.4995e+00 -3.8692e+00 -2.0425e+00 -2.4496e+00 -1.8214e+00 -1.5826e+00 -2.6147e+00 -2.5703e+00
29 +2.094611221e+01 +2.094611221e+01 -7.098388779e+01 -7.098388779e+01 -2.7479e+00 -3.7252e+00 +2.0302e+00 -2.0299e+00 +1.3952e-01 -4.2209e+00 +4.4291e+00 -2.4741e+00 +2.8145e+00 -2.7613e+00 +1.0102e+00 +4.3487e+00 -1.4874e+00 +2.6747e+00 -1.5246e+00 +4.8003e-01 -6.0863e-01 +1.7164e+00 -3.3488e+00 -1.9640e+00
890 +1.434336541e+01 +1.434336541e+01 -7.758663459e+01 -7.758663459e+01 -3.9002e+00 -8.2607e-10 -4.4814e+00 +5.0000e+00 -9.9272e-01 +5.0000e+00 -9.7090e-01 +2.3543e+00 +5.0000e+00 -4.3877e+00 -4.9395e+00 -8.7311e-10 -3.2104e+00 -1.4386e-01 +3.9092e+00 -4.7755e+00 +1.2583e-01 +5.0000e+00 -5.0000e+00 -5.0000e+00
% function evaluation | noise-free fitness - Fopt (1.487500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.465887163e+01 +2.465887163e+01 +1.734088716e+02 +1.734088716e+02 +2.4302e+00 +7.6102e-01 -4.9404e+00 -6.5803e-01 +3.2698e-01 +1.3764e+00 -1.1880e+00 -2.4974e+00 -1.4668e+00 +2.5270e+00 +4.9585e+00 +3.8050e+00 +4.6661e+00 +9.1197e-01 +4.7293e-01 +7.0009e-01 +8.3660e-01 +3.2311e+00 -2.7898e+00 +3.4453e+00
93 +1.552450083e+01 +1.552450083e+01 +1.642745008e+02 +1.642745008e+02 +4.3114e+00 +1.5391e+00 +3.1880e+00 +3.8282e+00 +5.4338e-01 +2.7700e+00 -1.3087e+00 +2.8448e+00 +8.8480e-01 +3.4887e+00 +3.2510e+00 -3.9138e+00 -4.1129e+00 +2.0923e+00 +1.1029e+00 +3.2416e+00 +1.3435e+00 -3.3622e-01 -1.5500e+00 -1.2315e+00
% function evaluation | noise-free fitness - Fopt (-1.483000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.572430416e+01 +1.572430416e+01 -1.325756958e+02 -1.325756958e+02 -4.7855e+00 -1.5648e+00 -1.9891e+00 +2.9696e+00 +9.9631e-02 -2.8660e+00 +3.5254e+00 +2.9273e+00 -4.4644e+00 -1.4616e+00 -3.0220e+00 -3.6098e+00 -2.6426e+00 +2.7745e+00 +1.5809e+00 -3.0601e+00 -2.3834e+00 -7.8102e-01 +2.0470e+00 -9.4553e-01
% function evaluation | noise-free fitness - Fopt (1.702000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.092629075e+01 +5.092629075e+01 +6.794629075e+01 +6.794629075e+01 -4.9596e+00 -4.5794e+00 -3.4089e+00 +1.4512e+00 -1.0636e-01 -1.0261e+00 -3.0931e-01 +4.7111e+00 -3.9299e+00 -4.0951e-01 +1.6545e+00 -4.7548e+00 +1.7777e+00 +1.2916e+00 +4.6891e+00 +2.8910e+00 +1.1458e-01 -4.8335e+00 +9.4106e-02 -1.5245e+00
3 +1.777560750e+01 +1.777560750e+01 +3.479560750e+01 +3.479560750e+01 -4.5988e+00 +1.9004e+00 -2.3596e-01 +3.2978e+00 +5.3230e-01 +3.5272e-01 +2.5279e+00 -3.7337e-01 -4.4571e+00 -1.6137e+00 +4.9457e+00 +2.7726e+00 +1.4191e+00 +1.3363e+00 +3.0885e+00 +9.4923e-03 +3.3222e+00 +7.9956e-01 -7.5155e-01 +9.6548e-01
27 +1.338304934e+01 +1.338304934e+01 +3.040304934e+01 +3.040304934e+01 -2.0168e-01 +7.4833e-01 +3.6965e+00 +1.1839e+00 -2.9531e+00 +3.6484e-01 -4.9837e+00 +1.1375e+00 -2.0036e+00 -4.0992e+00 +1.7136e+00 +6.5914e-01 -3.2892e+00 +1.5684e+00 -1.6286e-01 -4.0472e-01 +3.4133e-01 -3.4868e+00 +2.2633e+00 +9.3995e-01
% function evaluation | noise-free fitness - Fopt (-2.202000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.868998736e+01 +1.868998736e+01 -2.015100126e+02 -2.015100126e+02 -2.5835e+00 -1.3882e+00 +4.8563e-01 +4.1454e-01 -1.8601e-01 -1.8177e+00 +3.9670e+00 +2.9036e-01 +4.7727e-01 +3.0005e+00 -9.7690e-01 +3.1646e+00 +2.3463e+00 -3.3399e+00 -4.2732e+00 -6.1204e-01 +2.2476e+00 -1.6048e+00 -3.7251e+00 +4.8268e+00
40 +1.397537157e+01 +1.397537157e+01 -2.062246284e+02 -2.062246284e+02 -3.8477e+00 -2.5240e+00 -9.8153e-01 -1.9548e+00 -3.7977e+00 -1.2367e+00 -2.8718e+00 -3.1037e+00 +1.0376e+00 -3.3446e-01 +4.6744e+00 +4.2260e+00 +3.4489e+00 +2.5627e+00 -7.6351e-01 +1.2664e+00 +1.9780e+00 +1.9781e+00 -3.5403e+00 -9.4495e-01
% function evaluation | noise-free fitness - Fopt (-2.041000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.422909895e+01 +3.422909895e+01 +1.381909895e+01 +1.381909895e+01 -3.9569e+00 +2.3912e+00 +3.9490e+00 +4.9618e+00 -4.6530e+00 +1.8855e+00 +3.4757e+00 +4.0421e+00 +4.2969e+00 -2.4103e+00 +2.6587e+00 +3.4104e+00 -7.4688e-01 +3.5151e+00 -4.7604e+00 -3.4709e+00 +4.7971e+00 +3.7428e+00 +3.5909e+00 +4.8870e+00
7 +2.289612451e+01 +2.289612451e+01 +2.486124510e+00 +2.486124510e+00 -3.8831e+00 +2.4828e+00 -1.0856e+00 -1.7243e+00 -1.4254e+00 +3.6916e+00 -4.6049e+00 +1.2880e+00 -4.0575e+00 -3.8993e-01 +4.0615e+00 -1.5038e+00 -4.0217e-01 -1.3224e+00 +3.4366e-01 +1.1711e+00 +1.7285e+00 +3.7930e+00 +6.3760e-01 -2.9400e-01
14 +1.368591222e+01 +1.368591222e+01 -6.724087783e+00 -6.724087783e+00 +2.4217e+00 +9.2168e-01 -3.5938e+00 -1.7101e+00 -3.8843e+00 -3.2122e-01 +5.0654e-01 +1.7645e+00 -2.8626e+00 -8.6543e-01 -2.2864e-01 +4.4941e+00 -1.9880e+00 +2.5895e+00 -3.0315e+00 +4.0056e+00 -2.6212e+00 -9.7936e-02 +1.4856e+00 -2.2725e+00
% function evaluation | noise-free fitness - Fopt (6.081000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.937503736e+01 +2.937503736e+01 +9.018503736e+01 +9.018503736e+01 +3.9705e-01 -9.7702e-01 -2.0931e+00 +4.2650e+00 +8.1719e-01 +4.8818e+00 -2.3074e+00 -3.0811e+00 -3.2373e+00 -2.2086e+00 +1.2388e+00 +8.9599e-01 +2.4374e+00 -3.5230e+00 -2.6669e+00 -4.9912e+00 -7.3732e-01 -4.0292e+00 -3.9664e+00 +3.2886e+00
8 +2.003613793e+01 +2.003613793e+01 +8.084613793e+01 +8.084613793e+01 -3.1518e+00 -8.5856e-01 +4.5650e+00 +1.8823e+00 +1.9011e+00 -2.7077e+00 +3.6173e+00 +1.1583e+00 +1.9387e+00 -1.0679e+00 +3.6078e+00 -3.1266e+00 +2.9682e+00 +1.9208e+00 -1.5214e+00 -3.7370e+00 -1.9453e+00 +5.2907e-01 -1.2660e+00 +6.7185e-01
66 +1.299842054e+01 +1.299842054e+01 +7.380842054e+01 +7.380842054e+01 +2.8312e+00 -1.6785e-01 +3.9432e-01 -2.7223e+00 -3.8458e+00 -1.9586e+00 -2.7515e+00 +2.0205e+00 -4.9705e+00 +4.7974e+00 +8.3799e-01 -9.3587e-01 -1.0622e+00 +3.5895e+00 -1.7963e+00 -5.7287e-01 -2.2212e+00 -2.4211e+00 -9.9230e-01 -2.8841e-01
843 +9.822051808e+00 +9.822051808e+00 +7.063205181e+01 +7.063205181e+01 +2.8312e+00 +2.6856e+00 +3.9432e-01 +2.7223e+00 -3.8458e+00 +1.0571e-312 +8.3608e-309 +2.0205e+00 +2.7650e-308 +4.7974e+00 +8.3799e-01 -9.3587e-01 +9.4542e-308 -1.7683e-308 +1.5987e-307 +5.7287e-01 +2.4622e-309 -4.6849e-309 +9.9220e-01 -2.8844e-01
% function evaluation | noise-free fitness - Fopt (-6.176300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.728402150e+01 +4.728402150e+01 -5.703459785e+02 -5.703459785e+02 +2.8793e+00 +2.5157e+00 -3.3854e+00 -3.0791e+00 -3.7289e+00 +2.4860e+00 +4.7363e+00 -4.7294e-01 +4.3621e+00 -3.5965e+00 +1.9343e+00 +1.4264e-01 -1.1960e+00 -2.7895e+00 +2.7549e+00 -6.5854e-01 -3.1087e+00 -2.8654e+00 +3.8457e+00 -2.0616e+00
9 +3.302653724e+01 +3.302653724e+01 -5.846034628e+02 -5.846034628e+02 +7.0566e-01 -1.5516e+00 +1.5389e+00 +1.5616e+00 -7.0349e-01 +3.5944e+00 +1.5613e+00 -9.1205e-01 +1.5130e-02 +4.5430e+00 +3.5054e+00 +1.2526e+00 +3.9707e-01 -4.6532e+00 -6.9288e-01 +2.7146e+00 -3.0324e+00 -3.3064e+00 -4.9246e+00 +2.9923e+00
36 +2.261530047e+01 +2.261530047e+01 -5.950146995e+02 -5.950146995e+02 +3.5908e+00 +4.2429e+00 -1.6024e+00 -2.0658e+00 -4.4765e-01 -4.2469e+00 +3.0449e+00 +2.9747e+00 -9.8822e-01 -8.9878e-01 +7.9438e-01 -2.1470e+00 +4.6233e+00 +2.7353e+00 -2.2677e+00 +1.3862e+00 -2.4459e+00 -1.3954e+00 +8.3226e-01 -1.9829e+00
195 +1.540163224e+01 +1.540163224e+01 -6.022283678e+02 -6.022283678e+02 -1.6322e+00 +4.0212e+00 -1.1991e+00 -3.0888e+00 -3.0836e+00 +3.7362e+00 +1.3737e+00 -6.8982e-01 -1.8457e+00 -2.1004e-01 -2.5894e+00 -2.0267e+00 +4.3682e+00 +3.3991e+00 +9.9144e-01 +3.8809e+00 +2.7520e+00 -4.4017e+00 +4.4623e+00 +4.2416e+00
